speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],,"Hello everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the agency or the NIH. My name is Johanna Bringhurst and joining us today is John Poole. John is a professor of English education at Brigham Young University, Idaho.",
Johanna Bringhurst,[00:00:30:06],,"Prior to that, he was a teacher and and a principal at an alternative high school. He started his career as a high school English teacher. He has been interested in social justice issues since he encountered a white supremacist student in his high school English class. He is a lifetime resident of Idaho and I just learned from Preston, Idaho, home of Napoleon Dynamite, which you might not like me seeing, but I have to throw it out there.",
Johanna Bringhurst,[00:00:59:26],,"We love you, Napoleon. Okay. Doctor Poole, thank you for joining me today. To talk about your experiences as an educator.",
John Poole,[00:01:09:26],,"Great to be here. And I welcome the opportunity to talk about it, because I feel really passionate about the topic of social justice, particularly the Holocaust. So it's great to be here. Thank you.",
Johanna Bringhurst,[00:01:22:04],,"Great. Do you mind telling us, about how you became interested in social justice? You began your career as a high school teacher teaching English. What got you hooked?",
John Poole,[00:01:35:16],,"So, I taught, or I started teaching at Hillcrest High School in Idaho Falls, Idaho. You know, I don't know how I came by it until one student asked me, and I don't know what it was about. This one student asked me, what is it that you I mean, why do you want to be a teacher and why do you do this?",education
John Poole,[00:01:55:07],,"And I gave him the pat answer. I love kids, I love English. And then on the way to teach at BYU Idaho, I was an adjunct faculty at the time. This memory came back from when I was in third grade, and I don't know why it was that time, but, I had bullied a third grade, another third grader, and he had moved away during the, Christmas of that year, and I've never seen him again.",education
John Poole,[00:02:22:05],,"But I remembered all these details. I got glasses and, in third grade, and I remember being made fun of for these glasses and instead of, really trying to process those emotions, I projected them on to this other kid. And so I joined with the other bullies and, and bullying this kid for probably 3 or 4 months.",education
John Poole,[00:02:46:23],,"And so I went back the next day and told my this kid who had asked me, okay, I gave you the answer that I thought you wanted to hear, but here's the real answer. And I told him the story. And so I think social justice is my attempt to to make up for what I've done in that third grade classroom.",education
John Poole,[00:03:07:09],,"But even more importantly than that, I don't want anyone else to feel, judged or, you know, just not accepted in a classroom environment. So I think that experience and third grade, even though I didn't recognize it at the time, was really the catalyst to really address social justice issues in my own classroom.",education
Johanna Bringhurst,[00:03:28:17],,So it's like using that that memory.,
John Poole,[00:03:31:29],,"Yeah. Yeah. It just came back and and honestly, I think sometimes those memories circle back to us in times that we need them. And this kid really wanted to know why I was a teacher and he wasn't. I mean, he was put off by the fact that I just gave him that pat answer. And so he was looking for something more.",education
John Poole,[00:03:52:05],,"And so I, I'm grateful that I was able to given that. The next day after I thought about that experience.",
Johanna Bringhurst,[00:03:59:11],,You had an experience in your own room encountering anti-Semitism. Also. What happened?,
John Poole,[00:04:07:01],,"So, if you know anything about Idaho Falls, it's predominantly white. And, we were reading Huckleberry Finn, and, I mean, if you if you think about Huckleberry Finn, half a book is about an African-American. And I don't I didn't think like, I could speak to that experience. I didn't want to speak to that experience. So,",
John Poole,[00:04:30:13],,"Fortunately, the Idaho National Laboratory has a diversity coordinator, and there's a lot of diversity at the side. So I contacted her and asked her if she would, ask someone if they'd be willing to come in who was African American, come in and speak to the experience of being African American. And she readily agreed. He came in and spoke to what it's like to be African American in the United States.",culture
John Poole,[00:04:54:03],,"And I remember probably three things that he said. Number one was, I never met a white person until I joined the military, and he'd grown up in rural Mississippi. So he goes being in this white world is different for me as much as it is for you white people to see a black person in your world. It's it's kind of the same feeling.",
John Poole,[00:05:14:26],,"And he goes, you probably won't understand. This is youth. But when my kids are old enough, I tell them that when they go out, if they're ever pulled over by the police, you always keep your hand on the steering wheel. You never make any sudden movements. You say, yes, sir, no, sir. And he goes, that's the way of life it is for African Americans.",
John Poole,[00:05:36:11],,"And then the third thing that he said was, we have to appreciate different cultures. We have to appreciate what it is about that culture that we like, and what we don't like. We have to accept that, that we have biases. And it was a phenomenal, I think, opportunity for our kids to learn from somebody who was different than them.",
John Poole,[00:05:55:19],,"And so, I thought it was a really great experience. But I go out to my car that night and there's white supremacist fliers all over the car. And so I'm gathering them up thinking, gosh, which one of my students did this? And I spit because we were on an AB schedule from Thursday to the following Monday, looking at my class list and trying to determine which one my students had done that.",culture
John Poole,[00:06:20:10],,"So the next Monday, I take these fliers into the resource officer and say, I think we've got a problem with white supremacy here. And he goes, oh yeah, I know we do. There's a cell that operates at Hillcrest High School. We've been trying to, but, who who's responsible for it? So they had been responsible prior to the fliers on my car for some violence against African Americans, against Hispanics in the am an area.",education
John Poole,[00:06:47:24],,"And, the long or the short, the long, the or the short of this really long story is that there was a ninth grade student in my class, who was involved in it, and he'd been writing these journal entries, these horrible journal entries about other races. So I'd ask him to respond to, The Giver. And he started out with a response to that, but pretty quickly was anti-Semitic, anti, African-American at Anti-hispanic.",education
John Poole,[00:07:18:00],,"And so as I became aware of that and the resource officer was also aware that we started copying his journal, and a month after that, he was arrested in my class as a member of this white supremacist group. And I think the thing that really stuck with me about that whole experience wasn't the horrific way that he talked about it, about different races, but the way he would not explore any perspective other than his own, no matter how long we talked, no matter what we talked about, it always came back to these racist ideas.",
John Poole,[00:07:51:21],,"And I always wonder what ever happened to him. I've lost track, obviously, but, I think that stuck with me and made me recognize that I need to address those kinds of issues in my own classroom.",education
Johanna Bringhurst,[00:08:04:23],,"Well, thank you for sharing that. Shocking. But the student was in ninth grade. So young.",
John Poole,[00:08:13:14],,"Eight, and his older brother actually was the, instigator of the entire cell. And they'd been responsible for most of the violence. But I mean, it it really bled into everything he said in that classroom and everything he wrote, which is unfortunate because I think at a very young age, very impressionable, he's not going to have that opportunity to see different perspectives like he should.",education
Johanna Bringhurst,[00:08:37:09],,Absolutely. So how did you begin teaching in the Holocaust? Were you reading literature as an English teacher then you switched over. How did that happen?,
John Poole,[00:08:50:07],,"I, I actually didn't start teaching about the Holocaust until I got here to BYU. I always touched social justice and multicultural and try to incorporate of men as many of text as I could into that, into my classroom in high school. But it wasn't until I came to BYU Idaho that I really had the opportunity to, explore the Holocaust.",education
John Poole,[00:09:13:09],,"And, so I, I don't I'm in the English department, so I actually teach a course, it's an, introductory English course. So a freshman level course composition, but it's themed on the Holocaust. So everything we read about and everything that we discuss centers on the Holocaust. So, I, I'll have to say it came from the Olga Lengyel Institute.",music
John Poole,[00:09:38:23],,"Totally. That I went to New York in 2017. I started teaching in 2016 here. But it just felt like that's something I needed to do. And so it started just as an idea. And then I attended the institute. Then I went to the Holocaust Memorial Museum in Washington, DC three different times to explore different aspects of the Holocaust.",
John Poole,[00:10:05:04],,"And so I feel like it's slowly changed. I mean, originally talked about the Holocaust, but now it's become a study of the Holocaust. And I think, as all good teachers do, your teaching evolves over the course of time and with the students you have. So I, I think it's started out as something different, and then it evolves into the study of the Holocaust, which I think is really powerful.",education
Johanna Bringhurst,[00:10:31:12],,Why do you think your students really need to learn about this history and the literature about it?,
John Poole,[00:10:42:04],,"Well, that's a great question. You know, if I think back to 2016, the political situation in this country, a lot of that resembles what happened in Nazi Germany, meaning there's a lot of misinformation. There's a lot of, inability to trust people of authority or be skeptical of people in authority or blind obedience, on the other hand.",
John Poole,[00:11:06:11],,"And so, in 2016, it just felt like the right environment to start talking about the Holocaust. And it doesn't matter when I teach this class, people can always my students seem to go back to that 2016 environment and say, ooh, that feels like Covid, or that feels like when President Trump came to power or, you know, whatever it is, they can make, connections in their own life, which I think then makes that study of the Holocaust that much more important that we, really focus on that as a backdrop to what's going on in our country right now.",education
Johanna Bringhurst,[00:11:44:11],,"As an instructor, of students and your students or young adults, exploring their options. What are you in based on your experience and what research tells us? What do you think are the best practices for teaching about the Holocaust and discussing it with students?",
John Poole,[00:12:06:07],,"Started out, I thought, okay, I'll read a couple of books about it, go to some conferences and and feel qualified to teach it. I recognize very quickly that the more you know about the Holocaust, the deeper it is. I mean, there are so many aspects to it. And so I recognize that I can't be the expert here. I can't speak for other people.",
John Poole,[00:12:29:08],,"So I think the most important thing for me was finding people who could speak to the experience. For instance, of being Jewish. And so, I require my students to attend Chabad. And then, the rabbi there, she doesn't like to drive in winter weather. So we, like we go down to her synagogue and she talks to us about what it's like to be Jewish.",religion
