speaker,timestamp,End Time,words,tags
,,,,
David Pettyjohn,[00:00:04:01],00:00:32:07,"And, I'd like to welcome everyone to tonight's connected conversation. My name is David Pettyjohn. Excuse me a little choked up. David Pettyjohn. I am the director here at the Idaho Humanities Council. If you're not familiar with the work of the IAC, I encourage you to go to our website. Idaho humanities.org. We will be, taking questions later in, tonight's program.",
David Pettyjohn,[00:00:32:07],00:00:59:02,"So I encourage you, if you have a question, you can use the chat feature. Or you can also use the Q&A feature at the bottom. But I'm just going to start over. The button is located at the bottom of your screen. It is my wonderful pleasure to to welcome tonight our two esteemed, panelists, Doctor Lisa Brady and Doctor Bill Tsutsui.",
David Pettyjohn,[00:00:59:04],00:01:25:11,"Bill and I, I met Bill. We serve on the Federation of State Humanities Council board, and I was actually, sent an article, by the president of the federation, that I learned a lot about Bill and his interest in tonight's topic. So I reached out to see if he would be willing to speak. And he has generously agreed to do so.",
David Pettyjohn,[00:01:25:17],00:01:46:18,"But to learn more about Bill, I'm going to turn it over to Doctor Lisa Brady. Doctor Brady is a professor of history at Boise State University, and the incoming chair of the department. And, Doctor Brady has also served as the chair of the Idaho Humanities Council. So welcome. And, Lisa, I will turn it over to you.",
Lisa M. Brady,[00:01:46:20],00:02:23:08,"Excellent. Thank you so much, David. This is such an honor and pleasure to be able to introduce my good friend, my mentor, and my colleague, Doctor William Bill, to to me. Bill has an impressive resume with degrees from Harvard, Oxford, where he was a marshall scholar and Princeton, where he earned his PhD. One might think that with such a pedigree, Bill would be entitled to a bit of pride, but he is instead humble, approachable, and downright likable, as you will discover in his talk tonight.",
Lisa M. Brady,[00:02:23:10],00:02:49:03,"This may be why he has been so successful and in such high demand. He currently serves on the Board of Directors of the Association for Asian Studies, the US Japan Council. And as David mentioned, the Federation of State Humanities Councils. He was recently appointed to the Japan United States Friendship Commission. I can't think of a better person to serve on that board.",
Lisa M. Brady,[00:02:49:05],00:03:24:21,"As you'll see again, he's friendly. He's wonderful. Bill has served in many leadership roles, including history department chair and executive director of the Confucius Institute at the University of Kansas, which is where Bill and I first got to know each other. He has been dean of the Dedman College of Humanities and Social Sciences at Southern Methodist University and recently president of Hendrix College, a top tier liberal arts college located in Conway, Arkansas, which apparently is totally underwater at present.",
Lisa M. Brady,[00:03:24:23],00:04:03:16,"This coming year, however, Bill is going to change locations. He will take his energy, his acumen, and his good humor to, another liberal arts excellent liberal arts institution, Ottawa University, which has campuses both in Kansas and Arizona, where he will serve as president and CEO. In all his spare time. Bill has managed to author eight books, author or edit eight books, including Manufacturing Ideology, Scientific Management in 20th Century Japan, and Japanese Popular Culture and Globalization, which is a big favorite of mine.",
Lisa M. Brady,[00:04:03:17],00:04:31:04,"It's slim, it's exciting, it's wonderful. I highly recommend it. And his 2004 book, which will be in part, the basis for his talk tonight, Godzilla on My Mind, 50 years of the King of Monsters. I've read it numerous times. I've assigned it to classes. Everyone loves it. Again, I highly recommend this book. The New York Times called his book a cult classic.",
Lisa M. Brady,[00:04:31:06],00:04:39:16,"So, Bill, I will turn it over to you. I am thrilled to hear your talk and excited to talk with you about it afterwards. Take it away.",
Bill Tsutsui,[00:04:39:18],00:05:20:21,"Well, thank you so much, Lisa. You know, you're a one person marketing team. For my, publications. I really appreciate that. Well, it is such a pleasure to be with you all today and to be at least virtually back in beautiful Idaho. I am looking forward one of these days to, being there in person. Once again, I cannot thank David, Patty John enough for asking me to speak as part of the Connected Conversation series, as I am a huge fan of the public humanities and of all the wonderful state humanities councils across the country, which are doing such a marvelous job during this infernal pandemic of keeping us all engaged and",
Bill Tsutsui,[00:05:20:21],00:05:44:05,"thinking and building community. And it is just the greatest joy imaginable for me to be sharing a zoom screen with the one and only Lisa Brady, who I knew way back when at the University of Kansas, and who we all realized was something special and was going to do great things in her life and career. And of course, it is always nice to be proven right.",
