speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:28:16,"Thank you so much for joining us for today's connected conversation in. This program is funded through a more perfect union initiative of the National Endowment of the Humanities. If you want to check out some more of the work we do at the IHC, you can visit our website, idahohumanities.org, or find us on Instagram at Idaho Humanities. I would like to remind you all that you may submit any questions using the Q&A feature at the bottom of the screen.",
Doug Exton,[00:00:28:17],00:00:39:01,If you submit any questions through the chat. I can't guarantee that we'll be able to get to them today. And with me today are Suzy Avery and Mike Crosby to talk about Sacajawea.,
Suzy Avery,[00:00:39:03],00:01:10:12,"All right. Well, thank you. And thank you for having us. Having us today. Before we get going, I just want to make a quick acknowledgment that the land the Sacajawea Center sits on is the traditional and continue to remain the traditional homelands of the Agaidika Shoshone people. And with that, I will turn it over to Mike Crosby, local historian, who will talk about second.",indigenous
Mike Crosby,[00:01:10:14],00:01:32:04,"Well, I think that was record time for the name question to to come up this morning. You know, most historians prefer, Sacagawea here. But not in Idaho. And we prefer Sacagewea because that's what we find in the journals. The origin of the Sacajawea has several different explanations. And, rather than deal with that, we just stick with what,",
Mike Crosby,[00:01:32:06],00:01:54:01,"What Lewis and Clark wrote to people who who actually knew her. She was born probably about 1788, in this area, the homeland of the Agaidika was the seven River basin and Idaho in the upper Beaverhead, in Montana. And about the year 1800, when she was about 12, she was with her people on a buffalo hunt over at the Three Forks of the Missouri.",
Mike Crosby,[00:01:54:02],00:02:18:24,"They did that every year, delaying a supply of buffalo jerky for the for the winter. While they were there, they were attacked by a war party of, Hidatsa who come from what's now North Dakota. There were several people killed. There were several people taken, captured, including Sacajawea. And one of her, young friends, and was taken back to what we call the Knife River Village Complex, where there were three lots and two men.",conflict;indigenous
Mike Crosby,[00:02:19:00],00:02:40:16,"Then the villagers. And she lived in the village thats known as the Metahartsa. Among the Arikara Hidatsa. What her life there was like. We really have no idea. No running water, road, anything. She certainly has some culture shock. She learned to do things that the Shoshone woman didn't do, particularly gardening. They were, they were farmers.",education;indigenous
Mike Crosby,[00:02:40:16],00:03:05:06,"So that later, sometime in the spring of 1804, she became the wife of Toussaint Charbonneau, who was a French Canadian, trader and interpreter who had lived among the Hidatsa since about, 1795. And he already had one Shoshone wife. We say that time because she became pregnant with their first child. In October, the Lewis and Clark expedition reached that village complex and Charbonneau was gone.",indigenous
Mike Crosby,[00:03:05:06],00:03:23:20,"He was away on the hunt, and when he came back, the Hidatsa told him about Lewis and Clark arriving American soldiers. And they were going to spend the winter. So he went down to find them to offer his services as a interpreter. He noticed that there were some Frenchmen among the, the soldiers, and one of them probably first.",
Mike Crosby,[00:03:23:20],00:03:41:14,"Well, the beach, he was introduced to, to William Clark explained what he could do in Clark as an interpreter. Clark explained that the following spring they were not going home. They intended to go to, the Pacific coast. But what they understood as the best way, which is up the Missouri River, crossed the mountains and down the Columbia River.",environment
Mike Crosby,[00:03:41:16],00:03:59:18,"And when they said that, Charbonneau said, you know, one of my wives, her people lived that they had what is it, the Missouri. And if you take us along, she could interpret for you if we find them. And they thought that was just a great idea because they might need to to perhaps, rent or buy horses to cross those, those mountains.",environment
Mike Crosby,[00:03:59:20],00:04:25:12,"And so he went home and told Sacagawea. And that that she was going to have a dream come true, that she couldn't possibly have dreamed the idea of going home again. And so, but a week later, she came down to where they were building Fort Mandan, and she brought with her for buffalo robes, had as gifts a very, Shoshone thing, and wanted to be a, Pendleton blanket, then a buffalo robe.",indigenous
