speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00:00:32:15,"Hello everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the RHC, where the NIH. My name is Johanna Bringhurst. And joining us today is Heather Platts and Bruce Michael Miller. And together they are the musical duo Crazy Love.",
Johanna Bringhurst,[00:00:32:18],00:01:10:25,"Heather Platts is a dynamic performer who holds back nothing in her performances and sings with the heart and passion of women like Bonnie Raitt and Grace Potter. She received a B.A. in Music Composition from the University of Idaho in 1996. Heather has released two full length albums of original songs produced and recorded in Nashville. She has been a featured performer at the Boise Music Festival, Thousand Springs Festival, a festival of art sisters, and songwriting concert series, and the inaugural Chick Singer Night in Boise and towards extensively with her duo Crazy Love.",
Johanna Bringhurst,[00:01:10:27],00:01:44:22,"Heather also teaches voice, piano and songwriting at her studio in Twin Falls. Bruce Michael Miller is an award winning songwriter, producer, and world class guitarist who has toured and performed with Paul McCartney, Kenny Loggins or Brannigan and John Densmore from The Doors, as well as many others. He is a professional songwriter who spent 25 years in Nashville, where he'd had over 40 of his songs recorded by performing artists, including a number one song internationally with country artist Ashley Puckett.",
Johanna Bringhurst,[00:01:44:25],00:02:14:29,"He is a songwriting consultant and music educator who has mentored songwriters on over 14,000 songs. As well as having been a songwriting professor at Nashville State College. Bruce relocated to Idaho in 2017 and immediately fell in love with the unique landscapes and friendly and laid back residents. Currently the president of the Idaho Songwriters Association, Bruce teaches songwriting workshops as well as working with private clients.",
Johanna Bringhurst,[00:02:15:01],00:02:39:10,"Heather and Bruce travel around the West performing together as Crazy Love, and they're also part of IHC's Inquiring Idaho program. If you are interested in having them speak and perform for your organization at no cost, you can find out more on our website at Idaho humanities.org. Heather and Bruce, thank you for joining me today to share your story.",
Bruce Michael Miller,[00:02:39:13],00:02:47:12,You thank you. And I have to do one little thing because my computer's asking me to click that we have permission to record.,
Johanna Bringhurst,[00:02:47:18],00:02:49:19,"Oh, good.",
Heather Platts,[00:02:49:21],00:02:55:22,It's a big block right across your system. You look much better now.,
Johanna Bringhurst,[00:02:55:24],00:03:03:13,Always those things that hit us at the beginning. So good. I'm glad to collection.,
Bruce Michael Miller,[00:03:03:15],00:03:12:10,"I'm currently the vice president of the ISA. I was president, but I'm, We have a new president now, so.",
Heather Platts,[00:03:12:15],00:03:13:04,Yes.,
Johanna Bringhurst,[00:03:13:07],00:03:14:24,"Okay, great. Yeah.",
Heather Platts,[00:03:14:28],00:03:18:01,We always joined the board of the ISA.,
Bruce Michael Miller,[00:03:18:01],00:03:20:20,Right. And you're are you the head of education or.,
Heather Platts,[00:03:20:20],00:03:38:12,"I am, yes, the head of the education, section of the Idaho Songwriters Association, because that's definitely something that we're looking to do with the Idaho Songwriters Association is get more young people involved with the songwriting. So that's that's going to be fun to.",
Johanna Bringhurst,[00:03:38:15],00:03:56:01,"Yeah, that's an amazing goal. I'm so glad to hear it. So can we start with a little music? You produced an album together about your experience with organ donation. Would you share with us one of the songs that you wrote for the album The Big Give?",
Heather Platts,[00:03:56:03],00:04:27:25,"Yes we will. So we're going to be sharing our, title track to the album. This song is called The Big Give.",
Heather Platts,[00:04:27:27],00:04:33:06,I got troubles of my own.,
Heather Platts,[00:04:33:08],00:04:45:17,Heavy burdens I long to lay down. But you'll need it too. And it's got me taking.,
Heather Platts,[00:04:45:17],00:05:46:23,"A hard look around at the room inside my heart for love. And of what I might be capable of. It's a big, big give. But it's nothing compared to the life you'll live. All I have is a spark of the dark of your night. And I know you're going to make it. It's a big, big give. And I'm gonna take it.",
Bruce Michael Miller,[00:05:51:13],00:06:02:09,I've been living in fear for so long. Staring into that great dark unknown.,
Bruce Michael Miller,[00:06:02:12],00:06:07:17,Out of nowhere.,
Bruce Michael Miller,[00:06:07:19],00:06:51:15,"Give me answer to all of my prayers. I don't know how I will ever repay, except to live life every day, it's a big big give." ,
,,,"But it's nothing compared to the life you'll live on. All I have is a spark for the dark of your night. And I know. You're gonna make it. It's a big, big give.",
Bruce Michael Miller,[00:06:51:17],00:06:53:09,I'm gonna take.,
Bruce Michael Miller and Heather Platts,[00:06:53:09],00:06:58:16,It.,
Bruce Michael Miller and Heather Platts,[00:06:58:18],00:07:09:12,"A second chance for me, a second chance for you.",
Bruce Michael Miller and Heather Platts,[00:07:09:14],00:07:18:22,And if you came to me. To make your life come true.,
Bruce Michael Miller and Heather Platts,[00:07:18:25],00:07:30:16,"It's a big, big give but it's nothing compared to the life you live.",
Bruce Michael Miller,[00:07:30:19],00:07:33:01,All I have is a spark.,
Heather Platts,[00:07:33:04],00:08:12:03,"For the dark of your night. And I know you're gonna make it. It's a big, big give. But it's nothing compared to the life you'll live. All I have is a spark for the dark of your night. And I know you're gonna make it. It's a big, big give.",
Bruce Michael Miller,[00:08:12:05],00:08:17:14,And I'm gonna take it.,
Heather Platts,[00:08:17:16],00:08:23:09,And I'm gonna take it.,
Bruce Michael Miller and Heather Platts,[00:08:23:12],00:08:40:22,We're gonna take it.,
Johanna Bringhurst,[00:08:40:25],00:08:47:08,Yay! That was so beautiful. Thank you so much for playing for us.,
Heather Platts,[00:08:47:10],00:08:49:07,You're welcome.,
Johanna Bringhurst,[00:08:49:09],00:09:00:28,Your story is really so much a love story. Would you tell us how you met and how you fell in love?,
Heather Platts,[00:09:01:00],00:09:02:10,"Well, let's see.",
Bruce Michael Miller,[00:09:02:12],00:09:04:05,Well true story if you want that.,
Heather Platts,[00:09:04:05],00:09:27:03,"That it's kind of cool because, you know, really, we met and fell in love through music. which I think is a part of our connection. but we met initially, you know, when I was, you know, learning more about songwriting and just, you know, I mean, as songwriters, we're always trying to be better at our craft. And I met Bruce, who is an amazing, amazing educator.",music;education
Heather Platts,[00:09:27:05],00:09:55:22,"And, we just started working with my songs. And of course, he's a producer as well. And so, you know, he wanted to produce my album and help me record it. And so I went to Nashville and we ended up recording two, two of my albums. And that was when Bruce was still in Nashville. but over the course of that process, we really kind of really connected, and fell in love really through music.",cinema;music
Bruce Michael Miller,[00:09:55:22],00:10:23:23,"So. Well, yeah, I fell in love with with the music first because, I recognized what a talented songwriter Heather was because we worked together for about a year and she kept, every month we would we would go on it was Skype, and we would Skype for an hour and it would turn into two usually. And Heather would play me a new song or and, and usually, we would, be working on another song too.",music
Bruce Michael Miller,[00:10:23:23],00:10:44:08,"So after about a year, I thought, wow, you know, she's a really talented songwriter. And I thought, well, I suggested that we pretend that Heather was going to make an album in Nashville and that I was going to do the tracks, and then she would come sing. And so just.",
Heather Platts,[00:10:44:11],00:11:00:17,"Simply to try and lure, you know, I was, I, you know, I had two kids and I was a mom. I was busy, you know, and so it's kind of like when you get to this other stage of your life, you're kind of, oh, I don't know if I can do this. Bruce is very good about working people out of their shells and say, well, let's just pretend we.",
Heather Platts,[00:11:00:18],00:11:03:06,"Yeah, let's let's just pretend.",
Bruce Michael Miller,[00:11:03:09],00:11:30:20,"Yeah, let's get ten songs that are that are album ready. And, one of the things that that, when I was producing a lot of song demos in Nashville, people would submit these songs that were just not ready, you know, but they wanted to, they wanted to record them because when you have a great Nashville band, your song, and, you know, a demo singer, the songs sound great, but they're not.",
Bruce Michael Miller,[00:11:30:26],00:11:53:07,"They're just not songs that are ready for the market. They're not up to professional standards in a lot of ways. So I would always encourage people to really work on their songs before they spend $1,000 to have them produced professionally. So that's what we did basically over the course of the year was we just honed her songs. Well, Heather did it.",
Bruce Michael Miller,[00:11:53:07],00:12:13:11,"I just said this here's where I'm not feeling it, here's where it's going. You know, going south, where it should go north. And so and then we had and then so I worked on the tracks, for probably ten months. And I was just falling in love with the music and, and then Heather came and we met in person.",music
Bruce Michael Miller,[00:12:13:11],00:12:18:19,"And that's kind of when our relationship started. So,",
Heather Platts,[00:12:18:21],00:12:20:18,"Yeah, but it was it wasn't easy.",
Bruce Michael Miller,[00:12:20:18],00:12:26:05,"We both had families and yeah, there was a lot of confusion and craziness at times.",
Heather Platts,[00:12:26:08],00:13:01:10,"But, you know, Bruce coming to Idaho was really, you know, it it's been a real magic thing for just Idaho because through the CSA and through as you as you just heard, you know, his love of teaching, the craft of songwriting. we in Idaho, you know, we're so far away from that world of Nashville that it's almost like, well, we just brought Nashville to Idaho, and now and now we get to kind of utilize this, the this gift of, Bruce and all of his, his knowledge and his experience.",
Heather Platts,[00:13:01:10],00:13:38:03,"And, that's been really fun. And then for me personally, having Bruce come to Idaho, you know, I mean, if when you lived in Idaho for a long time, you, you, you start to take it for granted. So much of the nature and the the wilderness and the people, the incredibly friendly people. And so for me, bringing Bruce here from Nashville and kind of rediscovering Idaho has been such a gift for me because, you know, he just loves it here and was just enamored by the whole experience.",environment
Bruce Michael Miller,[00:13:38:03],00:13:39:20,And so wide open space.,
