speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00:00:31:07,"Hello everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the IHC or the NEH. Hi, my name is Johanna Bringhurst. And joining me today is Doctor Sharon Stoll. Doctor Stoll serves as the director of the center for ethics at the University of Idaho.",
Johanna Bringhurst,[00:00:31:09],00:01:06:21,"She is considered one of the leading authorities in competitive moral education intervention techniques for college college age students in America. Also a professor of physical education, Doctor Stoll is a distinguished faculty member and winner of many awards. A former public school teacher, coach, and athlete, Doctor Stoll holds a Ph.D. in Sport Philosophy from Kent State University and is the creator and director of one of the few programs in America that is directed toward moral education with competitive populations.",
Johanna Bringhurst,[00:01:06:24],00:01:23:27,"Doctor Stoll is well known for her knowledge and teaching and methodology as applied to pedagogy in moral education and character development. She is also the author of eight books and is an active consultant and lecturer. Doctor Stoll, thank you for joining me today.",
Dr. Sharon Stoll ,[00:01:24:00],00:01:29:25,"Thank you for asking me. I this is a new experience, so I'm excited about being here. Thank you.",
Johanna Bringhurst,[00:01:29:27],00:01:35:19,Can you start off by telling us what is the Center for ethics at the University of Idaho?,
Dr. Sharon Stoll ,[00:01:35:21],00:02:11:24,"Well, we are an organization that is directed towards specifically, serving populations who have a moral mission. we have our own mission is, believing and teaching the tradition of competitive integrity to inspire leaders character. That's a formal statement. But in reality, what we do is that if, for example, we worked with the military for a long time and, I was at the United States military Academy in residence and with the Naval Academy and Air Force Academy and consulting roles.",culture;conflict
Dr. Sharon Stoll ,[00:02:11:27],00:02:42:21,"And those organizations develop leaders of character for the common defense of America. That's a very moral, ethical statement. So when an organization is like that, or when I worked, worked with, North American sport, high school sport activities, they also have a moral direction, a moral mission. So any organization that says we believe that there is a responsibility of our organization, we believe in fair play and we believe in honesty.",education
Dr. Sharon Stoll ,[00:02:42:24],00:03:02:01,"Then they come to us and say, could you help us teach this because it's not working very well. What we what we do, we say we do it, but it doesn't seem that we're getting this across. So what can we do? So in general, that's what we're about. We are really an organization that, helps others teach what they say.",
Dr. Sharon Stoll ,[00:03:02:01],00:03:04:04,They believe.,
Johanna Bringhurst,[00:03:04:07],00:03:10:08,How do you actually go about doing that work when someone comes to you?,
Dr. Sharon Stoll ,[00:03:10:10],00:03:35:18,"Well, we know a great deal about moral development, and we know a great deal about how it how it happens. We know that, moral values are very important. Obviously, that means that you have a stated belief that honesty is important and respect is important. Justice or fair play is important. Those are basic prime moral values. So we know that those values exist.",
Dr. Sharon Stoll ,[00:03:35:20],00:04:04:06,"We also know that how we learn these kind of things are through a process that's moral knowing. We learn how to think about these things for it to a process of knowing. And within that there's one subset that we focus on directly. And that's moral reasoning that you can actually sit down with people and help them come to what were they or say they believe this, then how does that actually come to practice?",
Dr. Sharon Stoll ,[00:04:04:08],00:04:27:29,"So there's moral knowing and there's moral valuing, which has to do with the whole process of how we can we function with other people, how we perceive other people, how we see other people, how we behave and treat other people. That's this moral value in process. And then there's moral action. It's actually having the courage to follow what you believe.",
Dr. Sharon Stoll ,[00:04:28:02],00:04:48:21,"So all of those have little subset values within them. But in moral knowing our big thing is in moral reasoning. So if I'm teaching a class with whatever age group it is, I don't care if it's football players at University of Georgia or Alabama. We start out and we just ask some basic questions, you know, what is it that you believe?",
Dr. Sharon Stoll ,[00:04:48:21],00:05:06:29,"And then, of course, they stumble around and I say, okay, if I'm your instructor, what is it you want from me? If I'm your teacher, what do you want for me? And students always say something like, we want you to know what you're doing, okay? They want me to be competent and they want you to show up on time and whatever.",education
Dr. Sharon Stoll ,[00:05:07:02],00:05:29:09,"They hardly ever say, we want you to treat us something. However, if I ask them, okay, you want me to be competent all the time and know my stuff? Whatever. Doesn't matter how I treat you, then I can just call you an mf-er and that's fine. Well, no, Doctor Stoll, that's not fine. So you want something from me and how my behavior.",
Dr. Sharon Stoll ,[00:05:29:12],00:06:00:08,"And so they'll say yes. And I say, well, therefore, should I expect the same from you? Well, yes. Okay. What else do you expect? Do you want me to be fair? In how I grade your papers? Well, yeah. Yeah, yeah, I said then therefore I expect you to be fair in how you treat me. Correct. Yeah, yeah. So we go through this whole thing where we establish the fact that we, as human beings expect certain things from each other.",education
Dr. Sharon Stoll ,[00:06:00:11],00:06:29:01,"We expect certain behaviors in order to function. There has to be some sort of honesty in what we're doing. If we are lying completely to each other all the time, relationships can't occur. So that comes out and being fair and just comes out and being respectful comes out. So it's a process in which we actually, contemplate their own moral development process about what they expect and what they want.",
Dr. Sharon Stoll ,[00:06:29:04],00:06:51:06,"I've never met anyone who ever said, it's okay for you to be rude, obnoxious, and hateful to me. I've never met anyone like that. Everybody wants the same thing. I don't care if my students from Zimbabwe or China, which I have one right now from People's Republic of China or Turkey or whatever. I've had students from all over the world.",
