speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:25:15,"Thank you so much for joining us for today's connected Conversation. A program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho humanities.org. With me today is Dr. Mark Warner, and he will be talking about the Sandpoint Archeological Project. It's a pleasure to have you with us. I turn it over to you.",
Dr. Mark Warner,[00:00:25:17],00:00:54:22,"Thanks, Doug. And thanks for joining me today. A couple of things. First of all, the pandemic stunk, in many ways. But I will say one of the the things that I'm deeply appreciative of is the creativity of Idaho Humanities Council to come up with with things like this so we can still keep in touch throughout the state rather than just, you know, in our in our silos several hundred miles apart.",
Dr. Mark Warner,[00:00:54:22],00:01:26:18,"So thanks to Idaho Humanities Council for sort of being creative, that we, we were forced to do that. But, the creativity is much appreciated. Second thing is just a little public service announcement on this. This project or what I'm going to talk about today. If you were going to do a movie reading, there might be a little bit of R-rated conversation in this later in the second part of this talk, when I talk about, prostitution.",
Dr. Mark Warner,[00:01:26:20],00:01:55:12,"No, no bad pictures necessarily, but I just thought I'd give people, a little heads up. Anyway, to get going. What I want to talk about today is, is a piece of, what was the largest archeology project in the state of Idaho's history. On the Sandpoint archeology project, was and and I'm talking about it, but there's a whole bunch of other people that were that were involved in this.",sandpoint
Dr. Mark Warner,[00:01:55:12],00:02:22:14,"And I want to just make sure I get, acknowledgments, done first. I was one of three principal investigators on the project. The lead investigators were, Jim Bard of SWC and Bob Weaver of Environmental History Company. And we did this project for Idaho Transportation Department. So this is this is very much an example of kind of a applied archeology project.",
Dr. Mark Warner,[00:02:22:16],00:02:50:02,"That has some, some public outcomes for it. Anyway, so how this project happened. This is why the why it happened. Those of you may or may not know this. This is the long bridge going into Sandpoint. And it was, basically a 40 year headache. Sandpoint was a traffic congestion nightmare for for decades.",sandpoint
Dr. Mark Warner,[00:02:50:04],00:03:26:05,"Idaho Transportation Department and been wanting to deal with this for, for many years. And finally in the early 2000, sort of got the green light to to produce a boat, to build a byway through Sandpoint and dramatically reshape, traffic through Sandpoint. The pictures you see here are kind of the before and after. And the arrow is pointing to the brand new byway that was that that went in and built by Idaho Transportation Department.",sandpoint
Dr. Mark Warner,[00:03:26:07],00:03:53:01,"Dramatically changing traffic in traffic patterns in the city. But when you do a project like this, you're going to have some issues that you've got to deal with. And some of those issues are basically, you know, you have to do the compliance regulations to make sure you're not environmental and cultural resources. That's what you have to manage.",
Dr. Mark Warner,[00:03:53:01],00:04:18:07,"And there are going to be a lot of cultural resources on this project. What you see here are two shots of the same place and a couple things I would kind of point out to you. Keep track of these bridges. These bridges are good landmarks for you to, be aware of as as you orient yourself through this.",
Dr. Mark Warner,[00:04:18:09],00:04:49:02,"This is the, by the way, in progress. This is the this is the, area that the byway was going in in circa 1910. And, this is this is the finished project. And you can also see the, the the bridge there was there. The key thing is the route that this highway was, was going through was the route of a whole lot of other things.",
Dr. Mark Warner,[00:04:49:04],00:05:17:15,"In a nutshell, it was the history. It was it was, part of the earliest the early settlement of Sandpoint. In other words, you're putting a highway through what was at the time relatively under under-used, not many buildings, in place in 2007, 2008, but in the 1880s, 1890s, it was the heart of the heart of Sandpoint.",sandpoint
Dr. Mark Warner,[00:05:17:17],00:05:45:03,"These are two shots of what was there in the 1880s and 1890s. You look at this, this site of the railroad station here, and then this is sort of a fish eye view of, the commercial district. So we knew there was a whole lot of cultural resources there that had to be addressed before this. This, project was this project was was built.",
Dr. Mark Warner,[00:05:45:05],00:06:09:02,The project before the the the highway was built. You can't just ignore hundred years of history. So they had to sort of mitigate them because you weren't going to reroute the highway around the town. That defeated the whole purpose. So it was basically a large scale excavation that was done kind of in the shoulder seasons up in Sandpoint.,mining;sandpoint
Dr. Mark Warner,[00:06:09:03],00:06:34:21,"In other words, between the summer tourism season and the winter skiing season, which made for some interesting field work. These were the good days. This is where you think, oh, archeology is a great thing. It's a beautiful, beautiful time. And these were maybe the not so good days where they're actually in November, digging in the snow and about a foot and a half of snow.",
Dr. Mark Warner,[00:06:34:23],00:07:00:13,"And just to kind of thoroughly deflate the Indiana Jones stereotype of any archeologist. We spent a lot of time in the mud. So, briefly, what do we do? Well, there was, like I said, there was a tremendous amount of stuff there, and there were 5 or 6 areas that were that we focused on. Blacksmith shop, workers housings.",
Dr. Mark Warner,[00:07:00:17],00:07:29:08,"There was the remains of the cemetery there. The hotel, commercial district. Some brothels and a Chinese residence. And what I'm going to talk about is some of the information that was coming out of of the whole project. And then later in the in the talk, focus a little bit more on some information that came out, came out of the brothels.",
