speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:25:22,"All right. Thank you so much for joining us for today's connected conversation. A program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, idahohumanities.org. You may submit any questions using either the Q&A feature or the chat feature located at the bottom of the screen. However, I cannot guarantee any question in the chat will actually be, answered today.",
Doug Exton,[00:00:25:23],00:00:37:15,So please use the Q&A feature if you're able to. And with me today is Bob Reinhardt from Boise State University to talk about the Atlas of Towns.,
Bob H. Reinhardt,[00:00:37:17],00:00:55:17,"Thanks very much, Doug. And, thank you to the IHC for inviting me to participate in this public series. And, thanks especially to Doug for doing all the work to put together this really clean series, and advertising the affair. And thanks a lot. I want to applaud Doug and the LHC for all the great work that they've done.",
Bob H. Reinhardt,[00:00:55:19],00:01:18:00,"As you know, everybody that's here, the IHC is an amazing organization doing really important and invaluable work. And, you know, to help people find meaning in the world, which is all to lacking in these days. And Doug did not ask me to do this, but you should make a contribution to the IHC. So, thanks again for coming today during lunch.",
Bob H. Reinhardt,[00:01:18:02],00:01:44:09,"I hope that, I hope you all enjoy the talk. It's certainly gratifying to find interest in this topic. You know, as a scholar, often we're like, I'm interested in it, but I don't know if anybody else is so I'm really glad that there is some interest. And thanks to those of you who emailed me in advance of this to share your own experience with places that were moved or disappeared to make way for river development projects, I'd love to know more, so please send me your ideas.",
Bob H. Reinhardt,[00:01:44:09],00:02:08:00,"Keep it coming. I'm going to start my presentation today with, a couple of quotes or I'm just going to, read to you from the 14th page of the March 24th, 1958 morning edition of the Idaho Statesman. And that morning, the newspaper reported on the progress of one of Idaho Power's dams in Hells Canyon, Brownlee Dam.",
Bob H. Reinhardt,[00:02:08:02],00:02:35:10,"And here's just a sampling of some of the, some of the prose in this newspaper article. Quote, building Brownlee dam is itself a gigantic undertaking. This world's second highest Rockville dam, nearly 400ft, and its mammoth powerhouse and spillway structure is a king sized undertaking. And now tucked inside of this pretty long piece were two brief sentences that probably went more or less unnoticed.",
Bob H. Reinhardt,[00:02:35:11],00:03:03:24,"Quote the contractors have already finished moving the town of Robinette, including its depot and its schoolhouse. A truck hauled the frame depot to Pine Valley, where it may find new use as a church, unquote. And that's pretty much all that was said about Robinette. And I should have started by saying what you're looking at. Here is some video that I took of American Falls this last fall when the reservoir was down at 6% all over, turned to some of these images from American Falls.",religion
Bob H. Reinhardt,[00:03:03:24],00:03:22:23,"But first, some images from that town. I was just talking about Robinette, which is a little place, that was about 90 miles north northwest from here as the crow flies on the west side of the snake River. That was wiped out of the map 63 years ago. These are just a few of hundreds of photographs taken by a guy named Pete.",
Bob H. Reinhardt,[00:03:22:24],00:03:49:11,"Bad shape. And these photos are now preserved by the Baker County Library. Now, I don't know how these photos make you feel, but they fill me with, sort of a sense of awe. Of wonder. And curiosity, really? What was it like to live in these places? What was it like to have to leave Robinette? And not just Robinette, but the dozens, actually hundreds of places that were moved or that disappeared to make way for river development projects.",education
Bob H. Reinhardt,[00:03:49:11],00:04:14:03,"And Robinette is one of those that just disappeared. For Brownlee Dam, which is one of these large dams and Hells Canyon and large dams throughout the American West that depending on the dam main purpose would have been, in this case, hydropower, but also irrigation, flood control. All into this umbrella of river development projects. My talk today is a kind of biography.",environment;agriculture;literature
Bob H. Reinhardt,[00:04:14:05],00:04:33:23,"A few different biographies. One is a biography of my interest in this topic. Another, biography of the project that's grown out of this interesting atlas of drought towns and a little bit of biography of a few of those towns, really, Robinette. But, a couple of other towns that I'll talk about, too, but also a whole bunch of questions.",literature;environment
Bob H. Reinhardt,[00:04:34:00],00:04:52:18,"I have a lot of questions to ask because a this project, the list of drowned towns is yet in its early stages, and B, I'd really love your help in exploring, in answering these questions. And I'm going to pose and hopefully you can help me pose more questions about what I find to be a pretty fascinating topic.",
Bob H. Reinhardt,[00:04:52:20],00:05:12:03,"Let's start with a little biography on my interest in this topic. It started when I was a master's student at University of Oregon about 15 years ago, where I was studying US Western history. There I wrote my thesis on the communities of an area called the North Santiam Canyon, which follows the North Santiam River from the crest of the cascade Mountains westwards towards Salem.",literature;education;environment
Bob H. Reinhardt,[00:05:12:03],00:05:36:21,"This is in Oregon, from a place called Marion Forks, down to the Lyons Mahima area. A pretty small series of communities, that you may be familiar with after the tragic fires in the summer of 2020, which burned Gates and Detroit down to the ground. One of those towns here that I'm going to talk about now, focus on is Detroit, which is unfortunately now largely burned to the ground because of those fires in 2020.",
Bob H. Reinhardt,[00:05:36:21],00:06:01:17,"But that community that burned in 2020 was actually New Detroit, the site of Old Detroit is at the bottom of Detroit Reservoir, which is the reservoir created by Detroit Dam, which is on that map there. And Detroit Dam was an Army is is an Army Corps of Engineers project that was completed in 1953. And here's some images of Detroit just a few years before it went underwater.",
Bob H. Reinhardt,[00:06:01:19],00:06:24:15,"You can see and I'll talk a little bit later about kind of the the lively community that was there. And in just a couple years later, here's where that community was in preparation for the rising reservoir levels. When I was studying this, I found it to be a fascinating story, and not just from an academic perspective or intellectual perspective, but also from a personal perspective.",
Bob H. Reinhardt,[00:06:24:15],00:06:47:19,"I married into an old Detroit family. My wife's grandmother actually went to school in Old Detroit, and that was part of the research that I was able to do. Now, I continued that interest. In inundated communities in Detroit, specifically when I did a comparative piece with another community that was inundated, over Washington, which was drowned by McNary dam on the Columbia River.",education
Bob H. Reinhardt,[00:06:47:19],00:07:12:18,"But I didn't get a new town site. It simply disappeared. And here's a photograph that I took of the steps of Hoover School, that are left over. You can see the Columbia River in the background there in the left. This article further piqued my interest in this topic. I came across references to many such communities, and an advisor of mine mentioned in passing that there were dozens or perhaps hundreds of places like this in the American West.",education
Bob H. Reinhardt,[00:07:12:18],00:07:35:18,"And that started me exploring some deeper questions. What happened to these places? Why were they displaced or destroyed? And most importantly for me, how and why did people respond to the loss of their homes? I'm going to come back to that question in just a bit. I took a slight detour from this topic, writing my dissertation on and my first book on the eradication of smallpox in the 1960s and 1970s.",
Bob H. Reinhardt,[00:07:35:20],00:08:02:03,"But I remained interested in and I remained fascinated by the idea of drowned towns. And I was reminded about it every time I drove past Detroit, which I did quite frequently. I got back to Drowned Towns initially when I became the executive director of the Willamette Heritage Center in Salem, Oregon, a museum in Salem, where I had the opportunity to start getting back into this topic when I was in fundraising and doing human resource management.",
