speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00:00:29:27,"Hello everyone, and welcome to. Context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the IHC or the NEH. My name is Johanna Bringhurst. And joining us today is Doctor Sydney Freeman. He is a full professor within the leadership and counseling department at the University of Idaho.",
Johanna Bringhurst,[00:00:30:00],00:00:55:10,"He recently earned the Distinguished title of Fellow of the Royal Historical Society from the United Kingdom's foremost professional association of historians and history. Under his leadership as the founder and director of the University of Idaho, Idaho's Black History Research Lab, the lab has received letters of commendation from the US Senate and the governor of the State of Idaho.",
Johanna Bringhurst,[00:00:55:12],00:01:27:27,"Sydney is a prolific author with nearly 100 publications to his credit, and he has lectured and presented at institutions such as Harvard University, Oxford University, Jerusalem College of Technology, and RMIT University, Vietnam Saigon. His nationally and internationally recognized for his historical scholarship in the areas of Black studies and religion. Doctor Freeman was honored as one of the accomplished under 40 Award recipients for 2020 by the Idaho Business Review.",
Johanna Bringhurst,[00:01:27:29],00:02:18:02,"He is the founding director of the university's Black History Research Lab, and the recipient of the 2022 Carlos J. Vallejo Memorial Award for Exemplary Scholarship awarded by the Multicultural/Multi-Ethnic Education Theory, Research and Practice Group within the American Educational Research Association. This past April, he was named one of the stellar 40 under 40 Alumni of Oakwood University. In June, he received both the 2020 2023 McInnis/Ryan Mid-Career Leadership Award from the American University Association of Administrators, and the Astro Perpetua Award from the Idaho State Historical Society for his scholarship relating to preserving Black history in Idaho.",
Johanna Bringhurst,[00:02:18:05],00:02:37:02,"And in September, he will receive the 2023 American Association for State and Local History's Excellence in Leadership and History Award on behalf of the University of Idaho Black History Research Lab. And I believe, Doctor Freeman, you just received that award this last week. Is that right?",
"Dr. Sydney Freeman, Jr.",[00:02:37:04],00:02:39:17,"Yes, that is exactly right.",
Johanna Bringhurst,[00:02:39:19],00:02:49:08,Congratulations. And thank you so much for joining us today so that we can learn more about the Black History Research Lab at the University of Idaho.,
"Dr. Sydney Freeman, Jr.",[00:02:49:11],00:02:52:09,Thank you so much for this opportunity.,
Johanna Bringhurst,[00:02:52:12],00:03:02:16,"So you describe yourself not as a historian, but as both a memory keeper and experience keeper. Why is that?",
"Dr. Sydney Freeman, Jr.",[00:03:02:18],00:03:39:19,"Yes, because I am not classically trained as a humanities scholar or a historian, although I've taken, you know, your basic history classes in your kind of general ed curriculum. And then within the last couple of years, I audited a history course. but the work in which I I've done is one of being a memory keeper, one who is finding ways to keep, information alive.",education
"Dr. Sydney Freeman, Jr.",[00:03:39:19],00:04:23:18,"The the the biographies of those who have come before, particularly in the Black community, to keep their names and their contributions and their legacies alive. And when we talk about being an experience giver, I'm talking about the ways in which, me and my team curate, these experiences to share with others, whether it's online, via a kind of online archive, archival museum or, a exhibit that goes around the state, sharing the, experiences and contributions of Blacks to the University of Idaho.",
"Dr. Sydney Freeman, Jr.",[00:04:23:18],00:04:30:20,And so that's why I describe myself as a memory keeper and an experience giver.,
Johanna Bringhurst,[00:04:30:23],00:04:38:20,"How did you begin engaging in public history projects, even though you had pretty limited training in the humanities?",
"Dr. Sydney Freeman, Jr.",[00:04:38:22],00:05:10:21,"Yeah. So, when I first I've always had interest in history. Right. And, what really got me excited about studying more was when I arrived in Idaho, I wanted to get a sense of, where I was and in relationship to other African-Americans or Black people at the institution. How many Black, Black faculty do we have? Right.",
"Dr. Sydney Freeman, Jr.",[00:05:10:23],00:05:41:22,"How many? You know, how many have been administrators? Things like that. And so that took me down kind of a spiral. What I wanted to learn the history of the contributions of blacks, because people would say that they didn't think that there was a Black history, of the University of Idaho. And the more and more, we did research, we found, that Black people had provided significant contributions to the university.",education
"Dr. Sydney Freeman, Jr.",[00:05:41:25],00:05:59:09,"And so it was really important for, for me and, many of my students to, uncover that history and share with others. So it could be an inspiration for generations yet unborn as, as our grandparents would say.",
Johanna Bringhurst,[00:05:59:12],00:06:06:22,How did the Black History Research Lab get started? And what is your mission and your goals for the lab?,
"Dr. Sydney Freeman, Jr.",[00:06:06:24],00:06:49:13,"Yeah. So it started really, so prior, I would say prior to the pandemic, maybe about 2 or 3 years, I was doing my own little history projects with students. So I'm so, mind you, I my primary position is that of a professor in a College of Education, Health and Human sciences. And I teach leadership classes. However, because of my interest in Black studies, I have an affiliation with the Africana Studies program.",
"Dr. Sydney Freeman, Jr.",[00:06:49:15],00:07:18:24,"And then, because of my interest in historical narratives and things like that, I built a relationship with the history department. And what they would allow me to do in the history department would be to facilitate internship opportunities for our students. and, because I don't teach undergrad students was a great opportunity to engage undergrads with students in these internships.",
"Dr. Sydney Freeman, Jr.",[00:07:19:01],00:07:56:09,"And this was each semester. And so we just started looking at, going to the archives and trying to dig up information related to Blacks here at the institution. And we would do little small projects. and that was going on for, probably, 2 to 3 years. But then in 2020, after the unfortunate murder of George Floyd, the institution was trying to find ways in which to show that Black lives mattered at the institution.",
"Dr. Sydney Freeman, Jr.",[00:07:56:09],00:08:32:07,"And one of the recommendations that I made both to them. But, I had written an article that went viral, nationally and internationally around, points of, ways in which predominantly white institutions like the University of Idaho could contribute to, the Black community on their campuses. One of the things I said was it was important for them to invest in a, historical research around Black contributions at their institutions.",education
"Dr. Sydney Freeman, Jr.",[00:08:32:09],00:09:16:15,"Right. And that history and so our and so our institution provided a $10,000 grant, via the president's office, and I leveraged those dollars and turned it into a lab to those that, you know, you know, the science, the heart scientists would say, how did you do that with $10,000? But we were, one of the things I'm pretty proud of was I was able to I was able to, work with the Office of Research to get, a space, a lab space within the top research within the research space within the campus.",education
"Dr. Sydney Freeman, Jr.",[00:09:16:18],00:09:45:12,"and so that's a big deal, because we are the only standalone humanities social science project within that, within that building, which is called, IRIC. and so from there, we began to really leverage that, that those resources and creating exhibits on campus around the contributions of Blacks to the institution.",
Johanna Bringhurst,[00:09:45:14],00:09:59:05,"You've accomplished so much. I wonder if, if and how you encountered challenges along the way to be to creating the lab and how you handle them.",
"Dr. Sydney Freeman, Jr.",[00:09:59:07],00:10:43:00,"So, one of the big challenges that I have experience is that, in academic environments, often research is siloed. And so people see your work as kind of this cute little boutique project rather than something that is a core, part of the mission of the institution, right to serve all students, all faculty and staff. And so that often that often is a challenge when partnering with other units where, there are often pressures on people to, to do multiple projects.",education
"Dr. Sydney Freeman, Jr.",[00:10:43:00],00:11:05:17,"And then when you're talking about a particular population that is less than 1% of the campus, or, excuse me, just a little over 1%, excuse me, of the students, with students of faculty and staff on campus, you can often be, overlooked, if, if you're not careful. So I have to make a lot of noise to make sure.",
"Dr. Sydney Freeman, Jr.",[00:11:05:20],00:11:35:26,"Make sure that our our voices are heard. There's often challenges around lack of finances. and some of that is when we're just talking about the mission. People may talk about diversity, equity and inclusion as something that is important. however, those dollars don't necessarily always line up, with that. And so the idea is that you go after grants and look, look for external funding.",culture
"Dr. Sydney Freeman, Jr.",[00:11:35:29],00:12:05:22,"Well, as we all know, and I'm sure the Idaho Humanities Council has experienced this, there is limited funding for many humanities projects. And so that's always, something that, you have to navigate. And I would say lastly, Black consciousness. Right. And so when you're having, a lack of a critical mass, there are some things that you often have to navigate.",
"Dr. Sydney Freeman, Jr.",[00:12:05:23],00:12:37:00,"My wife and I right now are the only, African American. And what I mean by African-American, I mean American descendants of slaves, those who, whose great great great great great great grandparents, were enslaved here in this country. we're the only we're the only faculty members here with that lineage. the others, the other faculty on campus may come from the Caribbean or come from Africa.",history
"Dr. Sydney Freeman, Jr.",[00:12:37:00],00:13:10:28,"So their relationship to this country is often different. Right. And so, I'll give you I'll give you an egg example. So if you are from a country, a country in Africa, this is perceived as the land of opportunity. this is a land that is, has been gracious enough to allow you to come to the country, to to learn and to also, to teach and make a better, better life for your family.",
"Dr. Sydney Freeman, Jr.",[00:13:11:00],00:13:38:11,"Whereas I have a particular, I and my wife may have a particular ownership of this country in a different type of way and will critique this country in a different type of way. And that spills over, and the ways in which we look at the institution and its research. Right. So I'm going to look at, the history of the institution and having examples of the KKK, being on campus.",education
"Dr. Sydney Freeman, Jr.",[00:13:38:11],00:14:11:23,"Right. And in a way that's different than someone who did not have, that kind of legacy to the, to this country and the institution. So those are some of the challenges, that that we have and we've had to navigate, having, a lot of, most of the students that have worked with the lab, have been white students, even though we do have, Blacks, we do have Black students that have worked with the lab, but the majority have been white students.",history
"Dr. Sydney Freeman, Jr.",[00:14:11:23],00:14:38:09,"And so there's always kind of this navigating, when we're writing the narrative, how can we ensure that the narrative, remains centering, Black people rather than what they call the white gaze? Right. How will it, be viewed by administrators or white alumni and things like that, but really tell the story from a, Black, a Black perspective.",literature
"Dr. Sydney Freeman, Jr.",[00:14:38:16],00:14:41:16,So those are some of the challenges that we've had.,
