speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,00:00:00:00,00:00:09:10,This program is funded through a more Perfect Union initiative of the National Endowment for the Humanities.,
Robyn Achilles,00:00:09:12,00:00:42:07,"Thank you for joining us today for the Connected Conversations program with the Idaho Humanities Council. I'm Robyn Achilles, executive director of Friends of Minidoka. Friends of Minidoka is the philanthropic nonprofit partner of Minidoka National Historic Site, a unit of the National Park Service located in Jerome, Idaho. During World War Two, 120,000 Japanese-Americans were forcibly removed from the West Coast and unconstitutionally incarcerated during World War Two.",conflict
Robyn Achilles,00:00:42:09,00:01:03:05,"13,000 men, women, and children from Alaska, Oregon, and Washington were incarcerated at Minidoka. This month, we are commemorating the 80th anniversary of the arrival of incarcerated to the historic Minidoka War Relocation Center.",conflict;migration
Robyn Achilles,00:01:03:07,00:01:39:21,"Last week, Kurt Ikeda, director of interpretation and education at Minidoka National Historic Site, shared information on the history and legacy of Minidoka. Today we have with us Doctor Donna Nagata, professor of psychology in the Clinical Science area at the University of Michigan, Ann Arbor. She will be talking with us about her research on the multigenerational impacts of the World War Two incarceration on Japanese Americans, intergenerational processes, and historical trauma.",history;education;conflict
Robyn Achilles,00:01:39:21,00:01:44:09,Over to Doctor Nagata.,
Donna Nagata,00:01:44:11,00:01:55:12,"Great. Thank you so much, Robyn, for the introduction. I'm going to go ahead and share my screen.",
Donna Nagata,00:01:55:14,00:01:57:07,Does that work for you?,
Robyn Achilles,00:01:57:09,00:01:58:11,It does. We see.,
Donna Nagata,00:01:58:13,00:02:22:10,"Okay. Perfect. Thank you so much. As Robyn mentioned, I'm going to be talking about the multigenerational trauma of the Japanese-American incarceration. To begin with, this is probably information many of you already know. But just to recap. As you know, that Japan's attack on Pearl Harbor in December 7th, 1941 catapulted the US into World War Two.",conflict
Donna Nagata,00:02:22:12,00:02:57:01,"And soon after, on February 19th, 1942, President Franklin Roosevelt issued Executive Order 966 authorizing the military to remove all persons of Japanese ancestry from the west coast of the US mainland and into parts of Arizona. This mass removal was falsely presented as a military necessity. Quote unquote. It presumed that no one with Japanese blood could be trusted, and that those who lived near the Pacific Ocean closest to the pan were especially likely to be potential spies or saboteurs.",conflict
Donna Nagata,00:02:57:03,00:03:28:14,"In actuality, there was no evidence to support this, but that did not stop the government from acting. As a result, 120,000 Japanese-Americans were removed and incarcerated. This included 90% of those living on the mainland and infants to elderly. Two thirds were U.S. citizens born in this country. The average length of time living under incarceration was 2 to 3 years, although many were in camps for four, typically with less than two weeks notice.",
Donna Nagata,00:03:28:14,00:03:52:20,"Men, women and children were forced to leave their homes, taking only what they could carry, and moved to incarceration camps located in desolate areas of the interior. They had no idea where they were going or for how long they would be gone. Eventually, they were forced to live in tar papered, uninsulated army barracks, surrounded by armed guards and barbed wire.",
Donna Nagata,00:03:52:22,00:04:25:21,"Entire families confined to a single barren room and all eating, bathing, toileting and laundering taking place in communal facilities. The incarceration as a historical event might well be seen as ending when the camps closed. Little was said in public about it, and most Japanese-Americans, like my family, did not talk about it. However, in the mid to late 1970s, grassroots efforts from within the community began to push for a recognition that their incarcerate had been unjust.",
Donna Nagata,00:04:25:23,00:05:09:10,"In 1980, a formal government commission was established to evaluate the circumstances surrounding the Japanese-American removal. After reviewing hundreds of records and hearing testimonies from over 750 witnesses, including many former incarcerated, as shown in this photo, it concluded that the incarceration was a grave injustice. It resulted from race prejudice, war hysteria, and a failure of political leadership. Eventually, in 1988, Congress passed the Civil Liberties Act, which followed recommendations made by that committee and approved providing each incarcerate incarceration, survivor a one time payment of $20,000.",conflict
Donna Nagata,00:05:09:12,00:05:22:02,"Two years later, the first checks were issued, accompanied by a letter like this one acknowledging that the incarceration had been an injustice.",
Donna Nagata,00:05:22:04,00:05:51:16,"The awarding of redress and our general perception that Japanese-Americans appeared to do well after the war, leads many to assume that the incarceration was done as an historical event. However, my research counters this assumption and suggest that the Japanese-American wartime experience was a historical trauma. Historical trauma is defined as a trauma that is shared by a group and spans across multiple generations.",conflict;education
Donna Nagata,00:05:51:18,00:06:21:12,"Foundational work on multi generational historical trauma began in the 1960s with research on the children of Holocaust survivors, and has since expanded to include other cultural groups, including Native Americans and Canadian First Nations. Indigenous people. Social workers. Noble Miyoshi and Amy Moss were among the first to describe multigenerational incarceration impacts among Japanese Americans. What are these multigenerational impacts?",education;indigenous
Donna Nagata,00:06:21:17,00:06:48:15,"Before going into that, I'd like to take a moment to define the terms that I use to reference specific generations of Japanese-Americans, and these are presented here. The Issei are the first generation who immigrated from Japan. The second generation Nisei are the first generation born in the U.S.. The third generation Sansei are the children of the Nisei and were born primarily after the war ended.",conflict
Donna Nagata,00:06:48:17,00:07:11:24,"The fourth generation are the children of the Sansei. My research is centered primarily on the Nisei, Sansei and Yonsei, so I've asterisk those generations here. What I'd like to do is share some of what's emerged from my research, to provide some insights into the transgenerational impacts of the wartime incarceration. As I do so, I do hope people can keep in mind a couple of things.",education
Donna Nagata,00:07:11:24,00:07:39:10,"However, I'll be describing some broad range of impacts that individuals have reported, and it's important to remember that not all Japanese-Americans experienced all of these effects or experienced them to the same degree. Some of what I share are broad themes that were reported by many, while others are more unique, and I include the unique ones as well, because I think they help convey the scope of long term effects.",education
Donna Nagata,00:07:39:12,00:08:04:04,To understand the long term multi-generational process. It's important to remember the specific traumas of the Nisei who directly experienced the camps. Most of them were teens or young adults at the time. So I'd like to start with an overview of these to provide a context for what unfolded after. During the incarceration itself. There were multiple psychological stresses for the Nisei.,
Donna Nagata,00:08:04:06,00:08:41:22,"These included fears about their safety and tremendous uncertainty about the future, a loss of their rights and imprisonment without due process, and humiliation of being viewed as a potential spy or disloyal individual. Other psychological stressors included being removed from society for an extended period of time, being dislocated from homes and neighborhoods, separated from friends and family members, the ongoing loss of privacy in camp, and no longer having a home or family meals, and changes in the family role.",
