speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:20:11,"This program is funded through a more Perfect Union, an initiative of the National Endowment for the Humanities. Today we have Doctor Kyle T. Mays assistant professor of African American Studies, American Indian Studies, and history at UCLA to explore an Afro Indigenous history of the United States.",
Kyle T. Mays,[00:00:20:13],00:00:45:23,"Thank you, for the introduction, and I really appreciate it. glad to be here with you all virtually. And I am the author of An Afro Indigenous History of the United States. I am from the, the state of Michigan, and I am African-American and Saginaw Chippewa. Saginaw Chippewa's a tribe in, sort of the middle of Michigan.",literature;indigenous
Kyle T. Mays,[00:00:46:00],00:01:22:06,"And, so today I'm going to go ahead and begin. So one of the first questions we can really explore is what, in fact, is, Afro indigenous history or, for the academic audience or sorry for the term, what is the relation between Blackness and indigenous here in the US in particular? I have a particular focus on the black and red power movements, really, between the time from roughly 1966 to about 1978.",indigenous
Kyle T. Mays,[00:01:22:08],00:01:54:21,"Focusing on, issues around ideology and practice and thinking about connections, especially between, African Americans and indigenous peoples. And what I like to say, the aftermath of settler colonialism and white supremacy. But also, I have a little bit of popular culture in there. So the person, to the left here is my great grandmother, Esther Shawboose Mays, or her indigenous name, .",indigenous;migration
Kyle T. Mays,[00:01:54:23],00:02:30:04,"Now, she came to the city of Detroit in 1940. And shortly thereafter, she married African-American man. And she became a well-respected elder in the city of Detroit. and they had nine Afro indigenous children who are my, aunties and uncles. And, she was deeply, committed to the education and the cultural, component of learning for, for children and especially her home was always open, for indigenous children in the city of Detroit.",indigenous;education
Kyle T. Mays,[00:02:30:06],00:03:05:07,"In, mind you, this is a city of Detroit, especially the major U.S.. She was active in the aftermath of the 1967 rebellion, the most expensive in U.S. history, one of the most destructive. And it, changed the city forever. But as a side note, it was it that, that that was not what caused a largely excuse me, business class and white residents to leave that by leaving, at least since the 1940s, a major misnomer that the rebellion caused all these people to leave.",conflict
Kyle T. Mays,[00:03:05:07],00:03:19:19,"They had been leaving, for way before that. Businesses as well. And my great grandmother used to call it an urban indigenous remains. And what that means is an indigenous woman who's deeply dedicated.",indigenous
Kyle T. Mays,[00:03:19:21],00:03:46:05,"To an indigenous, future for youth, for everyone, utilizing feminism specifically within the urban context. So in the post-World War Two era, you had many, native people moving to urban areas such as Detroit. So just Chicago, such as Los Angeles, New York and so forth. but we often think of native people as living in on reservations.",indigenous;conflict
Kyle T. Mays,[00:03:46:05],00:04:19:14,"But in fact, at least since, 1990 and certainly before then, the majority of native people have actually lived in urban areas. Right. And I haven't seen the 2020 census numbers yet, but it was considered 78%. So close to 80% of native people live in some urban context. and as I mentioned, her children were raised, in the heart of black and red power activism, radicalism and so forth.",
Kyle T. Mays,[00:04:19:14],00:04:49:16,"So for context, Detroit is really a hub in the US for like our, radicalism and activism. So whether that was, Grace and James Lee Boggs in the 1960s, and a Republican who after who I'll mentioned a little bit later, Malcolm X, gave some of his most infamous speeches there. so Detroit is really a hub for black nationalism, radicalism and so forth.",
Kyle T. Mays,[00:04:49:18],00:05:12:21,"And this particular etching here is my Aunt May's at the podium, and she founded what was the third of her public school created with a Native American curriculum called Medicine Bear American Indian Academy. Now, the importance of this school was it was created in the 90s, right after or at least, during the, crack epidemic in Detroit, massive poverty and so forth.",education
