speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:15:20,"So I want to say thank you to everyone for joining tonight. And thank you to Dan for joining us from the Wassmuth Center. Dan, if you want to just introduce yourself really quick.",
Dr. Dan Prinzing,[00:00:15:22],00:00:21:23,Hi. Dan Prince in the executive director at the Wassmuth Center for Human Rights. And delighted to be with you this evening.,
Doug Exton,[00:00:22:00],00:00:37:23,"Awesome. So tonight we'll be talking about the Anne Frank Memorial downtown Boise. So I guess my opening question is, do you wanted to talk about how it how the memorial itself got created, the purpose behind it?",
Dr. Dan Prinzing,[00:00:38:00],00:01:01:00,"Well, it's a great question, Doug, and actually very timely because it was actually 25 years ago that the national exhibit and Frank in the world was brought to Boise. That exhibit was attended by over 50,000 people from throughout the state in one month's time. And it was the exhibit that planted the seeds for building a memorial to human rights in downtown Boise.",
Dr. Dan Prinzing,[00:01:01:02],00:01:23:24,"So we are, in fact, celebrating the 25th anniversary of the idea, the importance of what would a memorial to human rights say and represent within the state of Idaho. And so it is really out of that history of how and an exhibit that was so well attended. And, you know, frankly, I get a lot of questions, especially from students.",
Dr. Dan Prinzing,[00:01:24:00],00:01:41:01,"Well, when did Anne Frank come to Idaho? Why Idaho with. Yeah. Well, as we know, she never came to Idaho. But something in her story that so resonated with those who attended the exhibit that that's what fueled the idea for a permanent tribute.",
Doug Exton,[00:01:41:03],00:01:56:23,"Nice. Oh, that actually answered the follow up question, which was why? And Frank specifically, is there any other reason, actually, why Anne Frank, was used as the inspiration icon for Human Rights Memorial?",
Dr. Dan Prinzing,[00:01:57:00],00:02:28:03,"I mean, I always tell groups that are on docent led tours of the memorial that really the memorial is a tribute not to the person, but to the power of her words. It was the words that and crafted in her diary that so resonate. It is her hope for humanity. Yeah. Was in this un speakable horrors of the Holocaust in which she had crafted such an important message for who and what are we?",
Dr. Dan Prinzing,[00:02:28:05],00:02:55:18,"You know, I there's one particular diary entry, and we actually have it etched into the stone of the memorial, which she questions, why is this happening? Just because we are Jews, where she really begins to question when we begin to target the other. And of course, we define the there as someone targeted, demeaned, marginalized by race, religion, orientation, ethnicity, gender, ability, whatever factor be in there.",
Dr. Dan Prinzing,[00:02:55:19],00:03:28:02,"And she really begins to question that. And I think it was in that that her story resonated that people began to identify with, here was this young lady, a teenager in captivity or hiding for two years. Before being rounded up by the secret police and sent to the concentration camps, who had captured so much in her diary. And once again, it's the power of those words that I think really resonated with visitors to the exhibit.",
Doug Exton,[00:03:31:17],00:03:44:13,"Given Idaho's history with hate groups, especially in northern Idaho. Do you mind touching on just that history a little bit? If you're able to.",
Dr. Dan Prinzing,[00:03:44:15],00:04:13:16,"But I think that adds significance to the presence of the memorial. The if we take it back historically. So it was the late 70s and early 80s when that Aryan compound existed in North Idaho. And it's when we're name to film. We are as a center for human rights. Well, Bill was the Catholic priest in Portland who was asked to be the spokesperson for the Kootenai County Task Force on Human Relations.",religion;conflict
Dr. Dan Prinzing,[00:04:13:18],00:04:41:08,"It is said he was a very charismatic priest, and he chronicles in his book Hate Is My Neighbor, which I highly recommend for folks that are not familiar with this chapter in our history. It is a wonderful look at what was actually transpiring in North Idaho that really impacted throughout the state. But in his book, he actually talks about the part of the reason that he may have been approached to become the spokesperson was the fact that he was a priest.",religion
Dr. Dan Prinzing,[00:04:41:13],00:05:06:02,"He did not have family because they knew ultimately, if he was put in on the front line there, his life would be in danger. And so which obviously then as part of his life story, he became certainly that which we model our work after. What do you do when you're confronted by hate? Well, Bill never shrunk. He never stepped back.",
Dr. Dan Prinzing,[00:05:06:06],00:05:34:06,"He got louder. He got more passionate. He said, how do we confront hate with it? So I think it begins to tell us a very interesting story of how did the memorial came to be. When we come out of that history of the compound, we come out of the history of those in Coeur d'Alene who stood up against the, and then we have to, bring the story a little forward to 1993, when there was an initiative on ballot.",
