speaker,timestamp,End Time,words,tags
,,,,
Dr. Ryanne Pilgeram,[00:00:00:00],00:00:34:19,"Hi, my name is Doctor Ryanne Pilgeram. Thanks for listening to my talk on my book project. Pushed out. for my talk today, I'm going to be giving a kind of overview of the project and what inspired it, and diving into some of the theoretical work that I did to make sense of what I was seeing. So this is a book that looks at the development of a small community in northern Idaho.",
Dr. Ryanne Pilgeram,[00:00:34:19],00:01:07:07,"Dohger. my project works to understand how this small town moved from, a huge sawmill that operated there from 1920 through 1989, to an upscale development and site of 600 units. So trying to understand that change, both politically, economically and socially. And in case you're not familiar with North Idaho, here's specifically what I'm talking about.",
Dr. Ryanne Pilgeram,[00:01:07:11],00:01:39:14,"So Dover is on Lake Ponderay in northern Idaho, and it's about three miles outside of Sandpoint, Idaho, which people are more familiar with sometimes. and here's a map of the actual community that I looked at. there's the mill site that has become home to the development and then what I call old Dover. So I want to start by suggesting that we sometimes think about development in rural communities as a contemporary issue.",
Dr. Ryanne Pilgeram,[00:01:39:16],00:02:03:15,"And one of the things I work to do in this project is to understand development more broadly, to trace the roots of what set it into place and so we can better understand what's happening contemporarily. I think that's important because if we don't understand what structure the past, it's difficult to understand how we move forward in the future.",
Dr. Ryanne Pilgeram,[00:02:03:17],00:02:24:17,"And instead of, just discussing the introduction, I'm going to read a short portion of my book because I think it's the easiest way to introduce you to the project. And while I'm talking, there'll be some images popping up behind me, that correlate with what I'm sharing.",
Dr. Ryanne Pilgeram,[00:02:24:19],00:02:43:17,"Welcome to Dover. Every month, the Dover girls meet to share a potluck lunch and work on a project at the community hall. One of this week's projects was making blankets. For what one of them termed, quote, abused women. The Dover Girls, a group of older women who all grew up there, had spent a lifetime together as friends and neighbors, raising children and burying husbands.",
Dr. Ryanne Pilgeram,[00:02:43:19],00:03:03:08,"So sharing this afternoon with them felt like being let in on a secret. The women teased and joked, filling and refilling their plates with casseroles, salads, rolls and desserts, and encouraging me to do the same. They were completely at ease with each other. After lunch, they got to work on their task sewing dresses to send to Africa to make blankets for domestic violence shelter.",
Dr. Ryanne Pilgeram,[00:03:03:10],00:03:25:08,"There was a matter of fact, just the discussion. They were making blankets for these women because of Sharon Miller, who was in her 80s and had lived in Dover since she was a child, explained when men get laid off at Christmas time, they tend to drink too much and knock women around. The community hall hosting this event, along with most of the other homes and buildings in the town, was originally built for a different middle town in the area.",
Dr. Ryanne Pilgeram,[00:03:25:10],00:03:46:19,"But when that mill burned down in 1922, the mills owner, A.C. white, sent a flotilla of buildings upriver to the site of the new mill in what would eventually become Dover, Idaho. If the burnt orange percolating coffeepot was any indication, the community hall, much like much of Old Dover, had not seen many changes since the buildings were moved.",
Dr. Ryanne Pilgeram,[00:03:46:21],00:04:05:05,"The walls were the soft industrial green that had gone out of style, but is now back in fashion in places. Large swaths of the green paint was bubbling in a way away, a sign of water damage and use. But what stood out were the photos that lined the walls, black and white photos of children and overall standing before now forgotten houses.",
Dr. Ryanne Pilgeram,[00:04:05:07],00:04:25:00,"Photos of the old lumber mill before it closed in the late 80s. Photos of long dead but not forgotten Dover ites who made their home on the shores of the river and won. Children are dressed in costumes on stage for a local production, and another long tables of people enjoying the town's annual picnic, with a church in Lake serving as the backdrop.",religion
Dr. Ryanne Pilgeram,[00:04:25:01],00:04:49:06,"The Dover girls laugh as they point out their husbands and as children in the now 80 year old photos, all Dover was born again in the photos that had been carefully preserved and captioned, and they highlighted what was special about Dover to this community. The beauty of the lake of Lake Ponderay and the Ponderay watershed was never far from their minds, but mostly it served as a background for the relationships that flourished in this place.",
Dr. Ryanne Pilgeram,[00:04:49:08],00:05:13:10,"The bluff and the beach and the endless fields in force are meaningful, but primarily because they provide a space to labor and connect with their community. At the entry to the community hall, a birdhouse decorated with moss and ivory serves as a donation box. A cheerfully written sign explains donations for lights and gas, a reminder that we might not have much, but if we pull together, we still have this place.",
Dr. Ryanne Pilgeram,[00:05:13:12],00:05:35:22,"Most of the windows in the community hall face all Dover, still looking over the original mill workers houses and church that were transported upriver in 1922. Slipping into the kitchen and peering out. The back window, however, is a reminder of how much Dover has changed. In the 1950s, it would have looked at a tangle of trees, then a deep meadow in the distance, the community's sandy beach.",religion
Dr. Ryanne Pilgeram,[00:05:35:22],00:06:00:12,"Just beyond that. Later, the view would have included massive piles of wood chips, the birch trees providing some cover between the buildings and the grain, piles of sawdust. Today, there's a walking path that skirts the back of the community hall, and beyond that, brand new homes, dozens of them, from condominiums to bungalows to massive mansions. They now sit in the fields where the mill once stood, adorned with the natural wood shingles and crisp white trim.",
Dr. Ryanne Pilgeram,[00:06:00:17],00:06:26:18,"The home share a similar architectural style, meant to evoke craftsman, the craftsman style that was popular in the buildings of Old Dover were floating up the river, but the homes are unmistakably modern. In their attempt to blend the ruggedness of the Pacific Northwest with the comforts of upper middle class living lining freshly paved streets. The new homes nestled against the development's headquarters, which features a fitness club, next scale restaurant.",economy;education
Dr. Ryanne Pilgeram,[00:06:26:20],00:06:51:20,"The developer was approved. The development was approved in in 2004 after a lengthy and contentious struggle with the inhabitants of Old Dover. Since then, New Dover has brought waves of people to the community, drawn by the scenic beauty and recreational potential of the lake and river. When looking out the window of Old Dover's community hall, the new homes are so close, it seems like you might be able to peer inside.",
Dr. Ryanne Pilgeram,[00:06:51:22],00:07:04:14,"But the new homes are built with their backs to the community center, so they face the lake and river. And so it is old and new. Back to back. A path winding between them.",
Dr. Ryanne Pilgeram,[00:07:04:16],00:07:29:12,"So you might wonder, how I got started on this project and what it, actually looks at. So this project was an attempt to answer a question that had bothered me for a long time. So I went to high school in Sandpoint. I'm from western Montana, and I moved to Sandpoint when I was in high school. actually, Dover and I rode the Dover school bus.",education;sandpoint
Dr. Ryanne Pilgeram,[00:07:29:14],00:07:48:04,"So when I was living there in the 90s, you know, the mill had burned down. It was sort of a down on block town. but I would go swim at the beach and, you know, just was part of that community. A lot of important moments in my life happened in Dover. And it was a special place to me.",
Dr. Ryanne Pilgeram,[00:07:48:06],00:08:13:01,"And so I was surprised when I was in graduate school and noticed that there was this big development being built, and I couldn't quite understand what the impetus for that development was. So Dover is interesting in the sense that many communities are experiencing what Dover is experiencing, this sort of shift from industrial, extractive economy to recreation based economy.",education
Dr. Ryanne Pilgeram,[00:08:13:01],00:08:30:07,"So it's very, happening a lot and around the world, but especially, in the American West. And so I was interested in trying to understand, well, why is that happening? And Dover is interesting because the city council of Dover actually had a tremendous amount of power in that rezoning process, or at least they did on the surface.",
Dr. Ryanne Pilgeram,[00:08:30:09],00:08:52:19,"And I was interested in the question of why would they city councilors, who were predominantly working class members of the community, entirely working class members of the community, why would they rezone? And with that loon, lose access to many of the places that were important to them? So through the rezoning process, they lost access to their sandy beach that they had been using for almost 100 years.",
Dr. Ryanne Pilgeram,[00:08:52:21],00:09:21:18,"their baseball diamond and just the bluff. A lot of open spaces. So why rezone? That was the question that drove this research project. So to answer that question, I did a lot of research. I interviewed over 30 people, from all, parts of the project. So residents, both new and old residents, city councilors, city clerks, mayors, new and old, people involved with the development, state geologists.",education
Dr. Ryanne Pilgeram,[00:09:21:20],00:09:42:16,"I also did quite a bit of archeological or archival research, both with the Bonner Historical Society and then from in from collections from Dover residents that they had kept from over, over the years. I looked at city council minutes. I looked at the archeological site reports done by the state. before the development could be put into place.",education
Dr. Ryanne Pilgeram,[00:09:42:18],00:10:11:05,"I had several, interviews that I did with the cultural resource manager for the Kalispell tribe to try and understand the Kalispell, tribe's relationship to this land, historically and contemporarily. And, did participant observation things like attending lunch with the Dover girls. So I had collected a tremendous amount of data to try and answer this question. Why is, what is driving the development in these rural communities?",indigenous;agriculture
Dr. Ryanne Pilgeram,[00:10:11:07],00:10:39:09,"Why does it look like this? And to sort of interrogate that question or the idea that development equals progress. because I don't think that that's a fair way of understanding development. So there's a couple of terms that I use in this project, and I'm sorry my head is over. So many of these, things. so this project is a case study which means that I am using a very specific example to try and say something about that specific place, but also more broadly.",education
Dr. Ryanne Pilgeram,[00:10:39:14],00:10:58:16,"So Dover is interesting, like I said, because the city council had so much power. And that's not true in a lot of communities in Idaho and in the West. Many times it's county commissioners or so on. Are these unincorporated places, but Dover actually had to incorporate as a city to get access to loans to rebuild their water and sewer systems.",
Dr. Ryanne Pilgeram,[00:10:58:18],00:11:18:10,"So Dover then the mill site was all incorporated as a city, in the late 80s. And so the city council had a lot of control over that rezoning process. So that makes it a little different. But I think also really interesting because theoretically, this is a community that should have more power than many communities, facing these kind of issues.",
Dr. Ryanne Pilgeram,[00:11:18:12],00:11:46:15,"I also use the term rural gentrification in here, and I use it to mean, that that I'm seeing two things happening in this community. So real gentrification requires, two elements. So the first is a demographic shift. of urban populations to more rural ones happening at a specific time and place. And but that's not sufficient, right?",agriculture
Dr. Ryanne Pilgeram,[00:11:46:15],00:12:12:09,"People move around all the time. The second part of that requires that those people have cultural, economic and social power to transform, change or otherwise, affect that community if they're part of. Right. So it's not enough to say that people are moving. People always move around. It's about that power that comes with it, usually economic. But with that economic comes social power and cultural power.",
Dr. Ryanne Pilgeram,[00:12:12:11],00:12:35:21,"and then I also use the concept of the New West. So thinking about how can we talk about succinctly, this transition from communities that used to be more resource extractive based? Think logging, mining, agriculture, Old West, Patagonia wearing telecommuters or retirees with motorboats as New West right. So there's a great quote here that I really like.",mining
Dr. Ryanne Pilgeram,[00:12:35:23],00:12:59:19,"Images of the Old West are ranchers, horses and dusty cattle drives. Today, the New West conveys images of residents wearing Patagonian fleeces in Western jeans, telecommuters and professionals with laptops able to work remotely. So they're a key part of that is that these, people are moving to the New West to seek recreational opportunities. So I'll sort of be using those terms here.",agriculture
Dr. Ryanne Pilgeram,[00:12:59:19],00:13:27:12,"And I wanted to define them before I, just started spouting off terms. They didn't have any definition for you. Okay. So one of the things that occurred to me in my project that I was sort of struggling with, was trying to make sense of what I was seeing. So one of the big issues that I had in my project when I did all the interviews was I realized that the city of Dover, sorry, I'm trying to look through my notes here to get to the right page.",
Dr. Ryanne Pilgeram,[00:13:27:14],00:13:48:16,"Faced a series of crises, and that's predominantly when I did my interviews. what my, respondents talked about. So Dover was under a boil order for six years. they had to the city had to the community had to incorporate in order to get loans for a low income community to rebuild their water system. It took six years.",economy
