speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:30:19,"Really. Thank you so much for joining us for tonight's Connected Conversation, a program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you all to check out our website, Idaho humanities.org. I'd like to remind you that you may submit questions using the Q&A feature located at the bottom of the screen with me tonight is Hanako Wakatsuki from the Minidoka National Historic Site.",
Doug Exton,[00:00:30:19],00:00:34:15,"It is an honor to have you with us tonight, and I turn it over to you.",
Hanako Wakatsuki,[00:00:34:17],00:01:07:06,"Okay. Hi, everyone. Thank you for joining, our program tonight. When I was talking to Doug, I kind of decided that it might be good for us to show our 30 minute park film before we go into Q&A. So our park film is called Minidoka, an American concentration camp. And we do talk about terminology of why we chose, that term, kind of more passively in it because, basically with our film, we focus on first person narration to have incarcerated tell their story.",cinema
Hanako Wakatsuki,[00:01:07:07],00:01:38:00,"So without much further ado, I guess we'll just start the video and then we can have a great conversation afterwards.",
Minidoka: An American Concentration Camp documentary audio,[00:01:38:02],00:02:14:23,"The day you walk to that take, you know your last songs to be. There are some things in your heart that you can't forget. We were afraid. It looked like the enemy. But we're American citizens. Imagine someone saying you need to go to jail because you're Japanese. American. What did I have to do with Japan? Nothing. My family wasn't doing anything wrong, but we were paying for.",conflict
Minidoka: An American Concentration Camp documentary audio,[00:02:15:00],00:02:51:07,"Ours. Searchlights, barbed wire fences around us. If they thought we were trying to escape, they had the right to shoot us. We were stripped of our civil rights. We were stripped of everything. When that happens in America, that is a concentration camp.",
Minidoka: An American Concentration Camp documentary audio,[00:02:51:09],00:03:18:11,"December 7th, 1941. We will live in infamy. The United States of America was suddenly on the liberal and naval, on the forces of the Empire of Japan.",
Minidoka: An American Concentration Camp documentary audio,[00:03:18:13],00:03:56:05,"My dad had just purchased a home for $1,500. December 7th is the day we were moving in. And when that news came on, my dad, I just saw his face. Just. Just drop. Within hours, the FBI began reading Japanese American homes up and down the West Coast. We lived in fear because the FBI came and picked up many of the fathers of the families.",
Minidoka: An American Concentration Camp documentary audio,[00:03:56:07],00:04:09:16,"When my father was taken away, I don't think our family knew anything about where he was. This left my mother panicked as to what was going to happen to us.",
Minidoka: An American Concentration Camp documentary audio,[00:04:09:18],00:04:17:00,"They were shop owners, language teachers, Buddhist priests.",
Minidoka: An American Concentration Camp documentary audio,[00:04:17:02],00:04:17:09,Law.,
Minidoka: An American Concentration Camp documentary audio,[00:04:17:09],00:04:56:21,"Abiding citizens. Why the FBI targeted them. They happened to be prominent in the community. December 7th wasn't one Japanese American prejudice started. It was decades before that. In the early 1900s, there were alien land laws and exclusion acts that kept out Japanese immigrants. And you could not apply for citizenship if you wanted to. The majority of Japanese, when they started coming here to this country in the 1860s, the farmers, laborers, they worked hard, saved and then invested in an operation in Japan, starting a restaurant, a laundry, a hotel.",migration
Minidoka: An American Concentration Camp documentary audio,[00:04:56:23],00:05:36:17,"The Japanese lived in pretty much segregated areas like Georgetown. So we were fairly isolated and largely unknown. As long as we were laborers and working for them, no problem. When we became competition, that was a no no for us. Then resentment, jealousy. We were called the Yellow Peril. The newspapers, the billboards, everything was Tan Chi. Japanese. The Japanese should be under armed guard to the last man and woman right now.",
