speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:20:02,"This program is brought to you by the Idaho Humanities Council, with funding provided by the National Endowment for the Humanities. With us today is Susan Anderson, the history curator for the California African American Museum.",
Susan Anderson,[00:00:20:04],00:01:06:16,"Well, hello everyone. I am going to tell you a few stories, today that are going to provide some background on a subject that isn't very well known. And it has to do with the presence of African-Americans in Gold Rush California. And we're going to use this as an opportunity to maybe break a few myths and share some history that isn't that well known.",
Susan Anderson,[00:01:06:18],00:01:43:22,"And one of the things I'd like to mention, first off, is that even before California was a state, there was a fairly important African-American presence. I mean, it goes all the way back, to Spanish colonialism when the conquistadors and their missions were being established. Many of the people that traveled to New Spain, to the New World were African descended people.",
Susan Anderson,[00:01:43:24],00:02:19:15,"They were navigators on ships. They were sometimes priests. There were sometimes enslaved people. They played all kinds of roles. So in those parts of the United States that were colonized by Spain, the African presence started early. And at the same time coming more into the 19th century, there were definitely U.S. born African-Americans in California. And what we're looking at here is a picture of a man named John Grider.",
Susan Anderson,[00:02:19:17],00:02:57:13,"And he has a really extraordinary story because he was part of what we call the bear Flag Rebellion, which was when a group of us born people living in what was then Mexico, Alta California, threw up a flag that they improvised at the, Presidio of Monterrey and declared, California's independence from Mexico. Now, this was in 1846, four years before California became a state in the United States.",conflict
Susan Anderson,[00:02:57:15],00:03:34:01,"But one of the things that's been excluded from this narrative of California's origins is the fact that there were at least seven African-Americans who were with Fremont, Colonel Fremont in the United States Army and others who were part of the Bear Flag Rebellion. And John Grider was one of them. An example of U.S. born black people active in California even before California became a state.",conflict
Susan Anderson,[00:03:34:03],00:04:08:13,"And another example of that is the building of the first black church in the western part of the United States at Saint Andrew's AME church was established in Sacramento in 1850, and over the 1850s, that period of the Gold rush, Saint Andrew's A.M.E. church was the site of most of the meetings of what were called the, Colored Conventions.",religion
Susan Anderson,[00:04:08:15],00:04:48:08,"Many states free states during the 19th century had what they called colored conventions, and these were big statewide meetings of leading African-American citizens who were organizing against slavery and organizing on behalf of their equal rights. And California had its own branch of the colored Convention that started meeting in 18 55, which was kind of the peak of the gold rush years.",
Susan Anderson,[00:04:48:10],00:05:38:06,"Here's a map that shows the part of Northern California that was dominated by the gold fields. And you can see the orange snake figure that moves down through the eastern Sierra Nevadas. That was, considered the mother lode. the gold mining region was probably about 120, miles, from the top of El Dorado County, down to the southern end of Mariposa County, very close, as you can see, to the border with Utah, deep in the interior of California, in the eastern Sierra Nevada.",mining;migration
Susan Anderson,[00:05:38:08],00:06:25:16,"And the gold rush was of great interest to African-Americans around the United States, partly because, as, African-Americans joined the throngs of people from the United States and around the world who were coming to California in one of the largest human migrations in history. there were stories being published in the newspapers back east, especially the abolitionist press, with amazing tales of wealth that was being earned by African-American miners in California.",
Susan Anderson,[00:06:25:20],00:07:16:09,"And this acted as a lure, for black people as well as white people and others of all nationalities who came to California during the Gold rush. Gold was discovered in 1848. You've heard the phrase 40 niners by the new year of nine 1849, people were thronging to the stage. African-Americans included. Black people were also interested in California, not just because of gold, but because of the possibility that California could decide how many slave states there were in the United States and how many free states there were in the United States.",
Susan Anderson,[00:07:16:11],00:08:04:07,"So the gold rush happened under the scrutiny, worldwide scrutiny. But it was definitely, if you read, black newspapers like Frederick Douglass paper, we're looking at an image of Frederick Douglass, the great 19th century orator, abolitionist and leader. If you read his newspapers, if you read The Christian Recorder, which was a national newspaper of the African Methodist Episcopal Church, if you read William Lloyd Garrison's newspaper, The Liberator, you would be able to see the level intense level of interest that African-Americans around the country had in California and in the gold rush.",religion
Susan Anderson,[00:08:04:09],00:08:39:05,"And indeed, although many histories, if you, are a kid in the school system in California, it's not likely that you're going to learn much about the history of African-Americans in the gold fields. But as these next two daguerreotypes that I'm going to show you prove, there were indeed, miners, of every of every background in the gold fields.",education
Susan Anderson,[00:08:39:07],00:09:15:03,"This is a daguerreotype that was taken in 1852. It is attributed to a photographer who had a studio in San Francisco named Joseph B Starkweather. It was taken by him, in, Auburn Ravine, up in the Gold Country. And you can see on the right, down in the bottom of the photograph, the tools of a miner, the pickax that stuck in the dirt, the gold pan.",
Susan Anderson,[00:09:15:06],00:09:53:13,"That's kind of precarious. Viously perched on those rocks. The bucket and his shovel in, this long tom or this rocker, where water was poured over rocks as one of the ways to separate gold from ordinary rocks and dirt. And this is another daguerreotype taken in the same year of 1852 by the same photographer. Starkweather, that shows an interracial group in Spanish flat in El Dorado County.",agriculture
Susan Anderson,[00:09:53:15],00:10:31:02,"El Dorado County is where gold was discovered at a place called Coloma. And you can see the two miners with their rocker up front. You can see their diggings where they went underneath the surface of the earth to find or rocks that may contain gold. And behind them, the freight wagon, with two miners, one a teamster driving the wagon and the other, probably, hired to load the wagons, with the with the take of the day.",
Susan Anderson,[00:10:31:04],00:11:19:15,"And another map of California that shows the entire state. And you can see colored in toward that border. the, the gold mining region. And one of the things we really need to consider about the environment that black people faced in California is that it was admitted into the United States in 1850, and it was admitted as its constitutional convention had wanted, as a free state that had a constitution saying that California would not tolerate, slavery.",migration;mining
Susan Anderson,[00:11:19:17],00:11:59:24,"At the same time that California was brought in as a free state, this compromise passed by the US Congress contained a series of bills. And they were in this situation during these years leading up to the Civil War, of trying to balance the, interests of the slave holders who wanted to see slavery expand into the West and the concerns of those representing states in Congress that did not want to see the expansion of slavery.",conflict
Susan Anderson,[00:12:00:01],00:12:44:22,"There were many members of Congress who were pro-slavery, but didn't want slavery to expand out of the South. They weren't all abolitionists. And when California was allowed to come in as a free state, part of this balance of these interests was the passage of the 1850 Fugitive Slave Law, which was a draconian measure that put put all black people in the United States at risk of being kidnaped and captured and sold into slavery, whether they were free or not, whether they were in free states or not.",
Susan Anderson,[00:12:44:24],00:13:35:23,"And another aspect of the fugitive slave, law of 1850 was that it provided monetary rewards for people that that, led to the capture of so-called fugitives, and it made it a criminal offense to assist fugitives. And with this situation, a culture was set up in the United States, which I would argue has not completely abated. That made it, that empowered white people to police black people and betray them and call the police on them.",
Susan Anderson,[00:13:36:00],00:14:18:02,"In this situation where there might be a suspicion that an African-American person in a city like New York or Boston or Chicago, was suspected of being a fugitive. So California, it even though it came into the Union as a free state. And even though today I think a lot of people feel that California has a reputation as probably the most liberal state in the United States, it California didn't start out that way.",labor
Susan Anderson,[00:14:18:04],00:15:03:12,"The origin of the government in California was in racial inequity and social injustice. So the situation with slavery was that it was tolerated. And when a person took, someone who claimed to own them to court, or they were supported by the black community who would hire white lawyers to represent them in court, because courts did not allow African-American chickens to testify in court in California, the it would depend on the sentiments of the judge.",
Susan Anderson,[00:15:03:12],00:15:43:09,"And if you had a pro-slavery judge, then the judge would rule in favor of the person who claimed to own the slave. Every now and then, there would be an anti-slavery judge and the person who was claiming their freedom would win the case. And the problem in California was that the government, the superintendent of schools, the legislators, the court system were, by and large dominated by pro-slavery Democrats.",
Susan Anderson,[00:15:43:11],00:16:18:23,"This is an image included because it contained. This is a clipping from the Sacramento Daily Union from 1850. The page of advertisements and in this block of ads is an ad taken out by a man who was looking for, a person who had run away from him, an 18 year old Negro girl that he wanted to sell.",labor
Susan Anderson,[00:16:19:00],00:16:41:16,"There was an ad for that in the Sacramento newspaper. This is a picture. It's a little blurry, so I apologize. Of steamships, along J Street in what is now downtown Sacramento. This was an area where slave auctions were actually held, in California.",
Susan Anderson,[00:16:41:18],00:17:29:05,"At the same time that we had this atmosphere of slavery being tolerated and supported, that we have a legislature that passed laws, starting with statehood, that disenfranchized African-Americans that were denied the vote, that made it impossible for them to testify in court, and a range of other, laws that were very racially restrictive. At the same time, as I mentioned before, African-Americans were very organized and very active in California in the 19th century, starting during the gold rush.",
Susan Anderson,[00:17:29:07],00:18:14:04,"Their main vehicle for mobilizing against these injustices was the Colored Convention. And they were, meeting regularly, sending delegates, to these meetings, raising money to pay for cases, to support people who ran away, from people who claimed to own them. And this clipping, newspaper clipping from 1856, it talks about the second colored convention that was held and was intended by 60 delegates.",
Susan Anderson,[00:18:14:06],00:18:59:24,"They represented 16 counties, mostly in Northern California. And it quotes the mirror of the times, which was the first black owned newspaper in the state of California, found it in 1855, and the mirror of the times draws a connection between African American civil rights, the Colored Convention, and the Gold Rush by describing the delegates to the second convention, who, it says were chiefly young men, the majority of whom were miners of stalwart frames, men of labor, and men of thought.",
Susan Anderson,[00:19:00:01],00:19:46:07,"And the article goes on to say that they owned real estate, that some of them have wealth from 5 to $30,000 each. That was a lot of money. And 1850 and that, they were some several of them were graduates of college. and all were literate and they all had ideas of parliamentary forms. So this organized black population in California during the gold rush, as I was saying, fought on many fronts.",
Susan Anderson,[00:19:46:09],00:20:19:21,"And one of the main ways of organizing was to fight these court cases when, a slaveholder would challenge, someone who had run away from them. And there was a famous case brought in San Francisco of Archie Lee. And it's full of really quite dramatic instances. the case was in and out of court. Several lawsuits involved over a few years.",
Susan Anderson,[00:20:19:23],00:20:55:22,"I'm happy to say that ultimately, Archie Lee was freed, by the courts. But that was only after many cases where he, faced, the opposite, decision in lower courts. Now, the gold discovery area, we've talked about the Eastern Sierras, and specifically we want to talk about the gold discovery. Now, this is a story many people in the United States have been told.",
Susan Anderson,[00:20:55:24],00:21:46:23,"And if you're a kid in the fourth grade in California public schools, you are going to learn that John Marshall found gold at Sutter's Mill in 1848. And this map gives you a sense of where that is just to the east of Sacramento. And, on the South Fork of the American River in El Dorado County. Here is, the view today of a stone monument that is in, our state park, Marshall Gold Discovery State Historic Park, which is built in this that the same area, the same area where gold was found.",education
Susan Anderson,[00:21:47:00],00:22:25:00,"This stone monument is supposed to show us where John Marshall knelt down and put his hand in the water and pulled up gold flakes. They have kept the original spelling, from a, declaration that someone who was present at the gold discovery made it when he wrote gold, spelling it g o a l d. And this is also in Marshall Gold Discovery Park, in the spot where gold was discovered in Coloma.",
Susan Anderson,[00:22:25:02],00:22:54:08,"This is a monument to James Marshall, who is the man that we've all been taught. Discovered gold. This is the front of the monument. This is a cenotaph because Marshall was actually buried at this exact spot. So the memorial was built on the top of, where he was buried. And this is the back of the memorial today.",
Susan Anderson,[00:22:54:10],00:23:56:23,"John Marshall. And what I want to do is mention that one of the things we have to do with U.S. history, California history, gold rush history, is to start to ask questions about these official narratives that we are given, because many of them are only partially correct, and some of them are outright false narratives. And there's so many instances when we want to explore a subject like African Americans in the California Gold Rush, that we're at a disadvantage because the black people who were there have been wiped out by professional historians, by academics, by people who preserve the history in state parks.",environment;history
Susan Anderson,[00:23:56:23],00:24:52:20,"All of those people who are the ones who manufacture history have by and large, done us, a disservice. And they've made many people disappear. And now there are those of us who are going back, breaking through the past to try to restore stories and people and events that have been left out. So what I would like to do is introduce you to this couple, Peter and Nancy Gooch, whose family had a lot to do with this area that we think of as the gold discovered area, and have a lot to do with the heritage and lineage of the gold discovery.",history
Susan Anderson,[00:24:52:22],00:25:20:12,"So this was a picture taken of Peter and Nancy Gooch on their wedding day in 1858. They had come to California about 6 or 8 years earlier. We're not exactly sure of the year. They had been brought to Coloma, where gold was later discovered. Gold had been discovered by, the a man who claimed to own them. They were enslaved people.",
