speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00;00;29;06,"Hello everyone, and welcome to Context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the Ahrq or the NIH. My name is Johanna. Bringhurst. And joining us today is Doctor Dr. Russell Meeuf. Doctor Meeuf is a professor in the School of Journalism and Mass Media and the director of the Film and Television program at the University of Idaho.",
Johanna Bringhurst,[00:00:29:08],00;01;06;24,"He received his doctorate from the University of Oregon and specializes in research on popular media and culture. In particular, his work focuses on celebrity culture, popular cinema, masculinity studies, and disability studies. His writings have appeared in journals reflecting these interests. He's the author of several books on media culture, including White Terror, the Horror Film From Obama to Trump, Rebellious Studies, Stardom, Citizenship, and the New Body Politics, as well as John Wayne's World Transnational Masculinity in the 50s.",
Johanna Bringhurst,[00:01:06:26],00;01;15;04,"He is also the coeditor of several collections on film and popular culture. Doctor Meeuf, thank you for joining me today.",
Dr. Russell Meeuf,[00:01:15:06],00;01;16;26,Thanks. Happy to be here.,
Johanna Bringhurst,[00:01:16:29],00;01;28;04,We're so excited to have you. And I have to ask. It's not typical for a scholar to get to study film and television. What about that area really captured your interest?,
Dr. Russell Meeuf,[00:01:28:07],00;01;49;12,"Yeah. So I mean, as a kid, I was always fairly movie and TV obsessed. I think, you know, back in the 90s, you could always find me in an independent, video rental store, lurking the aisles, trying to find new movies that I hadn't seen. And, just, you know, really kind of spending a lot of time with movies, watching movies with my friends, watching movies with my family.",cinema
Dr. Russell Meeuf,[00:01:49:14],00;02;08;13,"So I was really, a young cinephile who was really fascinated by film and, film history and, kind of histories of Hollywood and popular culture. When I went to school and decided kind of what I wanted to study, I was really interested in storytelling and thinking about the relationship between storytelling and our world. Right.",cinema;education
Dr. Russell Meeuf,[00:02:08:14],00;02;28;09,"Why is it that we tell certain types of stories in certain historical periods? How do those stories reflect what's happening in our world, not just what's happening in them? And so it's kind of a natural fit for me to want to study film and study film history and think about popular culture. And so when I decided I wanted to, do that for a living and teach and research, the film seemed like the right choice for me.",education;cinema
Johanna Bringhurst,[00:02:28:11],00;02;41;01,"Yeah, that sounds like the origin story of, like, Steven Spielberg or a scholar at the University of Idaho. How did you become interested in horror, specifically?",
Dr. Russell Meeuf,[00:02:41:03],00;03;08;04,"Yeah. So my interest. So, I mean, I'm interested in film broadly, and popular genres in particular, and thinking about the ways that, Hollywood tends to tell certain types of generic stories that we, tell, you know, action films we tell, you know, romcoms, we tell, melodramas, we tell, horror films. And thinking about that kind of the rituals, nature of genre storytelling, this idea that we can go and we can watch a new slasher film and we kind of know what's going to happen.",cinema;culture;environment
Dr. Russell Meeuf,[00:03:08:04],00;03;29;27,"We have a sense of what the rules are, what our expectations are, and thinking about why it is that we tell that story over and over and over again. So I'm really interested in genre and how genre functions. And then I really got it working on this horror project, because I was teaching a class, on horror film, me and a colleague, had developed, this, class for, freshmen at the University of Idaho.",cinema
Dr. Russell Meeuf,[00:03:29:27],00;03;50;04,"That was designed to introduce them to a topic where we could have, you know, big interdisciplinary conversations about history, about culture, about society. And we thought horror films would be a great way to do that, to think about, why, why we tell scary stories, and why students scary stories got told at certain historical moments.",
Johanna Bringhurst,[00:03:50:06],00;03;57;18,Why do you think it's important for scholars to study how we tell stories and why they're important to us?,
Dr. Russell Meeuf,[00:03:57:20],00;04;27;13,"Yeah. So for me, I think, storytelling is one of the quintessential things that makes us human. That distinguishes us as a species is the idea that we tell stories, whether we're talking about fictional stories that we've made up, mythological stories, true stories about the world, histories, which are just a kind of form of stories. I, I'm fascinated by the idea of, storytelling, as this kind of, fundamentally human endeavor that we use to connect with one another and that we use to help us understand our world.",
Dr. Russell Meeuf,[00:04:27:16],00;04;42;24,"So I think for me, that's kind of the driving factor is thinking about that idea of how we can it can help us understand our place in the world. It can help us understand what's happening in our world. And, yeah, really just get us thinking about what it means to be human.",
Johanna Bringhurst,[00:04:42:26],00;04;56;23,One way that we see that is that film has become a way to critique our politics and the way we organize ourselves socially. Power. So how does horror play into that?,
Dr. Russell Meeuf,[00:04:56:25],00;05;22;21,"Yeah. So like, like a lot of popular genres, horror is, always political in that it's always about, our world around us. Whether we're talking about like, really overtly political horror, like something made by Jordan Peele or whether we're talking about something that seems apolitical, or is, is and has always been about, politics, about the things that, in our world that we want to talk about, that we have fears about.",
