speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00:00:30:16,"Hello everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the IHC or the NEH. My name is Joanna Bringhurst, and joining us today are Doctor Susan Grayzel and Doctor Molly Cannon, co-directors of the Bringing War Home Project.",
Johanna Bringhurst,[00:00:30:18],00:00:58:27,"Doctor Grayzel is a professor of history at Utah State University. Go Aggies go, researching and teaching about modern Europe and its empires, women's and gender, history and war and culture, especially of the world Wars. Her books include Women's Identities at War: Gender, Motherhood, and Politics in Britain and France during the First World War. Awarded the British Council Prize from the North American Conference on British Studies in 2000.",
Johanna Bringhurst,[00:00:59:00],00:01:30:19,"Women and the First World War, At home and Under Fire: Air Raids and Culture in Britain from the Great War to the Blitz, The First World War: A Brief History with Documents, and co-edited volume Gender and the Great War and most recently, The Age of the Gas, Gas Mask: How British Civilians Face the Terrors of Total War. This focuses on one material object, the civilian gas mask, to explore how the state and individuals responded to the first weapons of mass destruction.",
Johanna Bringhurst,[00:01:30:21],00:01:54:28,"She has received funding from the American Council of Learned Societies, the American Historical Association, and the National Endowment for the Humanities, and has been both a visiting fellow at All Souls College, Oxford, and held the UK Fulbright Distinguished Chair at the University of Leeds with Molly Cannon, our other guest. Today she serves as co-director of the Bring You More Home project.",
Johanna Bringhurst,[00:01:55:00],00:02:29:13,"Objects, stories, memories and Modern War documenting and digitally preserving veteran and military families, objects, stories. Doctor Molly Cannon is an assistant professor of anthropology and director of the Museum of Anthropology at Utah State University. Molly specializes in community engaged museum practice and training the next generation of students in museology. Her museum work is supported by the National Endowment for the Humanities, Institute of Museum and Library Services, and the National Parks Service.",
Johanna Bringhurst,[00:02:29:14],00:02:57:03,"Her work is published in American Antiquity, Journal of Archeological Science, and Advances in Archeological Practice. She holds a BA and PhD from the University of Nebraska and M.A. from the University of Wyoming. Molly serves as co-director for the Bringing War Home Project, and I'm so excited to have Susan and Molly here today. Welcome to context. Thank you.",
Johanna Bringhurst,[00:02:57:03],00:03:06:16,"So can you start by telling us how you got this project started and what inspired you? Molly, you want to start?",
Dr. Molly Cannon,[00:03:06:19],00:03:33:10,"Sure. Thank you, Johanna, for hosting us and context for excited to be here. the, the project here, evolved out of a course from that Sue and her colleague Evelyn Fonda ho taught in in 2019. And so maybe we should let Sue actually start with, how the project got started.",
Dr. Susan Grayzel,[00:03:33:13],00:04:04:05,"So. So, among other things, I'm historian of the First World War. And so during the First World War, the 100th anniversary, people, particularly in Europe, got very excited about preserving just artifacts and ephemera that might be in families. And so I was lucky enough to be at some conferences where people were sharing this. So in 2018, they came, back to Utah State and was co-teaching a class on 1918 and 1918, a very exciting year, right, that the war ends.",conflict
