speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:08:14,This program is funded through a more Perfect Union initiative of the National Endowment for the Humanities.,
Dr. Markie McBrayer,[00:00:08:16],00:00:32:05,"Hi. Welcome to our lecture on third parties. So this is presented for the Idaho Humanities Council. And I am doctor marking the career. So just to convince you that I am qualified to talk to you on the subject, my name is, doctor Markie McBrayer, and I'm an assistant professor of political science over at the University of Idaho.",
Dr. Markie McBrayer,[00:00:32:07],00:01:00:04,"I teach American politics and policy. So all kinds of things ranging from the presidency to introductory American government. So for today, we are going to be talking specifically about third parties, what we know about them, in American politics, how they are sort of constrained by do versus law, which we'll get into. We'll also talk about other barriers to third parties as well as the importance of third party.",
Dr. Markie McBrayer,[00:01:00:04],00:01:23:11,"So even though we don't see many of them, successful at the national or presidential level, what role do they play in American politics? Okay. So I'd like to start off with like what comes to mind when thinking about third parties. So, this is Ralph Nader. And as we know, he ran on the Green Party, for the Green Party in 2000.",
Dr. Markie McBrayer,[00:01:23:11],00:01:52:02,"Right. and that was the narrow victory of George W Bush over al Gore in the 2000 election, right? George W specifically was able to win because he had a 537 vote margin in Florida. Okay. but Nader here, the third party candidate, he won about 97,000 votes, right? And disproportionately those were people who were slightly more liberal.",
Dr. Markie McBrayer,[00:01:52:02],00:02:20:17,"Right. Who would have voted for Gore. And so the argument goes that one of the reasons that al Gore lost the presidential election in 2000 is because of Ralph Nader. Right. And the votes that, Gore would have gotten instead went to Nader. Okay. That's at least the critique. Okay. The next one, for those of you who, remember this from, 92 and 96 was, Ross Perot, right?",
Dr. Markie McBrayer,[00:02:20:20],00:02:46:15,"So Ross Perot in 92 was a really popular third party candidate. In fact, the second most popular third party candidate, in terms of presidential elections, he won 19% of the popular vote in 1992. And when he ran again in 1996, he won 8% of the popular vote. Okay. Even though, he didn't, he wasn't a real competitor on between the two parties.",
Dr. Markie McBrayer,[00:02:46:17],00:03:13:00,"he was like one of the prominent third party candidates that we think of in American politics. But really, the most successful third party candidate that we've ever had was actually Teddy Roosevelt. Right. So, and I know you're like, well, wasn't wasn't Teddy Roosevelt a Republican? He was, particularly when he first served. So he came into office in 1901 when McKinley was assassinated.",
Dr. Markie McBrayer,[00:03:13:02],00:03:32:18,"And in 1904, he wins a full term. Okay. He wins a full term. And he. But in 1908, for the 1908 election, he decides, like, I don't think I'm going to run again. And so he sort of thinks that Taft will be a good successor to him. but ultimately, Roosevelt is not super pleased with the administration of, of Taft.",
Dr. Markie McBrayer,[00:03:32:18],00:04:00:13,"And broadly, you would probably, characterize this as Roosevelt as dissatisfied that Taft is not progressive enough. So, Roosevelt launches his own campaign in 1912, right? In response, in response to, like, how he thinks that, Taft has been insufficient. So he launches his own campaign with the Progressive Party as a third party candidate. Okay. Now, obviously, he was a Republican four years ago.",
Dr. Markie McBrayer,[00:04:00:15],00:04:26:24,"so this very much splits the vote. So Roosevelt getting, running as a third party candidate in 1912, splits the Republican Party, quite a bit to where Roosevelt receives, a quarter of total votes, whereas Taft also receives a quarter of the votes, leaving most people to then, like in terms of plurality, to be supporting Woodrow Wilson.",
Dr. Markie McBrayer,[00:04:26:24],00:04:47:20,"So the fact that, Roosevelt runs and then splits the vote for the Republican Party in 1912 means that Wilson is sort of the obvious winner. Okay. So just that sort of gives you a little bit of historical context about, how third parties have played a role in, like recent presidential elections, and they're still super important.",
