speaker,timestamp,End Time,words,tags
,,,,
David Pettyjohn,[00:00:00:00],00:00:25:22,"Greetings everyone. My name is David Pettyjohn. I am the executive director of the Idaho Humanities Council. I want to thank each of you for joining us this evening for another one of our connected conversations. Before I kind of introduce our speakers, I would like to, first of all, remind each of you that, we will have a question and answer session.",
David Pettyjohn,[00:00:25:24],00:00:47:19,"So we'd like to to remind you that this is just one of the many programs that we offer here at the Idaho Humanities Council. And if you're not familiar with our work, I encourage you to go to our website, which is Idaho humanities.org. So tonight we are, going to learn about Archie Boyd Teater, art, architecture, artifacts and archives.",
David Pettyjohn,[00:00:47:20],00:01:04:01,"What a name. And joining us tonight is Chelsee Boehm, Lester Taylor and Henry Whiting. And they'll each say a little bit about themselves. So I will now turn it over to Chelsee. Welcome, everybody.",
Chelsee Boehm,[00:01:04:03],00:01:16:03,"Thank you. David. I'm Chelsee. I am a public historian. I currently work for the Idaho State Historical Society, at the Idaho State Museum.",
Lester Taylor,[00:01:16:05],00:01:19:15,And we. Why don't you start?,
Henry Whiting,[00:01:19:17],00:01:36:17,"Well, I'm Henry Whiting. I am the owner of Teater's home. And I'm looking forward to, to talking to everybody. I'll introduce myself more, more comprehensively and a little bit when I get started here.",
Lester Taylor,[00:01:36:19],00:02:07:06,"Okay. I'm Lester Taylor, and I don't know whether you're supposed to do it this way or not, but I'm talking to you from my library in Tucson, Arizona, and, although I, I have written a book about, art, but I'm not an artist. I'm an art historian, and I not critic. I'm an economist. And I look forward to talking with Henry and Chelsee about art.",
Lester Taylor,[00:02:07:11],00:02:09:17,And these are all right.,
David Pettyjohn,[00:02:09:18],00:02:18:23,"Thank you all very much. So, Chelsee, I think, we'll kind of turn it over to you now to kind of lead the, the discussion.",
Chelsee Boehm,[00:02:19:00],00:02:45:20,"Thank you. So, yeah, I'm Chelsee, I am presenting this evening. I'm participating this evening from Boise, which is the ancestral homeland of the Shoshone Bannock people. So before we begin, I want to pay my respects to the members of that tribe, both past and present. So a little bit of of a summary about how tonight's gonna go.",
Chelsee Boehm,[00:02:45:22],00:03:08:03,"I am going to turn the time over first to Lester, and he's going to tell us about, Rita's life and his art. And then Henry is going to talk about two years now, and then I will follow up at the end with just a brief bit about the archival collection. The writer, the Archie Boyd Teater archival collection at the Idaho State Archives.",
Chelsee Boehm,[00:03:08:05],00:03:30:19,"And some of the artifacts at the Idaho State Museum. So let me share my screen. Oh, can I have permission to share my screen? So, Lester, to begin. Can you tell us a little bit about Archie and his early life?",
Lester Taylor,[00:03:30:21],00:04:04:23,"Certainly. Thanks, Chelsee. Archie was born in 19 oh, and, in Boise. And he grew up, in southeastern Idaho, much of it in, and Boise and a lot of it also in the Hagerman Valley of, along the state route. And in this slide, we see Archie's, father, Peter Boyd Teater and his mother met, meditated.",boise;hagerman
Lester Taylor,[00:04:05:00],00:04:38:24,"And it there were five, five children, two boys and two girls. And in this slide, we have Archie, and his two brothers. Archie is the one, in the center there. And, it might is his, schooling years in Boise and, and much of his teenage years he grew from there is along the snake River in the Higgins Valley.",boise
Lester Taylor,[00:04:39:01],00:05:09:07,"And, he the family was and was in general a very poor one. And Archie didn't get to really didn't get to eighth grade. But, it as he put it, he was requested to leave eighth grade because he was doodling rather than doing his mathematics. And at a very early age, and he's, probably 12, 13 years old.",education
Lester Taylor,[00:05:09:09],00:05:37:13,"He's, he, artist one time that was in a, I guess they called him a book. I just, in, drugstore in Boise. And he was painting portraits and other things. And Archie decided right then in there that he wanted to become rock. But in his teenage years, he spent much of his time, working in logging camps and, in Idaho or.",boise
Lester Taylor,[00:05:37:13],00:06:16:02,"Excuse me. And, or he could. And along the snake River, in mining, gold mining camps, in the Higgins and. Well, and he started painting, in his teens. But he didn't have any formal art instruction until, 1921, when he went to, went to the Portland Art Museum. Important. And in this slide, he chose the, picture of the, in Portland at, at that time.",mining
Lester Taylor,[00:06:16:04],00:07:00:19,"And he spent, two winters, studying art for the Portland Art Museum. And then, he came back to Boise and in, the years, say 1922 to 1928, he spent most of the summers, during those years, in the Sawtooth Mountains, in Idaho. And he would, he would start this summer by working with, with, to, to burros, up to the Sawtooth and spend the summer in Sawtooth, trekking about and painting, in 1928.",boise;environment
Lester Taylor,[00:07:00:21],00:07:30:00,"He oh, this is an interesting slide because this shows him when in the in the, sometime in the 1920s, in his stone dugout that he dug, which actually is, and Henry can correct me on this, Henry took me down to, to this site, several years ago. It's probably about a mile or so from, in, from Peters Mill.",
Lester Taylor,[00:07:30:02],00:08:11:11,"And this is kind of what was left from, from Teater's, dugout, on the bank of the, of the, of the snake River. And the only thing that's left in it other than the rocks is that, is that iron door from, from his stove. But, then in the 1928 first went to Jackson Hole and where he spent summers for essentially the next 50 years, in, in this painting and the Tetons, like in Jackson Hole.",
Lester Taylor,[00:08:11:14],00:08:42:01,"Archie was, an enormously prolific, artist. I can personally account for the whereabouts, obviously not my, my own paintings, although I do have a number of upwards of 4000 of his paintings. And my estimate is that he did at least, double that quantity of the order of the eight, 8000 paintings. This is a painting that we're looking at now.",
Lester Taylor,[00:08:42:03],00:09:16:05,"This is a painting that was done in Hagerman Valley. They wanted, the house in a water wheel and, he did, many, many of his paintings were done in the, in The Hagerman Valley. But also a great, number of them were, done. And they sought to this, this this painting here, was done in 1941, just shortly after Pearl Harbor.",
Lester Taylor,[00:09:16:07],00:09:50:13,"And it shows it's called the sheepherder, and his dog. And it probably is just it's a generic setting, probably in the Hawaiki, plateau or in the, in the white Hawaii and very south, southwestern Idaho. This is, a number of, another of, a very typical, type of painting that, it did of Idaho.",
Lester Taylor,[00:09:50:13],00:10:29:13,"This is his starting school. But you catch him, catch him. Idaho. And it was painted probably about 1935 to 1937. And then, and another of his paintings, I think they should be coming up. The, Oh, yes. This is, this is one of my favorites. It actually was the, the, wedding invitation for my daughter's wedding, and back in 2001.",education
Lester Taylor,[00:10:29:15],00:11:10:24,"And it's Dance at Slaveys, which, this was a, it was a bar. And, Ketchum that was extremely popular in the 1930s. And the. You will notice the, up at the top, the mermaid, that it actually did that painting and it hung in the, in the slaves for many, many years. And I personally have been trying to locate that painting for a number of years, but so, so far with that and with that success, then there should be a painting coming up.",
Lester Taylor,[00:11:11:01],00:11:39:19,"This is, that they chose this sought to use this is an old Stanley, kind of what old Stanley looked like, almost certainly in the early 1930s. And this is a north end of this sawtooth. Then there should be a painting that, that, that shows, this was entitled Dust Storm. Another fairly typical, type of, painting that he did.",
Lester Taylor,[00:11:39:21],00:12:27:05,"And this probably is in an area fairly close to King Hill, east of, east of Boise. Probably not too far away from, well, now seeing the mountains in the background, is probably more of a generic painting, but, then another painting that I certainly went to, should be here is, is a looking kind in 1967, in the winter of 1967, it took it upon himself to paint, upwards of two dozen or more of, of, primarily, yeah.",boise;environment
Lester Taylor,[00:12:27:07],00:12:59:19,"Mining scenes. But he also did this painting of a logging camp. This would be typical of the logging camps that he worked in, when he was a teenager in, in Idaho. And he made an effort in this painting to show essentially everything that went on. Yeah. That was used in terms of, what went on and in terms of the tools and, and the like that, that, in like in camps.",mining
Lester Taylor,[00:12:59:21],00:13:35:17,"And I think next, should be a, this is one of the upwards of two dozen, mining scenes, mines and mining services that you did in 1967. And the purpose of this was to, was to capture, what, mining in the 19 in the teens, 19 in the teens and early 1920s of what mining, was like in southern Idaho.",mining
Lester Taylor,[00:13:35:19],00:14:13:23,"And these paintings were extremely good resource for the history of, of mining in, early history of mining in Idaho. Then I think there should be coming up a slide. And this is a mining camp. This is what, a generic, painting of, mining, of a mining camp along the Snake River and Hagerman Valley what it was like in the in the teens, valleys between 1910, in 1920.",mining
Lester Taylor,[00:14:14:00],00:14:52:05,"And this is actually a very autobiographical painting because in the middle of the snake, you will see that there is a boat and, that really is, Jesus father, and his brothers and they are capturing, what was then just absolutely gigantic, sturgeon and the sturgeon. The sturgeon who is then, caught and then in, over, toward the left, side of the painting, you will see a wagon with sturgeon in the back.",
Lester Taylor,[00:14:52:07],00:15:29:00,"It has itself has put himself in the wagon. And the sturgeon were then subsequently, sold to the mining camp for food for the miners. Now I see the next, next painting. We jump to Jackson Hole. And in 1928, Archie made his first visit to Jackson Hole. Yeah. A, and the, Ford, I'm not sure whether it was a model T or a model A, I think it was a play.",mining
Lester Taylor,[00:15:29:02],00:16:00:12,"And, that was 1928 as he made his first visit and he subsequently, then spent virtually every summer, for the next 15 years in, in Jackson Hole. And during much of the latter part of that, he, he had, his own, studio there and he, among other things, he, painted many, many, Jackson Town scenes.",
Lester Taylor,[00:16:00:14],00:16:38:11,"And the title of this would be Jackson on, Jackson on that Saturday night. And, this is for those of you that know Jackson. This is now Broadway. This is Broadway running through the, into Jackson, looking into the south side of the, of the Jackson County square. Okay. And this is just a fairly typical, genre scene of, Archies.",
Lester Taylor,[00:16:38:13],00:17:32:03,"In. The the slide just before this can get to go back to that, Chelsee, this is one of, Archie's, probably, for locals in Jackson, in Jackson Hole is probably, one of the, of his best known paintings. It, was for years in the Jackson drugstore, and I'm happy to say it is back in the, Jackson drugstore now, although it's not a drugstore, it's, it is a restaurant, but it shows during World War two, when it was decided that, that, the government did not want to, to feed so many elk, you know, in the wintertime, there was an elk massacre.",conflict
Lester Taylor,[00:17:32:03],00:17:44:21,"And this is Archie's painting. Painting, so to speak, what he called the Elk Massacre. What's next, Chelsee?",
Chelsee Boehm,[00:17:44:23],00:17:53:01,"So, Lester, we're getting a little tight on time. Is there something you want me to jump to? That you want to make sure that folks see or.",
