speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,00:00:00:00,00:00:28:07,"Thank you so much for joining us for today's webinar. A program conducted by the Idaho Humanities Council and funded by the Why it Matters civic and electoral participation Initiative, administered by the Federation of State Humanities Councils and funded by the Andrew W Mellon Foundation. If you not familiar with our organization, I encourage you to check out our website, idahohumanities.org.",
Doug Exton,00:00:28:09,00:00:43:23,"I would like to remind you all that you may submit any questions using the Q&A feature located at the bottom of the screen. With me today is Dr. Jeff Lyons, Dr. Jaclyn Kettler, and Steve Utych from Boise State University. It's nice to have you with us today. And I turn it over to you.",
Dr. Jaclyn Kettler,00:00:44:00,00:01:12:01,"Great. Thanks for having us. So we're going to start with just a couple minute kind of opening statement. And then we're excited to take all your questions. So, I'm going to talk just a little bit about some of the kind of voting rights and administration issues that we're thinking about this election and that we know, you know, these are always issues, every presidential election, because we get higher turnout, more people are interested in participating in a presidential election, and there's more attention on it as well.",
Dr. Jaclyn Kettler,00:01:12:03,00:01:35:15,"But of course, Covid 19 has thrown some additional challenges, you know, for election administration this year. And we also want to remember that elections are run by state and local governments. So every state has a different election system and some way voting processes and administrations vary. So knowing that, you know, there will be a few states are kind of facing some different issues.",
Dr. Jaclyn Kettler,00:01:35:20,00:02:05:14,"As we get into the election. So far, we're seeing really high enthusiasm across the country for voting in Idaho. We've surpassed 1 million registered voters, which is really impressive. As at like right after the 2016 election, we had about 850,000. So we've definitely added some since. Since then, we're seeing higher than, than usual early voting numbers across the country and in Idaho.",
Dr. Jaclyn Kettler,00:02:05:16,00:02:26:14,"This is resulting in some longer lines in states. You may where I seen in the news, really long lines, people waiting hours to vote. You know, we still don't. There's a few things kind of motivating those long lines. Some states have had tech issues with, like, voting machines and things. There's also just a lot of people who really want to participate.",
Dr. Jaclyn Kettler,00:02:26:16,00:02:46:06,"There's also some concerns and lack of confidence about the election. So people may want to go out and vote early just to make sure that their vote counts. There's also like lines of social distancing, right? So they're there. They look pretty long. Even when they're moving pretty fast. So that's definitely one thing that people are paying attention to, right.",
Dr. Jaclyn Kettler,00:02:46:06,00:03:11:23,"And concerns on whether or not it's going to take way too long for people to vote and whether people are able to actually, vote. There's also some concerns about voter suppression efforts and whether that'll make an impact on the road. So far, that's minimal. It's, you know, examples of that. But I think there's some concern on Election Day that there might be some intimidation happening across the country.",
Dr. Jaclyn Kettler,00:03:12:00,00:03:37:14,"Michael McDonald, a scholar working with the US Elections Project, has estimated that 60.5 million people have already voted, which is well higher than 2016. So this suggests that we can have really high turnout this year. However, we still don't know whether people have just shifted more voting by mail because they don't want to go vote in person for for Idaho.",
Dr. Jaclyn Kettler,00:03:37:15,00:04:08:20,"I haven't seen statewide numbers yet, but for Ada County, we have about 29,000 that have voted early in-person already. That's not as high as 2016, but we've seen an increase in absentee ballots requested. And so it's likely that some of those, people have shifted over there. So far in Ada County, over 140,000 absentee ballots have been issued and about 93,000 have been returned, which is a pretty good, rate of return for at this point already.",
Dr. Jaclyn Kettler,00:04:08:22,00:04:36:15,"And 27,000 absentee ballots were issued in 2016. So just an example of how people are kind of shifting how they're voting this election. Thinking about early voting and returned absentee ballots, about 122,000 people have already voted in Ada County. We were at about 75,000 in 2016. So again, we've got a pretty high turnout in early and absentee, voting already.",
Dr. Jaclyn Kettler,00:04:36:15,00:05:03:22,"But again, we'll have to wait until after the election to see if this actually results in much higher turnout or whether people have just shifted how they're voting in some county. Other counties in Idaho are also already seeing higher the number of absentee ballots, you know, returns surpassing their 2016 numbers. These the counting of these absentee ballots are a bit challenging, adding in some additional, factors for, our local, county clerks.",
Dr. Jaclyn Kettler,00:05:03:24,00:05:27:19,"They've been at work trying to get more, equipment and also other sorts of mechanisms to prepare for the processing of these absentee ballots, because you have to like check the you have to open the envelopes, check the signatures, make sure everything's been, you know, put together correctly. And this takes some time. And there is a risk that people's ballots will be, not, you know, rejected.",
