speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],00:00:27:27,"Hello everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the IHC or the NEH. My name is Johanna Bringhurst. And joining us today is Ashley. Ashley Kerr is an associate professor of Spanish and Latin American studies at the University of Idaho.",
Johanna Bringhurst,[00:00:27:29],00:00:55:28,"As an undergraduate, Kerr spent a year living in Chile. After graduation, she taught English in Argentine Patagonia as a Fulbright English teaching assistant. She has also taught abroad in Valencia, Spain, Montevideo, Uruguay, and sailed around the Atlantic as a faculty member on Semester at Sea at the University of Idaho. She teaches upper level courses on Latin American culture, literature, and film.",
Johanna Bringhurst,[00:00:56:00],00:01:00:27,Her research focuses on race and gender in Argentina and Uruguay.,
Johanna Bringhurst,[00:01:01:03],00:01:29:05,"In the late 19th and early 20th centuries. Her first book, sex, Schools and Citizens, Gender and Racial Science in Argentina, was named the 2020 Best Book by the 19th Century Studies Section of the Latin American Studies Association. Ashley, thank you for joining me today to talk about the research you have done on the Buenos Aires Zoo and how it was used to shape society at the turn of the last century.",
Dr. Ashley Kerr,[00:01:29:07],00:01:39:08,"Thank you, Johanna, and thank you to everyone that's listening. I like your turn of the last century. That's debating in my head when I say turn of the century. Do people know which turn I'm talking about?",
Johanna Bringhurst,[00:01:39:10],00:01:53:01,"I don't think they do. Now we have to specify. I'm talking about 1900, which is what we're focusing on today. So I'm really curious to learn how did you become interested in Latin America?",
Dr. Ashley Kerr,[00:01:53:04],00:02:17:19,"Yeah, that's a great question. So when I went to college, I went to Middlebury College in Vermont. I thought that I was going to be a biology major, and it took only one lab class where I was counting saplings under four inches of snow before I decided that I actually didn't want to be a biology major. And I had enrolled in a Spanish class because I'd taken some in high school as well, and I really enjoyed it.",education
Dr. Ashley Kerr,[00:02:17:21],00:02:34:10,"and then decided to be a Latin American Studies major because I wouldn't have to pick any particular department. I could take classes in every department as long as it had to do with Latin America. So I did that. I studied abroad in Chile, like you mentioned, and really loved it and wanted to find ways to go back.",
Dr. Ashley Kerr,[00:02:34:12],00:02:48:27,"but honestly, I went to grad school in Spanish because I wasn't really sure what else to do. after I graduated and I thought, yeah, I'm going to try this and see how it goes. And it turns out that I really liked it, and I was pretty good at teaching, so that's how I ended up here.",education
Johanna Bringhurst,[00:02:48:29],00:02:54:20,I love that story. You can follow your heart through school and end up where you should be.,
Dr. Ashley Kerr,[00:02:54:23],00:03:00:08,"Well, and now I end up talking about animals, which is basically biology anyway, so I've really come full circle.",
Johanna Bringhurst,[00:03:00:10],00:03:11:15,"Yeah, we will be very by biology heavy today. you have written about the Buenos Aires Zoo, and I'm really curious how you got into that history.",
Dr. Ashley Kerr,[00:03:11:17],00:03:32:29,"So the zoo in Buenos Aires, I came about in two different ways, really, that came together. So the first is that I had been to Buenos Aires many times and I had visited the zoo. and it's right in the sort of the center of, major part of town. And everybody has a story about when they went to the zoo as a kid or, or things they remember from that.",
Dr. Ashley Kerr,[00:03:32:29],00:04:01:13,"So that was always in the back of my mind. And then my first book, which you mentioned, Sex, Girls and Citizens, is about early Argentine anthropology and its relationship to indigenous people. And one of the anthropologists whose work I was looking at was an Italian who had moved to Argentina, named Clemento Onelli, and only went on to become the second director of the Buenos Aires Zoo, where, as another, one of the scientists I had looked at briefly was the first director of the zoo.",
Dr. Ashley Kerr,[00:04:01:15],00:04:24:27,"And so I sort of was interested in these two figures. And then Covid hit and I was sitting there going, what am I going to do for my next project? And because it was Covid and I couldn't go anywhere, I was searching through online databases, just reading old magazines. And I discovered that in Caritas, which was one of the most popular weekly magazines in the early 20th century, there were articles about the zoo and its animals.",
Dr. Ashley Kerr,[00:04:24:29],00:04:48:15,"Every single issue, and some of them were factual articles like this is What the Zoo Animals Eat, A Day in the Life of the Director. But there were also cartoons using some of the animals. There would be poems about them. When a baby elephant died, there was a eulogy for her that was printed in this magazine. and so I kind of started thinking about this and wondering, okay, what can I do with this zoo?",
Dr. Ashley Kerr,[00:04:48:18],00:05:12:20,"and then, yeah, I started researching it. I had a sabbatical last year, and I was able to go to Argentina for the fall semester. and I basically went to the current zoo and said, hey, I'm here. Do you have any sort of archive? and I'm must have gotten extremely lucky because there was a very kind woman named Maria Jose Micale, who's in charge of heritage.",history
Dr. Ashley Kerr,[00:05:12:23],00:05:32:18,"And she said, actually, we have two rooms filled with boxes. We have no idea what's in the boxes. The boxes have no order. They haven't been cleaned. So you'll want to wear a mask and gloves. But I am happy to give you the run of those boxes. You can open anything up you want as long as you put it back when you're done.",
Dr. Ashley Kerr,[00:05:32:21],00:05:49:14,"and so I spent 3 or 4 months going through these boxes, and she gave me the space. And it's really interesting. I was in a room that was right next to the zoo's kitchens, where they made the food for the animals, and it had big glass windows, and I could see the free range, the free range roaming animals outside.",
Dr. Ashley Kerr,[00:05:49:14],00:06:09:00,"So there'd be peacocks coming by or Patagonian maras, which are kind of like a rabbit or a hare. As I'm sitting here going through these boxes that had documents from 1900, and also every receipt that was ever printed in 1990. you know, I've just been putting that all together now, in writing this book.",
Johanna Bringhurst,[00:06:09:02],00:06:13:06,"Wow, that sounds like a historian's dream come true.",
