speaker,timestamp,End Time,words,tags
,,,,
Johanna Bringhurst,[00:00:00:00],,"Hello, everyone, and welcome to context. This program is brought to you by the Idaho Humanities Council with funding from the National Endowment for the Humanities. The views expressed here today do not necessarily represent those of the IHC or the NEH. My name is Johanna Bringhurst. And joining us today is Doctor Russell Johnson. Doctor Johnson teaches religious studies at the University of Chicago.",
Johanna Bringhurst,[00:00:37:07],,"His research focuses on conflict and the ethics of communication, specifically how good guys versus bad guys narratives shape moral reflection. His courses include villains, evil in philosophy, religion, and film, and arguing on the internet. He is a columnist for savings, and his first book, Beyond Civility and Social Conflict, is forthcoming from Cambridge University Press. Thank you for being with us today to discuss Christmas movies.",
Dr. Russell P. Johnson,[00:01:09:05],,Thanks for having me.,
Johanna Bringhurst,[00:01:10:21],,This is that magical time of year when we cozy up with our favorite holiday films and reflect on the complex relationship between religion and culture. Or at least some of us do.,
Dr. Russell P. Johnson,[00:01:22:13],,"I mean, what else is there to do to get in the Christmas spirit? Then think about the ways of religion and influence with influences our culture.",
Johanna Bringhurst,[00:01:30:13],,"Okay, so, Doctor Johnson, you've written about how Christmas movies illustrate how religious ideas suffuse cultures, even when many in those cultures have abandoned explicit religious commitments. How did this idea take root for you?",
Dr. Russell P. Johnson,[00:01:47:02],,"Well, so I was tasked with, explaining, Max Weber's 1905 book, The Protestant Ethic in the Spirit of Capitalism to my students, it's a classic in religious studies and sociology. and part of what Weber argues in that very influential book is that, Calvinism, the branch of Protestant Christianity continues to influence, European and American cultures in ways that a lot of people might not recognize.",religion
Dr. Russell P. Johnson,[00:02:18:07],,"In particular, through a kind of ascetic, attitude toward work that persists. I mean, for instance, in the the rise and grind mindset, as we experience it now, Weber's didn't use the terms rise and grind in the early 20th centuries. but part of what Weber is arguing is that the the way that influences not just through explicit religious rituals, religious narratives, religious imagery and symbols, but through secular theorized forms that nonetheless preserve some of the content of, of those, really of the religions that that that led to them.",religion;culture
Dr. Russell P. Johnson,[00:03:00:02],,"So, secularization is a process of transformation rather than a process of elimination. And so as I was thinking about that, my mind naturally went to Christmas. And the way that American Christmas is something that pretty clearly has its roots within Christianity. But you could, you know, Jingle Bells, you could go through a whole Christmas season. and not necessarily, think that closely about, the birth of Jesus of Nazareth and you can, as most people, I mean, a lot of people in America celebrate Christmas, and it's not necessarily a quote unquote religious holiday in terms of the observance observances that they have.",religion
Dr. Russell P. Johnson,[00:03:40:12],,"and so as I was thinking about the sort of how the subtle logic of, Christianity influences how people celebrate Christmas, even in a very sort of secularized, commercialized kind of way. My mind naturally went to Christmas movies, and I started realizing that the the logic of a typical Christmas movie, even even one made like, for instance, by hallmark, where their goal is not to spread the gospel, necessarily nonetheless perpetuates some of the same, moral logic, as the forms of Christianity, that that were shaping culture in the 17th, 18th and 19th centuries.",cinema
Johanna Bringhurst,[00:04:23:11],,Films are such an important way of how we tell stories and how we express our feelings and hopes and dreams and wishes for the holidays. So help me understand what is the typical story structure of a holiday film that expresses that thesis.,
Dr. Russell P. Johnson,[00:04:40:01],,"And so typically part of what you need to have a Christmas movie. And of course, the boundaries of what counts as a Christmas movie are disputed. but usually if you were to set out to make a Christmas movie, you would start by establishing your protagonist as, Commercial. in some sense, they're preoccupied with work and success and making an impact.",cinema
Dr. Russell P. Johnson,[00:05:05:17],,"we see this, for instance, in, Buddy the Elf's father preoccupied with business. We see this in, Arnold Schwarzenegger's character in Jingle All the Way. You know, it's Christmas. It's the day before Christmas Eve. And he's, you know, selling mattresses, that sort of thing. Obviously, Ebenezer Scrooge is the prototype, of of this. And even the very first Christmas movie that was made was a telling of, Christmas Carol.",literature;cinema
Dr. Russell P. Johnson,[00:05:32:02],,"back in 1901. so it goes back to that root. So, so you got to start with a character who is not feeling the spirit of Christmas. and then something has to happen that interrupts their routine. and initially they are upset and frustrated at what is happening that is, interrupted their routine. but slowly and surely, they have a change of heart.",literature
Dr. Russell P. Johnson,[00:05:55:11],,"I mean, in the case of the Grinch, their heart grows three sizes. and then, through that interruption, into their preoccupation with material gain and success and reputation, they come to realize that that isn't what ultimately really matters. and what really matters is something like generosity. In the case of Scrooge. Family is a pretty common one.",
Dr. Russell P. Johnson,[00:06:21:02],,"faith, in one sort of another, whether that's a religious faith or just sort of a believing in the spirit of Christmas. and then, the person who is sort of typically alone and alienated at the beginning of the movie, ends the movie, with the people that they care about having their value system transformed, over the course of the events of the film.",religion;cinema
Dr. Russell P. Johnson,[00:06:42:15],,"And so we can see that, that change, that the moral change of the hero through the interruption and into what, whatever the spirit of Christmas means for the screenwriters and directors.",
Johanna Bringhurst,[00:06:56:15],,What are the key Protestant themes that emerge from that story structure?,
Dr. Russell P. Johnson,[00:07:02:08],,"So part of the, the roots, part of the idea of Christianity is that the sense of, unconditional love as an interruption in into our, workaday world. and the way that that gets told is that, we are by nature greedy and materialistic, and that what Jesus teaches us, is that, our proper orientation is not to the world of, success and gain, but rather to, toward God.",environment
Dr. Russell P. Johnson,[00:07:38:10],,"And, as that takes place over the years that, that so, so so the logic of, of conversion, I would say, is crucial to Protestantism. in particular, as, as the sort of, going from preoccupation with the material sinful world to preoccupation with things that are holy, and things that are characterized by love. And oftentimes, historically, unfortunately, the materialistic realm gets, retroactively and stereotypically, attributed to Jews.",religion
