speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:25:09,"All righty. Thank you so much for joining us for today's Connected Conversation, a program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho Humanities Talk. Like to remind you all like Mason, any questions using the Q&A feature located at the bottom of the screen. With me today is HannaLore from the Idaho State Historical Society.",
Doug Exton,[00:00:25:11],00:00:28:16,It's an honor to have you with us today. And I turn it over to you.,
HannaLore Hein,[00:00:28:18],00:00:53:20,"Thank you so much, Doug. Again, my name is HannaLore Hein. I pronounce it ""Hannah, Lori"". And, I'm really, really excited to be here today to talk about, the history of women's clubs and Idaho and volunteerism and philanthropy and, the trends that really developed kind of over the course of American history that allowed for women's clubs to emerge during the Progressive ERA.",
HannaLore Hein,[00:00:53:22],00:01:15:18,"So, quickly, just a little bit about myself. I am the state historian with the Idaho State Historical Society. I have been in this role for about a year and a half, and I am the first woman to hold the title since the 1950s, when the agency, reorganized and made the position, professional and the required credentials.",
HannaLore Hein,[00:01:16:00],00:01:38:09,"I'm also the fifth professional state historian in agency history, and, I'm so grateful to all of the state historians who came before me, who laid such a solid foundation for this position. And I just hope to continue to grow and, provide more access to Idaho history across the state and throughout the region. So I'll go ahead and jump in.",
HannaLore Hein,[00:01:38:11],00:02:04:00,"So we, of course, are coming off of the centennial year of women's suffrage. And so even though this presentation is about women's clubs more generally, I think I would be remiss if I didn't at least mention, that Idaho was one of the early adopters of women's suffrage in U.S. history. We became the fourth state to extend suffrage to women, after Colorado, Utah and Wyoming.",
HannaLore Hein,[00:02:04:02],00:02:25:18,"And I will talk a little bit about how suffrage clubs kind of came into the mix in terms of developing, organizing efforts and things of that nature. But again, given our recent centennial celebration of this amendment to the US Constitution, I wanted to start there.",
HannaLore Hein,[00:02:26:04],00:02:57:06,"When we talk about the Progressive era, we're really looking at a moment in time that spanned from roughly the late 1880s through the 1920s. And historians really characterize this time in history, kind of by widespread social activism and political reform that was really dominated by women reformers attempting to address problems that were emerging because of mass industrialization, urbanization, immigration and political corruption.",migration
HannaLore Hein,[00:02:57:08],00:03:26:11,"But what I hope to do in the first part of my presentation is really show that it's really hard to put a start or stop date on things throughout history. So even if you look as far back in American history as the colonial era, we start to see trends and, almost outliers in history of women who were trying to fight for a louder voice or trying to participate in civic or political life.",history
HannaLore Hein,[00:03:26:20],00:03:58:03,"Outside of of the ways that society maybe expected them to. And so it was kind of during the colonial period and really throughout the revolutionary period, that primarily upper class, white women tried to expand their spheres of influence by embracing a concept of an otherwise, and the Oxford English Dictionary defines benevolence as the disposition to do good or the desire to promote happiness of others.",history
HannaLore Hein,[00:03:58:05],00:04:41:07,"Generosity and a charitable feeling. And so, during the late 1700s and early 1800s, what we see happening is, again, upper class women trying to exert their influence on society through benevolence. So we see, sometimes the wives or the daughters of merchants, having a little bit more free time as market economies emerged and as, their role in producing home goods and food and clothing, maybe decreased slightly, but they could now turn that time and their attention to more benevolent efforts and, benevolent organizations.",
HannaLore Hein,[00:04:41:09],00:05:23:05,"One of the women kind of during this period, who was incredibly vocal about women's roles in society, both in civic life and political life, was Abigail Adams, who, of course, became one of our very first first ladies. And Abigail Adams, again, using her position of privilege, was very vocal about how the newly emerging republic. You know, this new country, the United States, was setting the foundation for women to participate or not participate in, civic life and in political life.",
