speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:14:14,This program is funded through a more Perfect Union initiative of the National Endowment for the Humanities.,
Doug Exton,[00:00:14:16],00:00:22:10,"All right. With me today is Raffi Andonian, celebrity historian to explore the American Dream.",
Raffi Andonian,[00:00:22:12],00:00:50:22,"All right, well, thank you to Idaho Humanities Council for doing this. I'm very excited to be here and to talk about the American dream across time. I am a celebrity historian. I have a history in the National Park Service, as you can see there in the photo of me years ago on a Civil War battlefield working. And of course, we have fought over the American dream so often, both bloody and not bloody, and including on these battlefields or sometimes in protests.",conflict
Raffi Andonian,[00:00:50:22],00:01:15:18,"So we're going to walk through a few centuries of seeing how the American dream came to be and what we're fighting over, and how it's contested. Looking back to 1607, what many consider the beginnings of the pre United States. Now, of course, in 1607 there was no United States. But this is the first permanent English colony which is Jamestown, Virginia.",
Raffi Andonian,[00:01:15:20],00:01:44:14,"And it started with the Virginia Company. The Virginia Company was a corporation. And that corporation had a royal charter with King James supporting it. But the corporation had investors that funded this colony to go across the Atlantic Ocean from England to the North American mainland and try to make a profit by bringing back resources, much like you would in a colony, to then, produce and manufacture in England.",
Raffi Andonian,[00:01:44:16],00:02:21:24,"Now, what's fascinating here is a couple of things in why you think of the beginnings of the American dream here. One is that you have this public private partnership, right? You have the king, the crown, and a corporation working together on this venture, hoping to make money. And two is once the folks that are here in Virginia or in Virginia, when I say here, here in North America, but particularly in Virginia, which you see some scenes of here with the James River, up in the upper left and a monument to John Smith, who we all know in the middle and on the right you see an archeological site that is still remaining from the",
Raffi Andonian,[00:02:21:24],00:02:43:10,"era in Jamestown, Virginia, today. But when the people were here, the Englishmen, they had a hard time surviving for several years. They needed the help of the local American Indian groups to get by the difficult winters and food supply, and just knowing the landscape and the environment around them, as well as diplomatically, because there are different groups that are not always friendly.",environment
Raffi Andonian,[00:02:43:12],00:03:18:01,"And so in that context, they first had to help of the indigenous people, but later eventually would no longer have that as they would continue to build rivalries and perhaps not exactly have great relations. Right between American Indian groups and Englishmen. But down south in Virginia is not the only place that this was happening. While in Virginia, it was a profit motive up in New England, particularly in Massachusetts, it was more idealistic, not so much the corporation, not so much about men, not so much about finding raw materials, but creating an idealistic society.",indigenous
Raffi Andonian,[00:03:18:03],00:03:44:19,"And here is where we often would look to for ideals of the United States. When we look backward on the left is John Winthrop. He gave a famous sermon in 1630, early in Massachusetts lifespan, that they that the United States, or what we consider United States today, but Massachusetts, particularly for him, this region would be seen as a city on a hill, a shining beacon in the darkness.",religion
Raffi Andonian,[00:03:44:21],00:04:05:16,"And you would later hear, for example, President Ronald Reagan referred to a city on a hill in the 1980s. So this still has staying power with us today. When we look toward what the United States has to offer, not just the economic opportunity that we see in Virginia, but the ideals of religious freedom and idealistic society where groups fit together.",religion
Raffi Andonian,[00:04:05:16],00:04:27:07,"Family structure a lot of these ideas come from the Puritans in Massachusetts in this period. Now go 100 years later in the same place in Massachusetts in 1749, you have Jonathan Edwards. He gives a sermon also. Now his sermon is called one of his many sermons. The famous one is called sinners in the hands of an Angry God.",religion
Raffi Andonian,[00:04:27:09],00:05:02:06,"And this is one of the key pieces of literature and, oratory that gives fire to what is now called the Great Awakening, which is a big religious fervor, a movement that takes place across, the North American English colonies in the mid-18th century. And in the process of doing so, there is this idea that while you might sin in the hands of an angry God, there is an opportunity for redemption and opportunity to redeem yourself and to improve and to be saved again.",literature;religion
Raffi Andonian,[00:05:02:08],00:05:39:15,"And these principles, to me, serve into the American dream later, because we often think of the United States as a place where you get renewal, a place where you can lead back the sins or the bad things, or the bad positions of the old world, and come back to the United States and visualize and dream all these things that we're seeing where there the economic opportunity that Virginia saw, whether it's a shining city on a hill, the land of opportunity that John Winthrop saw and for Jonathan Edwards, the opportunity to redeem yourself, to leave back your sins and to renew and rebirth as an American.",
