speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:21:24,"Thank you so much for joining us for tonight's Connected Conversation. A program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho Humanities Talk. I would like to remind you all that you may submit any questions using the Q&A feature located at the bottom of the screen.",
Doug Exton,[00:00:22:01],00:00:36:07,"With me tonight is Lisa McClain from Boise State University. Sorry to have you with us tonight, and if you are also attending this as extra credit, please just message your name. To the panelists. I turn it over to you, Lisa.",
Dr. Lisa McClain,[00:00:36:09],00:00:57:19,"Wonderful. Thank you so much, Doug, and thank you to the Idaho Humanities Council for making this possible. And to everyone who's taking the time to, attend tonight, I hope it will be educational as well as entertaining. I want to start out with just asking you to consider some really broad, general questions. How do we see ourselves?",
Dr. Lisa McClain,[00:00:57:21],00:01:23:22,"How do we see the world? And how does the world see us? These are questions in the 21st century that the exposure of the selfie, for example, really gets to, how do we want the world to see us and how do we massage our social media presence, in essence, as one aspect of this issue? We are hardly the first people to do this.",
Dr. Lisa McClain,[00:01:24:06],00:01:48:14,"As a matter of fact, it seems to be, I think, part of our human condition to really take an interest in our self-presentation. And we really see this in the time period we're going to talk about tonight, the Renaissance and Reformation era, which I am defining for tonight as starting about 1350 and lasting all the way until the 18th century, depending on where you happen to live in Europe at the time.",
Dr. Lisa McClain,[00:01:48:16],00:02:17:16,"And we really see these questions of self-presentation occurring in the art of this time period. I'm going to share screen real quick and we're going to have lots of pictures tonight. So I encourage you to make them big on your own screen. I wanted to remind you that during the Renaissance era, the entire purpose of art changed, and we're really going to see that reflected tonight.",
Dr. Lisa McClain,[00:02:17:22],00:02:43:15,"Both of these images that I'm showing you are of the exact same person, the Virgin Mary. And yet I'm willing to bet most of you would not have guessed. The image on the left. Which is known as the Carolingian Madonna, would have been readily identifiable to you as the Virgin Mary. But the reason for this is this is really, an elite piece of art for the era of the Carolingian Madonna from the ninth century.",
Dr. Lisa McClain,[00:02:43:17],00:03:14:14,"But it presents the Virgin Mary symbolically, and the people of the time would have understood how to read the symbolism. Things such as if you follow my cursor. She has the nimbus above her head, indicating her saintliness. She is clearly identified as a woman because she's holding spindle, a woman's instrument. She's sitting on a carefully, ornately wrought chair or throne as Queen of heaven and holding a scepter in the form of a cross.",
Dr. Lisa McClain,[00:03:14:19],00:03:58:09,"People would have understood that. I'm guessing, however, that most of you probably would have had an easier time recognizing Fra' Fillipo Lippi's Madonna from the Renaissance era. And that's because art has changed from being symbolic representation of reality to being a more realistic presentation of the subject. Thanks to the Renaissance, the goal was to reproduce a sense of reality through the art, and there's a new value on the individual that really highlights individual men and women, rather than just groups or generic representations like this.",
Dr. Lisa McClain,[00:03:58:09],00:04:26:20,"This face could have probably been just about any woman. But for all Philip Lupis, this presentation shows us a very specific individual woman. And we really see this, with, deluge of women in portraiture at the time. So this is about self-representation. And you have contracted with an artist like Leonardo da Vinci in order to present you in a certain way.",
Dr. Lisa McClain,[00:04:26:22],00:04:46:23,"And I presumed most of you would be familiar with the Mona Lisa. So I wanted to show you what I consider to be a less well known portrait of da Vinci. This is a portrait of Never Dependency, who was the Florentine noblewoman in the late 15th century. She was about 16 years old when her family commissioned this portrait.",
Dr. Lisa McClain,[00:04:47:00],00:05:21:07,"Most art historians conjecture that this is an engagement portrait, and it's not just meant to show what DaVinci looked like. It's also meant to communicate some clear messages about Dubinsky as an about to be married woman. One symbolic message, for example, is you might notice this greenery around Davinci's head. That's juniper. And in Renaissance Italy, juniper was considered to be associated with female virtue and chastity.",
