speaker,timestamp,End Time,words,tags
,,,,
Jennifer Holley,[00:00:00:00],00:00:36:19,"Oh hi everybody. Thank you so much for joining us tonight for to for tonight's Connected Conversation. A program connected conducted by the Idaho Humanities Council. I am Jennifer Holley, director of programs and development. If you are not familiar with our organization, I encourage you to check out our website at Idaho humanities.org. If you have any questions tonight, please use the Q&A feature located at the bottom of your screen.",
Jennifer Holley,[00:00:36:21],00:00:52:00,"With me tonight is Carole Skinner, owner of the Flicks Movie Theater that has been in downtown Boise for 36 years. It is an honor to have you with us tonight. And I turn it over to you, Carol. Thank you for being here.",
Carole Skinner,[00:00:52:02],00:01:14:18,"Thanks so much for having me. I was pleasantly surprised when you invited me, and I just I saw all the people with PhDs ahead of me, and I was thinking, well, this will be fun. So thanks a lot for having me. And I know you want me to talk about independent films and not just do an infomercial on the Flicks movie theater, so I promise that's what I'm going to do.",
Carole Skinner,[00:01:14:20],00:01:48:18,"And apparently some people don't know what independent film is, and I just wanted to talk about that a little bit. So independent filmmakers have an idea, maybe a story they want to tell or an event that they've witnessed or that they've heard about that they want to make a movie about. And so, rather than, than going through the studio system, they, write the story, they cast the film, they do the first two locations, they shoot the film, they edit the film, and when it's all done, it's usually pretty much what they wanted it to be.",cinema
Carole Skinner,[00:01:48:20],00:02:23:02,"If you use the studio system, you can get a more polished look to a film a lot of times, but you lose that individual vision. Unless you're someone like, you know, say, Steven Spielberg or Alfred Hitchcock, who have complete control. But a lot of times, when you go through the studios and the people in the suits get to say, you know, I think you should, you know, like, for example, or, like Hoffman from Idaho, when he did his first studio backed film, they wanted him to call Some Girls, which wasn't the title that he gave it.",cinema
Carole Skinner,[00:02:23:04],00:02:41:16,"And, he wasn't. First of all, he wasn't happy that they wanted him to change the title, but then they wanted him to put a cute dog in it. And, you know, right there your your control is gone. So, that's kind of what I'm talking about with independent films. They, you know, a lot of independent filmmakers are self-taught.",
Carole Skinner,[00:02:41:16],00:03:05:09,"Some of them do go to film school. Some of them are lucky enough to have done a short film, which is a lot of, how a lot of filmmakers get started with filmmaking. They do a short film and then they get a chance to, like, show it to people at a Sundance lab who help them workshop it into a complete, complete film.",cinema;education
Carole Skinner,[00:03:05:11],00:03:23:20,"Slingblade is an example of that. That was an award winning short, and they helped him turn that into a movie. I know that's way before many people's time, but we played it, and I still remember it because it was a really big impact film.",cinema
Carole Skinner,[00:03:23:22],00:03:49:21,"One thing about independent films is that you don't really have the budget that you have with the studio, so the film might not be as polished. I remember going to the Telluride Film Festival in 1988, and Terence Davies, was premiering his first feature, Distant Voices Still Alive. And he was there at the festival, which is one of the great things about film festivals, is that you get to hear the, the directors, and sometimes the actors talk about their work.",cinema;culture
Carole Skinner,[00:03:49:23],00:04:14:11,"And, there had been a scene in the movie where, one of the characters falls through a glass ceiling. It's a very dramatic scene. And afterwards, during the Q&A, he explained that the good thing that scene worked because he only had money to do it. One so that's that's, one thing that's different about independent films is that you just have to work within your budget.",cinema
Carole Skinner,[00:04:14:13],00:04:39:15,"You might not have, you know, car chases and you might not get them to clear the streets of New York City for you to make your movie. But, at least it's yours. And many, independent filmmakers later do go on to do studio films. I'm thinking of, like George Lucas, who long ago did a movie called 1138, or Martin Scorsese, who did Mean Streets.",cinema
Carole Skinner,[00:04:39:17],00:05:10:15,"Christopher Nolan, who's a very popular filmmaker right now. He he just made Tenet, the film that was supposed to, you know, revive and bring back the movie industry during this pandemic. He made a really great movie, with Guy Pearce called memento. And, you know, a lot of independent filmmakers are documentary filmmakers, and they go into warzones and they go into, you know, war torn countries, or they explore other, stories that they find interesting.",cinema;conflict
Carole Skinner,[00:05:10:17],00:05:36:05,"The filmmaker Errol Morris to this movie called The Thin Blue Line. A number of years ago, a man who had been passing through Texas was arrested for murder. He spent seven years, after he was convicted on death row. And it just didn't add up. And Errol Morris started researching that, that event. And he was actually able to get him released from prison and exonerated.",cinema
Carole Skinner,[00:05:36:07],00:05:51:22,"And, you know, the movie takes you all the way through all the steps and how he did that. And it's quite amazing what an impact a special film like that can make to really save someone's life.",cinema
Carole Skinner,[00:05:51:24],00:06:10:06,"I wanted to look at my notes because I know I forgot something. I, I'm sure there'll be lots of questions, but I wanted to tell a little bit more about that. Oh, I know, so one thing that I especially like about independent films is that they they focus on character and story. I feel like there's a trend lately.",literature
Carole Skinner,[00:06:10:08],00:06:42:15,"Well, not too lately because not much is happening in the film world. But in the last few years, a lot of studio movies are sequels and they have Roman numerals. A lot of times I say one thing we don't do the Flicks was that we don't show any movies that have a Roman numeral after them. But a lot of studio films now not only are sequels or superhero movies, but they're, you know, car crashes and explosions and I feel like when you go to those movies, you're just bombarded, bombarded with visual and auditory stimuli.",cinema
Carole Skinner,[00:06:42:17],00:07:06:16,"But at the end, do you really remember the story or any of the characters names? I feel like it's just, noise in a lot of ways. And although in the past, I think so many wonderful studio films have been made also, and I don't want to make it sound like only independent filmmakers make good films. But I just think it's a trend now to not focus on character and story.",literature
Carole Skinner,[00:07:06:16],00:07:31:18,"And, you know, the same thing I love about books is what I love about movies, which is character and story. I thought it'd be fun to tell you a couple of stories about movies I've seen. I've been an avid moviegoer my whole life. The first movie I remember seeing, my family and I were on a ship going from, New York to Germany.",literature;cinema
Carole Skinner,[00:07:31:18],00:07:54:02,"My dad was in the Army, and they showed a movie called Hi‐Lili, Hi‐Lo And that's the song. The movie starred Leslie Caron, and, I was allowed to stay up and watch it. I remember I had a pink flannel like gown on. I was four, I think I said that, and, it was just like, you know, Wonderland to me to see a movie.",cinema
Carole Skinner,[00:07:54:04],00:08:16:16,"And of course, we didn't have television then, so it was, you know, just an amazing thing to see a story and people up on a big screen, The next movie I want to tell you about is when I was, ten, I got to see Alfred Hitchcock's Vertigo. Movie post. They have, a movie theater.",cinema
