speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:25:18,"Thank you so much for joining us for tonight's Connected Conversation. A program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho humanities.org. I'd like to remind you all that you may submit any questions using the Q&A feature located at the bottom of the screen. With me tonight is Doctor Matthew Miles from BYU Idaho.",
Doug Exton,[00:00:25:20],00:00:29:19,It's nice to have you with us tonight. And I turn it over to you.,
Matthew Miles,[00:00:29:21],00:00:42:07,"Thank you very much, Doug, and thanks to everybody for attending. I'm going to share my screen with you real quick just because it'll help, the presenters.",
Matthew Miles,[00:00:42:09],00:01:05:00,"So as I thought about what to share, related to presidential inaugurations, I thought, you know, in many ways, the upcoming inauguration is going to be historic. And, oftentimes what we hear in the media, we talk about things that are unprecedented, things that have never happened before. And so I want to just kind of do a brief history of presidential inaugurations.",
Matthew Miles,[00:01:05:02],00:01:28:04,"I'll touch on, closer to the end, some kind of unique Idaho, things related to presidential inaugurations. But mostly the intent is to, give some kind of context to, the current inauguration that Joe Biden's preparing for and and how that kind of fits with the broader American history, the history of the United States.",
Matthew Miles,[00:01:28:06],00:01:55:19,"So the oath of office is in the US Constitution. Article two says exactly. What the incoming president should say before they become president, the United States, and it has the oath that they should take. As with most things that United States history, when there's something in the Constitution, it's sort of left to the individuals who hold the offices to interpret what that means.",
Matthew Miles,[00:01:55:21],00:02:32:11,"So early on in, presidential inauguration, we have a lot of firsts. So, for example, George Washington took the oath of office at Federal Hall in New York City. There's a statue there today. And George Washington, after he took the oath of office, he actually kissed the Bible. And there were fireworks to celebrate it. But because there was a pressing business, there was no inaugural ball held after George Washington's, inauguration, after he took the oath of office and his wife didn't even attend.",religion
Matthew Miles,[00:02:32:13],00:02:59:19,"So it's an early country and, the traditions and the norms that have been established. But this, tradition of kissing, the Bible after reciting the oath becomes kind of a long standing tradition that lasts for quite a long time. The idea of having a celebration and after the, oath of office, the kind of like it builds as, as time goes on.",history;culture;religion
Matthew Miles,[00:02:59:21],00:03:34:10,"John Adams, he's the first president to receive the oath of office from the chief justice of the United States Supreme Court. Again, that's not in the Constitution, but that's a norm that becomes established after John Adams. John Adams. So people ask questions about, like, presidential greatness. I always put George Washington on the list of the greatest presidents of the United States because, in my view, his willingness to step down is instrumental in creating the kind of democracy that we have today.",
Matthew Miles,[00:03:34:12],00:03:56:22,"When I talk about democracy, I use it kind of as a broad term. So people will sometimes say, well, the United States isn't a democracy where a representative from a republic of some kind, but democracy in its broadest sense, is any form of government that strives to derive their power from the people. And so if you hear me use the term democracy, try not to get too upset.",
Matthew Miles,[00:03:56:22],00:04:24:10,"I think of all forms of government that that derive their power from the people, or try to allow the subjects of voice to be and, included in government. I call all of us democracy is kind of a broad term. Anyhow, political scientists note how rare it is for, a new democracy to have a leader that steps down and leaves power.",
Matthew Miles,[00:04:24:12],00:04:52:06,"It's very common for, new societies. They come in with these democratic ideals or these promises, and then the the new leaders don't step down. So the fact that John Adams even becomes president of the United States, is, is noteworthy in terms of human history. But, more noteworthy than that, is the, coming into power of Thomas Jefferson.",
Matthew Miles,[00:04:52:08],00:05:20:23,"So, the 1800 election was a very contentious election. Although the founders were worried about what would happen if there were political parties or factions in Washington by the 1800 election, there had clearly emerged factions, in Congress, and there were two sides competing with each other and, and the language that they use probably wouldn't be offensive to us today, but it was offensive to people then.",
Matthew Miles,[00:05:21:00],00:05:43:19,"And it was it was bitter, to the point that, you can this is not part of the inauguration, but the election of 1800 is famous for, the House of Representatives, kind of taking a long time to decide who would be president, because at that time, the president and vice president, the first place was president's second place was vice president.",
Matthew Miles,[00:05:43:19],00:06:20:14,"And Jefferson ran on, a ticket with, Aaron Burr. And that's that's a long story. But because this was the first transfer of power from one political party to another political party, that was contentious, America was divided. Again, this is a very important time in the history of the United States, because political scientists will tell you that you don't have a true democracy until you have the transfer of power from one party to an opposing party, and then to some other opposing party after that.",
Matthew Miles,[00:06:20:16],00:06:52:19,"So by a political science definition, we don't really have a democracy in the United States until after, Andrew Jackson was elected president. So Jefferson represents this first transfer of power from from the, Washington, Adams kind of political party to the Jefferson Union political party. And it was contentious. So it's there's some notable firsts. It's the first inauguration that happens in Washington, DC.",
Matthew Miles,[00:06:52:21],00:07:39:01,"It's the first, inauguration where, Jefferson, walks, to and from the swearing in ceremony, the marine band plays, and that becomes a precedent that continues to the present. Thomas Jefferson, although he was really powerful in writing, did not enjoy public speaking very much. And so, he began this custom where he would write down, he would he would write to Congress, and I think that given the context of this first transfer of power from one party to another, I think that some of the text of his inaugural address becomes important to think about.",religion
Matthew Miles,[00:07:39:03],00:08:01:08,"Again, it's short, and, he submitted it to a newspaper for publication the day of the inauguration. But if you if you read the entire address, which I didn't want to put here, to make everyone have to read the whole address, I just highlight some things that I think are important. But he talks about how there was a contentious election and now it's over.",
