speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:33:06,"Thank you so much for joining us for tonight's Connected Conversation. A program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho humanities.org. I would like to remind you all that you may submit any questions using the Q&A feature located at the bottom of the screen. With me tonight is Salome Mwangi, and she serves as the Refugee Speaker's Bureau coordinator at the Idaho Office for Refugees.",
Doug Exton,[00:00:33:06],00:00:36:14,"It's an honor to have you with us tonight, and I turn it over to you.",
Salome Mwangi,[00:00:36:16],00:01:00:24,"Thank you. Thank you so much, Doug. It's such a privilege and an honor to be sharing some of my experiences as somebody who came here as a refugee and also working within the refugee community and coordinating the Refugee Speakers Bureau, which is part of the Idaho Office for Refugees.",
Salome Mwangi,[00:01:01:01],00:01:38:02,"Excuse me. So the genesis of the refugee resettlement program here in the United States started in with the Disabled, Displaced Persons Act of 1948 at the in the wake of the end of the World War two. And then in 1975, there was the resettlement of Indochinese refugees through an ad hoc refugee task force, which had temporary funding at the time, and then the 1980 Refugee Act, which was passed by Congress.",migration;conflict
Salome Mwangi,[00:01:38:04],00:02:25:01,"Which and what that did is that it aligned itself with the US, UN, the United Nations definition for refugee. And I just thought we'd take a few steps back into what that looked like in Idaho, because this is the general US picture. The genesis of the program in Idaho started in 1975. The then governor, John Evans, was able to resettle people to allow people to come to the states through the Indochinese Refugee Resettlement program, and at that time, the people who are being resettled were the refugees from Vietnam, from Laos, from Cambodia and other southeast countries, Southeast Asia countries.",migration
Salome Mwangi,[00:02:25:03],00:02:48:04,"You can tell I'm a little nervous, but I'm going to settle down. And then after that, there was refugee groups fleeing the oppressive Soviet regime from Eastern Europe. And after that, then there was the other refugee groups that came that sought, resettlement and ended up here.",migration
Salome Mwangi,[00:02:48:06],00:03:20:00,"So I thought we would take a look and find out. So who is a refugee? How do you get assigned that title of refugee? So refugees are people who have fled their country and are unwilling or unable to return back to their homeland because of persecution or a well-founded fear of persecution based on one of the following based on their race, their nationality, their religion, their political opinion, or their social group?",migration
Salome Mwangi,[00:03:20:02],00:03:43:23,"In my opinion, I have found that, and really practically on the ground that it really usually isn't just one thing. It could be your religion and your political opinion or your nationality and the national group that you belong to. So any one of these five, as long as you are fleeing your country because of persecution or a well-founded fear persecution, then that qualifies you to be a refugee.",migration
Salome Mwangi,[00:03:44:03],00:04:07:09,"Now, in order for you to be a refugee, you do have to cross an international border. So you flee from your country, and usually people go to the neighboring country. The human being is an amazing person because we are the eternal optimists, hoping that the situation will die down and that we will be able to go back to, countries of origin.",migration
