speaker,timestamp,End Time,words,tags
,,,,
Doug Exton,[00:00:00:00],00:00:27:00,"Thank you so much for joining me for tonight's Connected Conversation, a program conducted by the Idaho Humanities Council. If you're not familiar with our organization, I encourage you to check out our website, Idaho Humanities Talk. I'd like to remind you all that you may submit any questions using the Q&A feature located at the bottom of the screen. Any questions submitted in the chat may not be answered.",
Doug Exton,[00:00:27:02],00:00:32:15,"With me tonight is Shauna Hillman, and it is an honor to have you with us tonight. And I turn it over to you, Shauna.",
Shauna Hillman,[00:00:32:17],00:00:54:05,"Thank you. Thank thank you to the Idaho Humanities Council Connected Conversations Program for this opportunity to share the unique history of the Coeur d'Alene Mining District, Shoshone County, Silver Valley, Idaho.",
Shauna Hillman,[00:00:54:07],00:01:21:06,"The Coeur d'Alene Mining District is 24 miles long by nine miles wide. We have a ski resort at each end and three golf courses in between, and two crown jewel bicycle rides within the county. And we're surrounded by 600 miles of national forest. And we mined $53 million worth of production. Or last year. The history of Shoshone County reads like a dime.",mining
Shauna Hillman,[00:01:21:06],00:01:39:06,"Novel. Murder. Mayhem, mining money. Men and prostitution. Many of the mining laws written in 1872 came from the court cases out of the Coeur d'Alene mining district.",literature;mining
Shauna Hillman,[00:01:39:08],00:02:15:12,"The military commissioned Lieutenant John Mullan to build a highway from Fort Walla Walla, Washington to Fort Benton, Montana. He began the route in 1859, choosing the South Fork of the Coeur d'Alene River. His troops built 29 bridges over the South Fork and had to rebuild many of them year after year. As the spring storms destroyed his construction. Maybe Lieutenant Mullen wondered if he should have chosen a route near Saint Mary's or Sandpoint during the construction of the Military highway.",labor;sandpoint
Shauna Hillman,[00:02:15:14],00:02:52:17,"Gold was discovered on Jackass Flats. Lieutenant Mullen ordered his men to keep the news quiet so that they could finish the route at about the same time. Prospector Tom Irwin arrived on the South Fork. He dug in at it and mined for gold. Apparently, the riches weren't great enough because he closed the adit and never returned. Today you can visit that famous gold mine, the Crystal gold mine near Kellogg.",
Shauna Hillman,[00:02:52:19],00:03:27:02,"Andrew Pritchard discovered gold on the North Fork of the Coeur d'Alene River. He wanted to keep the discovery quiet until he had a chance to return to Portland, Oregon, to recruit his Evolutionist Society members to locate in the Bitterroot Mountains for a life of wealth and seclusion. Northern Pacific Railroad Company had a completely different plan. This new transcontinental railroad began a promotion touting possible the last gold rush in the lower 48 states.",environment;economy
Shauna Hillman,[00:03:27:04],00:04:03:07,"Eagle city streets were paved with gold, and every prospector had a chance to become a wealthy man. The railroad company professed the tracks to go right by the mining camp. The only failed to mention that the bitter routes were between the tracks and the gold. So to get to this great gold rush, you only had to ride the train to the Pacific Northwest through Billings and Missoula, Montana, along the Clark Fork through Sandpoint, down through restroom to Quarter Lane.",mining;sandpoint
Shauna Hillman,[00:04:03:09],00:04:43:06,"Catch a steamboat to Harrison up the Coeur d'Alene River to Cataldo, and then find a boat or a horse to get you another 35 miles to Eagle City, where there were only 5000 other prospectors looking for easy gold. The gold rush continued along Prichard, quick to the more sustainable community of Murray. But the mother lode was elusive, so the community leaders hired a prospector to travel over the nearby mountain in search of the more sustainable minerals and an opportunity to build communities.",agriculture;economy
Shauna Hillman,[00:04:43:08],00:05:17:10,"Noah Kellogg did just that, and that reads landing. The Bunker Hill and Sullivan Mine was discovered and soon the smelter was built. The Galena District was founded, and mines and mills were built along Canyon Creek and down the South Fork of the Coeur d'Alene River. The ore needed to be shipped to smelters. Back to the railroads. The Coeur d'Alene mining District needed transportation for freight and people.",mining
Shauna Hillman,[00:05:17:12],00:06:01:03,"In Montana. Entrepreneur DC Corbin proposed to work with Northern Pacific Railroad Company to build a narrow gauge railroad from Tallow to Wallace. At the same time, another narrow gauge line was built from Burke to Wallace. By 1886, the valuable silver or was shipped in in reverse along the same arduous path as the gold miners took. To find the gold rush, only the ore had to be loaded and unloaded to the stern wheelers on the main railroad line at Cataldo and Coeur d'Alene.",mining
Shauna Hillman,[00:06:01:05],00:06:33:06,"The route worked fine until Oregon, Washington Rail and Navigation, backed by the Union Pacific Railroad, gained permits to build their track through the Coeur d'Alene Indian Reservation. The railroad continued and closely followed the town of Mullens. Military route. From the southern tip of Lake Coeur d'Alene to Wallace. A sidebar here. By this time, the railroads were in heated court battles for the Coeur d'Alene mining district.",labor;indigenous;conflict;mining
Shauna Hillman,[00:06:33:06],00:07:09:07,"Business. Northern Pacific Railroad built on O, W, r, and air surveyed lands near Wallace and DC. Corbin offered the Northern Pacific a 999 year lease if they would back the Cronin for $60,000. Very soon after, the Northern Pacific bought out the Coeur d'Alene Rail and Navigation for $220,000. Now we have two transcontinental railroad companies competing for or concentrate in the smelters.",
Shauna Hillman,[00:07:09:09],00:07:43:24,"We experienced freight rate wars. The corp. The cost was $5 a ton. If a mining company shipped or concentrates to a Northern Pacific Rail owned smelter on Northern Pacific rail line and the same to a Union Pacific smelter. But if a company desired to ship or concentrates to an outside company smelter, the cost was $10 a ton. What was a struggling mining company to do?",mining;labor
Shauna Hillman,[00:07:44:01],00:08:19:00,"Mine laborers accused owners of shortchanging their wages, to be able to pay higher investment dividends to eastern investors. Laborers wanted $3.50 a day underground wages. In 1892. The laborers put a point to their demands when they blew up the Frisco mill on Canyon Creek. The Butte Miners Union took notice of the miners in the Coeur d'Alene, and Marshall Law came to the Coeur d'Alene mining district to enforce order.",economy;labor;mining
Shauna Hillman,[00:08:19:02],00:08:50:07,"The issue was not settled and the miners decided to make another stand. In 1899. LW Hutton, engineer for the Northern Pacific Railway Company, ran his train to power to pick up or concentrate. One early morning in April, he was greeted by gun toting miners. They commandeered his train. They loaded more men, guns and explosives as they rolled down Canyon Creek.",
Shauna Hillman,[00:08:50:09],00:09:28:09,"The train rolled through Wallace and Kellogg, where the miners demolished Bunker Hill smelter with dynamite. The smelter was sticks. The miners were rounded up and put in bullpens, and the governor once again declared martial law in the Coeur d'Alene Mining district. Buffalo soldiers were brought in from Missoula to enforce the law. There will be a convention of Buffalo Soldiers in Missoula in 2022, and they will visit Wallace, the Northern Pacific Railway fire engineer, hunting as he thought.",mining
Shauna Hillman,[00:09:28:09],00:09:58:06,"They thought that he didn't resist the railway hijackers. Really? The men had guns. Within the next year, Hutton and other de mine investors would discover a big silver strike at the Hercules mine in Burke. The Hercules would be the first mine in the Coeur d'Alene to pay out $1 million in dividends. And mine owners would begin to move to Spokane.",
Shauna Hillman,[00:09:58:08],00:10:29:22,"Hecla mining company was incorporated in Idaho at Wallace. Over 100 years later, Hecla is lucky Friday. Mine is no. Hecla mining company is known as the oldest natural resource company listed on the New York Stock Exchange. The Lucky Friday is still in production at 8000ft underground and very progressive in mining and milling processes. President Theodore Roosevelt arrived in Wallace.",mining
Shauna Hillman,[00:10:29:22],00:11:01:21,"One can only speculate at the many reasons why a political figure would come to the Coeur d'Alene mining district in 1903. Roosevelt may have been on the campaign trail. Remember, president McKinley was assassinated. Roosevelt was president, but he was running for his first elected term. The Coeur d'Alene mining district, just out of martial law, was also mining lead and silver, both metals needed for a progressive and prosperous nation.",mining
Shauna Hillman,[00:11:01:23],00:11:38:19,"Gifford Pinchot was working with Roosevelt and Haven to advocate Congress to fund the United States Forest Service. And Roosevelt was political allies with Senator Weldon Haber, a mine speculator. He lived in Wallis, and he owned the Polaris Mill just west of town. Roosevelt arrived in town on the Northern Pacific Railway. He rode in a parade. He gave a town hall rah rah speech, and then he had tea with the mine owners.",
Shauna Hillman,[00:11:38:21],00:12:11:01,"No wonder there was a $5,000 budget for flags, bunting, and surely a donation to the campaign. The Great Fire of 1910 was a massive and destructive disaster to North Idaho. The winter of 1909 was snowy. The spring was wet, but the summer months kept getting hotter and drier. The cause of the fire is unclear, but certainly may have been caused by numerous factors.",
Shauna Hillman,[00:12:11:03],00:12:47:06,"The railroads may not have been diligent in suppressing their sparks. Campers may have been careless. Farmers may have left stumps burning. And then there were the dry lightning storms. But certainly there was not any rain. The small fires grew bigger, and the fires created a firestorm that approached Wallace on August 21st and 22. Excuse me, 22. Fortunately, the wind caught the fire and forced it along the south hill and saving the downtown district from certain destruction.",
Shauna Hillman,[00:12:47:08],00:13:15:22,"The east side of Wallace burned, and the fire raged up Canyon Creek, but at a slower pace, as the area had been harvested for mined timbers, homes, businesses, firewood. And the fire continued to burn for 3 million acres into Canada. When a national snowstorm helped extinguish, one of the heroes of the Great Fire of 1910 was Ranger Ed Pulaski.",
Shauna Hillman,[00:13:15:24],00:13:45:15,"He saw the firestorm coming at his crew in the Lake Elk region, so he ran his firefighters over the ridge to the West Fork of Placer Creek to the Nicholson at it. Ranger Pulaski held 42 firefighters in the mine until the fire passed over. The men limped into Wallace to be greeted with a hero's welcome. Today we have a two mile interpretive hike along the West Fork of Placer Creek.",
Shauna Hillman,[00:13:45:20],00:14:18:19,"To tell you the story of the Big Bird and the brave men who fought the fire, Shauna day, the Shug. There's the Chicago, Milwaukee, Saint Paul and Pacific Railroad Company returned to the Bitterroot to assess damages and begin to run the railroad over trestles and bridges. Within two weeks of the Big Bird, you can experience 15 miles of this once electrified railroad over the Bitterroot Mountains on the route of the Hiawatha Bike ride.",environment
Shauna Hillman,[00:14:18:21],00:15:00:05,"And they'll shuttle you back to the top. Communities in the Coeur d'Alene mining district continued to expand, take over. Thrive, merge and grow. They became economically tied to Spokane. Union Pacific carried passengers to Spokane until 1969. Northern Pacific Railway was part of the Burlington Northern merger in 1970, and Interstate 90 was under construction. The Northern Pacific Depot was listed on the National Register of Historic Places in 1976 by the Idaho State Historical Society.",mining;labor
Shauna Hillman,[00:15:00:07],00:15:30:09,"This action, a walk and an awareness in the community that maybe Wallace was a unique mining camp built by mine owners. The first draft of Interstate 90 was presented to the town in 1977. There were no favorable opinions. The freeway proposed to be elevated 25ft, cut through the north side of the business district, and in case the river in concrete.",mining;literature
Shauna Hillman,[00:15:30:11],00:16:03:07,"Certainly the town would have died a noisy death. Miss Nancy Lee Hanson enlisted the help of Mr. Harry Magnuson to stall the freeway and devise a method to save Wallace. He filed a lawsuit against the Idaho Department of Transportation for the lack of an environmental impact statement on the South Fork of the Coeur d'Alene River. As they were building the interstate on the Idaho side of Lookout Pass, the court action was tied up for 17 years.",
