time,title,description
[1:00],Sam Piwash's lumber business; Italian murders during railroad building,"Sam Piwash logged scrap timber. Murder of Italians during railroad building. Most went back to Europe during World War I (WWI). If they liked you, they were good friends. Sam Samowitch."
[10:00],Good relationships with Native Americans; they lived near Kendrick depending on the season,"Indians camping near the house were friendly to Arthur. They could herd their horses effortlessly. Their land was taken from them. They wintered in canyons by Kendrick, came up in summer."
[15:00],Local gypsies as thieves,Gypsies stole and picked pockets. The best way to meet them on your place was with a gun.
[17:00],"In winter, lumberjacks traveled around trading beer for free lunches","Many tramps were lumberjacks who couldn't get work. Saloons in Spokane had free lunch counters if you brought beer; lumberjacks went from one to another in winter, when they had little money. Scandinavians liked stock-fish and shingle-bread."
[24:00],Poker games; moonshine; sick on moldy food and beer,People played a lot of poker. One day $2500 changed hands over a yellow pine stump. Getting sick from beer and mildewed peas. A wagon drives by with sixteen gallon jugs of moonshine.
[30:00],Cattle and wagon trails; 1890 Depression hard on families,"Old cow and wagon trails. Food was cheap, but nobody had money in early 1890s. A family loses the only fifty cents they have for winter."
[39:00],Father's first homestead; problems with no money and needing to file the claim,"Mistakes in first survey. Father's first homestead, across creek, turns out to be on a school section. Some lose claims because they haven't money to complete filing. Arthur's sister loans a few dollars to his father so he can afford to file. Father can't afford to file on his pre-emption."
[46:00],"Early farming methods for rye (scythe, mower, tractor)",The family's early farming methods. Father makes a straight scythe handle that is easier to cut with. Raising rye for flour. Using a hind-cut mower.
[56:00],Arthur brought in cattle for Magnuson to sell,Bringing in cattle for Magnuson to sell to railroad camps; some cattle were half wild. Family moved down on ridge to over-winter their cattle.
[1:00:00],Keeping cattle over the winter,Over-wintering on ridge (continued). Keeping cattle apart. Handling half wild cattle.
[1:05:00],Arthur breaks in an outlaw horse; Lutheran Church,Breaking an outlaw horse. This surprises the boys at church.
[1:15:00],"Advice on yellow jackets and hornets, bees","Arthur has a way with animals and yellow jackets. If you hold your breath, a yellow jacket can't sting. Hornets."
[1:21:00],Big Bend country sheep,Most farmers had only a few cows. Problems with sheep from the Big Bend country; dividing up range. Arthur's family had a few sheep that cleared brush.
[1:28:00],"Other homesteading families: Halsteth, Wells (African American)",First class at Wells school. Halsteth family. Early logging was with oxen.
[1:30:00],"Wildness of early cattle, oxen","Wildness of early cattle. Yoking oxen; they were better than horses for logging. Oxen hauled to skid roads, then horses to mills. Handling logs at sawmills. Low price for lumber."
[1:38:00],Town of Potlatch beginnings,"Founding of town of Deary by Potlatch Lumber Company on old Blailock, Cooks and Roundtree homesteads. The town grew fast."
[1:46:00],Arthur constructed homes after he retired from railroad work,"Arthur built houses and worked around home, after his railroad work. A fine milk cow, that raised fat calves."
[1:51:00],Boarder Bill Helmer in winter; Arhtur as surveyor,"Bill Helmer boards at the Bjerke house in winter. Arthur surveys section corners and railroad paths with him in the woods. They work well together, surveying Potlatch holdings over a large area. Condition of timber then."
[2:00:00],"Early murders in Deary area, other crimes",Suspicions of early murders in Deary area. A prospector disappears from Shea Meadow. A lawless outfit.
