time,title,description
[0:00],Foster School of Healing;,"Foster School of Healing was the center of Juliaetta. It didn't increase population, but brought in outsiders. His cancer cure. His belief in nutrition and natural foods. Self-help."
[12:00],Church History;,"Church history of Juliaetta and Kendrick. Presbyterians were probably the first. Sharing ministers between the towns. Foster started his own Christian Church in Juliaetta. Baptists in Juliaetta couldn't sell their church building to the Nazarenes, although they wanted to. The life cycle of congregations in towns."
[26:00],Religion;,People were not much more religious then than now; human nature has always been the same. When revivals came people went regardless of denomination because it was something to do.
[29:00],Meeting in the Juliaetta Park;,"Meeting in the Juliaetta Park on Children's Day of all the Sunday school classes and people from all around, (continued)"
[30:00],Children's Presentations;,Children's presentations at the Children's Day celebration. The picnic. A misunderstanding during the war led to the end of the program.
[39:00],Armistice Day;,On Armistice Day the German Methodist minister was the only one who knew The Star-Spangled Banner. Then the children sang all the verses of My Country 'Tis of Thee. Anti-German sentiment: Kendrick decided to try to wipe out Cameron.
[45:00],Many people wouldn't trade with Alexander,"Many people wouldn't trade with Alexander because he was Jewish. He was a good man who willingly gave credit. He was very community-minded. After his death his wife took over, let help go, and might have made it except that the store burnt down."
[52:00],Trading with the Indians;,"Trading with the Indians at the store - they liked the way Alexander treated them. Indians bought only one item at a time - they were afraid of being cheated by whites. Discrimination against Indians in Lewiston. Divided opinion about them to Juliaetta. Racism against Indians because we think our culture must be better than theirs. She very liked the Indians in the store, although they required patience."
[1:00:00],Indian church services;,Indian church services - The Lord's Prayer in sign language. Acceptance of Indians and other racial groups. The Bible speaks of the common blood of all mankind.
[1:07:00],Indian Children;,"Indians seldom brought children into the store; if children came in, they were extremely well behaved. Because of their rejection, Indians do not initiate speaking or hand shaking. Indians are now uniting as a people."
[1:13:00],Indian Prayer Meetings;,The beauty and unity of Indian prayer meetings. Their feeling that they have all the time in the world. Indian denominations.
[1:20:00],Revivals;,Revivals. Their purpose. The altar call. Today's emphasis on revival rather than conversion. Conversion there were many who were not Christians.
