time,title,description
[0:00],Homesteading of Avon by families from Cheney area; father was a foreman,"Homesteading of Avon by families who knew each other from the Cheney area. At Cheney there was work for the railroad, father was foreman of Chinese laborers. Part of father's wagon train from California was massacred."
[9:00],Came to Avon for employment; neighborhood gatherings; moved to a log cabin,"They came to Avon for employment as homesteaders. Neighborhood gatherings for barn raisings. Moving to their new log cabin in deep snow when she was three. The cabin. Mother loaned their sewing machine, which was the only one in the neighborhood."
[17:00],Breaking the roads; heavy snowfalls,Breaking the roads with teams was a community undertaking Heavy snowfalls with timber cover and no wind.
[21:00],Christmas Eve party at uncle's house,Going to uncle's house for Christmas Eve party across a bridge with dangerously high melting snow. They stayed all night.
[28:00],Mail delivery from Moscow weekly,Mail was brought to Avon from Moscow weekly. Post office at the Park's home. Avon chosen as name rather than Vassar.
[30:00],Play on the homestead; work tasks; switching back and forth with adjoining school,Play on the homestead. Work tasks - armfuls of wood from the woodpile. Changing back and forth with the adjoining school to help each other hold their districts. Learning at school. Comparative strictness of parents.
[44:00],Wore Idaho overshoes over their shoes; home-grown food; neighborhood road work,In the hard times most children wore Idaho overshoes - gunny sacks - over their shoes to school in winter. Butchering and other home-grown food. Nearly everyone was in the same circumstances. Father worked out in harvest. Neighborhood road work.
[51:00],People around Avon; high education of the Axel family,"Scandinavians were nearly all south of Deary, while the people around Avon were ""white folks."" High education of the Axel family."
[55:00],First funeral at the cemetery; Sunday school; community church services,"First funeral at cemetery was Jasper King, killed dynamiting stumps. Sunday school. Community church services led by a Quaker bachelor with a tuning fork. Circuit riders and revivals: ministers stayed with local families for a week at a time, perhaps for a month in a neighborhood."
[1:00:00],Living in uncle's house in Avon; men did the shopping; dust ruffles; dresses,"Living their first few years in Avon at uncle's house. Beds and bedding. Few settlers left Avon in the early years; when the Graybill family left for Spokane everyone cried. Most girls had only one dress fit to wear to school. Women tried to protect themselves against the bad dust on trips, but seldom went to town; the men did the shopping and even bought dress material. Dust ruffles; all dresses were floor length. Every woman wanted to have one good black dress for special occasions, and a dress for summer and winter."
[1:12:00],Visiting done on Sundays; mother shamed children for squabbling; women's work; midwives and childbirth; breaking in shoes,"Most visiting was done on Sundays, or to help out, especially in sickness. Mother shamed children for squabbling while she was at a home where the mother had died. When the men worked out things went wrong at home. Women's work. Midwives and childbirth; a new baby at home. Stress on care of shoes. Breaking in high heels for her aunt. Ten days in bed after birth."
[1:25:00],Living with relatives for a better education; quit before finishing eighth grade; differences from country school; sister's death from tuberculosis,"She and her sister took their last grades of school in Spokane, living with relatives, because parents thought they'd get a better education. Mother persuaded them not to buy bananas on the train. She had to quit before finishing eighth grade when mother needed help with her last baby. A shortage of oranges. Differences from country school. Sister's death from tuberculosis,"
[1:30:00],"Tuberculosis; making ""Klondike lanterns""","Tuberculosis. Making ""Klondike lanterns"" from tin cans and a candle."
[1:33:00],Working as a cook at the Luella mica mine; dance at another mine; driving through a storm,Working as a cook at the Luella mica mine near Avon. The mica expert stole a three hundred pound block of mica for himself. Her friend Monica Peterson worked trimming and cutting the mica. A dance at another mine. Driving supplies through a storm.
[1:44:00],Halloween night dream of Earl Grannis; eight year courtship,"Her Halloween night dream of Earl Grannis, whom she had never seen. Eight year courtship with her previous beau. A shower instead of a shivaree - a dollar from Chuck Wells. Earl ran the livery barn and pool hall in Deary."
[1:49:00],Closeness of Joe Wells family; dinner at the Prices,"Closeness of Joe Wells family to many Avon families; they had dinner at the Prices. People went to see Mary's baby to see if it started as ""white"". Newer people at Deary were not as accepting of the Wells'."
[1:54:00],Chuck Wells afraid when after a murderer; Clements murdered his wife,"Chuck Wells turned ""white"" from fear when he and others were after a murderer. Clements had gunned down his wife, whom he'd met through a matrimonial."
[2:00:00],Clements frightened young people but played cards with her grandfather,"Clements had an ornary reputation, and frightened the young people; but he played cards with her grandfather every week. His wife was plain but capable. The wife had stayed with Mrs. Grannis' sisters after he threatened her."
[2:04:00],Dance at the McGowan's home in Deary,"Going to a special dance at the McGowan's home in Deary, where the ""servant girl"" sat in the next room and looked in. The McGowans were Deary's elite, and didn't mix much."
[2:09:00],Cooking and cleaning up camps,Cooking work for threshing and gyppos. IWW's made Potlatch clean up camps.
