time,title,description
[1:00],"Parents came to America in 1888 to Ashtabula, OH; returned to Sweden to marry in 1892; return to Duluth 1895","Parents came to America about 1888 to Ashtabula, Ohio, for two years. They returned to Sweden to marry in 1892, returning in 1895 to Duluth, where life was hard. Family moves to Blaine, near wife's sister, and then to Nora to work at the mill; mother agrees to cook at mill."
[9:00],Moving to Troy in 1905; mother died in 1911; had to learn English in school; unhappy with war being declared,"Sister's finger caught in a trap. While moving to Troy in 1905, a neighbor came out with lemonade for the family. Mother's death in 1911. A housekeeper. Had to learn English in school. Unhappy with war being declared. Decided to become a horseman and farmer from being on uncle's farm as a boy. Father starts farming on Burnt Ridge because of health in 1919. Burnt Ridge school center of social life."
[24:00],Starvation and depression in Sweden made people come to America; Uncle Charlie got one meal a day for delivering groceries and eventually made a partner in the grocery business,"Starvation and depression in Sweden made people come to America. Uncle Charlie got one meal a day for delivering groceries in Duluth. Eventually he was made a partner in the grocery business, just because he had labored for free and was trustworthy. He was impressed by Ernie's knowledge of butchering."
[30:00],"Father splices loading rope which broke, shutting down waterfront work in Duluth; father had one month of school, but worked many skilled jobs","Father splices loading rope which broke, shutting down waterfront work in Duluth. Father had one month of school, but worked at many skilled jobs, and even knit stockings for his children."
[35:00],"Many Swedes stopped in Ashtabula; people didn't believe they had freedom of worship, with one state church; present government support in Sweden","Many Swedes stopped in Ashtabula. People didn't believe they had freedom of worship, with one state church. Present government support in Sweden."
[40:00],Hot day in Nora; father yells at him playing in log pilel man killed by log geing rolled into Burnt Ridge canyon,Hot day in Nora. Father yells at him playing on log pile. A man killed by a log being rolled into Burnt Ridge canyon.
[44:00],Horse teams hauling lumber to Troy Lumber Company in winter,Fascinated by horse teams hauling lumber to Troy Lumber Company in town in winter. Kids hitched onto the rear with their bobsleds and sledded back down the hills. Horses riding on six feet of snow. Teams made up of one horse and one mule. Building the kind of barn he wanted. He disliked cows because they jumped fences.
[53:00],Drunk men stumble up the hill behind a horse; playing ball and skating on the creek,"Seven drunk men stumble up the hill behind a horse. Boys pick fights with him and his brother in Troy, and he makes a bullwhip. Playing ball and skating on the creek. Year round fishing, with springs feeding the creeks in the hills."
[1:00:00],Sawmills sold lumber to Genesee area; logging big timber in canyons within the last twenty years; origin of Burnt Ridge's name,"Sawmills sold lumber to Genesee area, and hand hewn ties for railroads. Logging big timber in canyons within the last twenty years. Burnt Ridge named because it was burnt over, separated from American Ridge because people got lost trying to locate the area."
[1:08:00],Farming on Burnt Ridge ridge was good until depression,"Farming on Burnt Ridge. First years good, until Depression."
[1:12:00],Falling into a hog pen as a boy in his Sunday best,Falling into a hog pen as a boy in his Sunday best.
[1:15:00],"Joe Wells appears at farm on the ridge, where does the chores for shelter and meals","Joe Wells appears at a farm on the ridge where the wife is alone, and gets shelter and meals as he does the chores. Mr. Settle is given trouble when he comes to Moscow, and tells them they are black inside, while he is black outside. Wells family said to be best in Deary community."
[1:23:00],Father stacks grain for the first time on his farm; quality of construction and craftsmanship,Father stacks grain for the first time on his farm. Quality of construction and craftsmanship in the early days.
[1:28:00],Starting a farm; being good to others,Starting to farm. Being good to others.
