time,title,description
[1:00],Poor conditions growing up in Greece; the industry there; irrigation problems; worked at a bakery,Poor conditions where he grew up in Greece. Industry there; irrigation problems. He worked in a bakery on an island away from home.
[11:00],Many came to America intending to make money then go back home,"People heard about America; many came intending to make money and go back. Some succeeded, others failed."
[16:00],Men who had already learned English acted as interpreters; working on the railroad,Men who had already learned English acted as interpreters. Working on the railroad was very hard for him at first.
[22:00],"After landing in New York, his group was sent south; in St. Louis met up with Greeks who were also shipping to Spokane; railroad was all manual labor","After landing in New York, his group was sent south on another boat. In St. Louis they met up with Greeks who knew some English and were also shipping to Spokane, like them, by train. People didn't want to go to the ""wild west"". Railroad work was all manual labor. The interpreter got the group the job from the employment agency. There were many other groups from southern Europe. They quit if they didn't like the jobs."
[31:00],First job was building tracks into Walla Walla cannery; living sixteen to a boxcar; railroads were chief industry then; tough to save money,"His first job was building tracks into a Walla Walla cannery. Loading dirt and shovelling gravel. Wages: $1.30 for a ten hour day. Living sixteen to a boxcar. Having to move in the middle of baking bread. Railroads were the chief industry then. His crew was composed of men from his home town, some here before he was. Refusing a job that looked like a bad situation It was very tough to save money, but some of the old fellows could. Section work was easier in winter."
[53:00],"Working on construction at White Salmon, OR; work was year-round; foremen were Americans","Working on construction at White Salmon, Oregon. Work was year-round, without much blowing-in like lumberjacks. Working on the section in winter. Heating boxcars with coal. The foremen were Americans, and watched the men. He was strong."
[59:00],Came to Potlatch from Oregon in 1914,"He came to Potlatch in 1914, after being laid off at Heppner, Oregon. His two cousins at Potlatch wrote and told him to come."
[1:01:00],First job in Potlatch gained by lying about previous work experience at a mill,He got first job at Potlatch by lying that he had worked in a mill before. Working at Potlatch better than railroad. Thirty Greeks at Potlatch were from his hometown of Dedemah.
[1:08:00],Housing for Greeks at Potlatch; building burnt down by Greeks unaware about hot ashes; new housing,Housing for Greeks at Potlatch. Manure at Potlatch went to Japanese garden. Building burnt down by a Greek who didn't know about hot ashes. New housing for Greeks.
[1:15:00],Italians outnumbered Greeks; foreigners did semi-skilled work,Italians outnumbered Greeks. Foreigners did semi-skilled work.
[1:20:00],He lived with Greek friends; learning to speak English; left Potlatch during WWI to work in shipyard on the coast,"He lived with his Greek friends. Learning to speak English despite obstacles and little opportunity to use language. He left Potlatch for a while during first world war to work in shipyard on the coast. He joined Masonic lodge in 1945 when only a few Greeks remained in Potlatch, and learned more English. English language is harder than Greek, especially spelling."
[1:29:00],At first he was too soft for hard work in American with bakery hands,At first he was too soft for hard work in American with bakery hands.
[1:31:00],Most Greeks had to leave Potlatch during depression; company support men with families who were in debt for humanitarian reasons,"Most Greeks had to leave Potlatch during the depression. For humanitarian reasons, company had to support men with families, who were in debt. One Greek kept his planer job because he was an old timer. When the mill started up again, many were not hired back."
[1:38:00],Dealings with William Laird on behalf of Greeks who knew less English; Laird cared for people,His dealings with William Laird on behalf of Greeks who knew less English than he did. Laird cared for the people. Laird assured the people they'd get their money from the Potlatch bank after a large embezzlement.
[1:50:00],Social life of Greeks was separate from rest of town; Greeks refused membership at gym during WWI,Social life of Greeks was separate from rest of town. Greeks were refused membership in the gymnasium during the first war. Greeks played pinochle and gambled some.
[1:53:00],Italian social life was bowling-type game; Italian drinking; foreman started strike to push his own interests,Italian social life was a bowling-type game. Italian drinking. The foreman of the green chain started a strike and pushed his own interests.
[1:59:00],Huge sales at the Potlatch store brought people from around the country,Huge sales at the Potlatch store brought people from around the country.
[2:00:00],Representing his friends because he knew some English. Friends took care of each other more then.,Representing his friends because he knew some English. Friends took care of each other more then.
[2:04:00],People held on to mill jobs so it was hard to advance; working past retirement; people disliked foreigners taking jobs,People held on to their mill jobs then so it was hard to advance. Working past retirement age. People disliked foreigners holding good jobs; they were hard to get without speaking good English. Foremen favored their own nationality.
[2:12:00],Immigration slowed after 1915 because of quota. Need for foreign labor to build country.,Immigration slowed after 1915 because of quota. Need for foreign labor to build country.
[2:16:00],Italians didn't want to go to Catholic church in Potlatch; priest refused to take foreman for his funeral; no Greek Orthodox services in Potlatch,Italians didn't want to go to Catholic church in Potlatch. The priest refused to take the foreman for his funeral after death. There were no Greek Orthodox services in Potlatch or the area.
[2:22:00],Greeks fairly satisfied at Potlatch; town was not open to competetive business; no beer could be sold,Greeks were fairly satisfied at Potlatch. Lack of Greeks because the town was not open to competitive business. No beer could be sold.
[2:27:00],Sawmill workers have to keep up with the work flow,Sawmill workers have to keep up with the work flow.
