time,title,description
[0:00],Homer David helping Frank Robinson when he first came to Moscow; the expansion of Psychiana; the beginning of the Idahonian; and starting a pharmacy to lower prices in town,"Homer David helped Frank Robinson when he first came to Moscow. Robinson's initial funding for Psychiana from Moscow people. Expansion of Psychiana. Robinson’s citizenship troubles. He showed Harry his tape recorder to protect himself. His purchase of Robinson Lake for the county, preventing private investors from developing it. Beginning of the Idahonian. Starting a pharmacy to lower prices in town. He returned a great sum of money from an Egyptian prince."
[9:00],Discussion of Robinson being sincere; his relationship with Clifford Drury; competition with the Star Mirror newspaper,"Robinson was sincere. His relationship to Clifford Drury, who said his principles were derived from Mary Baker Eddy. Competition with the Star Mirror grew from printing."
[14:00],Attitudes of other denominations towards Robinson; his generous charity towards the poor in the county,"Attitude of other denominations towards Robinson. His family attended the Presbyterian church, and he came to see his daughter in pageants. His withdrawal of financial support for the new church tower. His generous charity for the poor in the county."
[17:00],Robinson's wife being a bishop to avoid taxes; Alfred Robinson not believing in his father's work,Meeting a Michigan innkeeper who was a student of Robinson. He ordered a helicopter to help rescue two lost boys. His wife was a bishop to avoid taxes. His son Alfred couldn't continue father's work because he didn't believe in it. Mrs. Robinson. Robinson was a good family man. He bought two identical suits. Trouble with his zipper during a lecture.
[27:00],Discussion of Robinson's appearance; the appeal of Robinson's teachings; Dr. Drury's study meetings on religion,Robinson's appearance. A man brought him a bouquet of roses. Appeal of Robinson's teachings. Norman Vincent Peale subscribed to his material. Dr. Drury's study meetings on religion.
[30:00],Drury's support for Robinson; Robinson's desire for an audience and egotism,Drury's support for Robinson. Value of religions. Robinson's moral nature. His desire for an audience and egotism.
[39:00],His employees were fired if they discussed his literature; Robinson's youth center; friendship with Bill Marineau.,His employees were fired if they discussed his literature. Robinson's youth center. Friendship with Bill Marineau.
[42:00],"Discussion of George Lamphere, his character, and his drinking; Rivalry between the papers",George Lamphere was as strong-willed as Robinson. Lamphere's character and drinking. Rivalry between the papers.
[48:00],Local businessman didn't support Robinson; discussion of his material possessions and loneliness,Lack of support among businessmen for Robinson. His material possessions: a Dusenberg and a theatre pipe organ. Robinson's loneliness.
[57:00],Mrs. Robinson protesting against unpatriotic talk; her second marriage and character,Mrs. Robinson protested publicly against an unpatriotic talk. Her second marriage. Her character. Her lack of social life. His meditating.
[1:00:00],Robinson's support from Borah during his passport troubles,Robinson's support from Borah during his passport troubles.
[1:04:00],Careers that young people were interested in; Scouting being character building and a good diversion for boys,"Young people were interested in the careers that were popular. Scouting was character building, and boys had few other diversions."
[1:07:00],The Robinsons' spending a lot of money; Alfred having difficulty carrying on Psychiana,The Robinsons' spent a lot of money. Alfred had great difficulty carrying on Psychiana. Function of Psychiana for Dr. Robinson's ego.
