time,title,description
[0:00],From Drizin; came to America at age 17,"He is from Drizin (formerly Dimalis), near Poros, Greece. He came to America at age 17."
[2:00],Work and food where he grew up; mother harvested fruit and helped neighbors,"The people were poor where he grew up. Their work. Food to eat. Mother worked outside only to harvest fruit, or when neighbors needed help."
[8:00],Father worked on railroad in California; food from their land in Greece; work in America was hard,Father came to America in 1910 to work on the railroad in California. He came home with enough money to buy a little coffee house. Food from the land they owned in Greece. Father said the work in America was hard.
[14:00],Coming to America; steel mill near Chicago; sent a ticket from his friend in Potlatch,"His coming to America with two friends. The brother-in-law of one worked in a steel mill near Chicago; he tried to get Mike a shoeshine job, but in the meantime he was sent a ticket from his friend at Potlatch."
[20:00],Working and living in Potlatch; sharing responsibilities; first job catching edges; last job as a lumber grader,"Working and living at Potlatch. Five guys hatched together, sharing responsibilities. His first job was catching edges. He had good chances to trade jobs for a short while to learn new jobs. His last job, when the mill shut down in '31, was lumber grader."
[25:00],Learning to shine shoes; parlor in Lewiston; purchased a shoe shine parlor,A friend showed him how to shine shoes when he was off work in Lewiston. He bought and sold half interest in a parlor in Lewiston after the mill shut down. Then he hung around a friend's garden near Asotin. Purchase of his present shoe shine parlor from a black who was in debt and wanted $600.
[30:00],Buying a shoe shine parlor,Buying shoe shine parlor for $400. Purchase of new chairs and foot rests.
[38:00],Business during the Depression; people ruin shoes with cheap polish; girls working World War II,"Enough business in Depression for him and partner to get by. Most people who got shoeshines are working people or outsiders, not the rich. Many ruin shoes with cheap polish. He had three girls working during World War II."
[44:00],Segregation of housing in Potlatch; weekends in Spokane; mixing in the sawmill,"Segregation of housing in Potlatch as company town. Greek community living in Potlatch - gambling, weekends with a friend in Spokane. Italians in Potlatch made wine. Mixing of Italians and Greeks. Greeks mixed with Americans in sawmill."
[54:00],Man who gambled with them; silk from Japan; loaning and borrowing money between friends,"A Japanese man who gambled with the Greeks and was their friend - he sent them silk from Japan. Friendship meant that people could loan and borrow money, but today borrowers can't be trusted,"
[1:00:00],Sending money to the old country; friends at Potlatch were Greek,Men would borrow money to send back to old country. Most of his friends at Potlatch were Greek - sharing house with Gus Demus.
[1:02:00],Gus Demus moved back to Greece; Mike's relatives think he's rich,"Gus Demus went back to Greece to live after he retired from Potlatch, but his relatives got most of his money and he came back. Mike's relatives think he's rich because he's been in America for a long time."
[1:11:00],Sent $500 for his sister's dowry; sister died of the flu,"He sent $500 for his sister's dowry, but she died of the flu, so he decided to sign the money over to his father."
[1:17:00],Returned to Greece during the Depression and married; chances to marry; family life in America,Married Greeks in Potlatch sent some money back to their families; some Greeks returned to Greece during the Depression and married. He had chances to marry. Family life in America is declining. We would be in a depression now without welfare and social security. Prostitution was necessary to make a living in the depression. Women who tried to borrow money from him.
[1:28:00],IWWs brought longer days and higher pay; conditions were bad; Four-L meeting in Potlatch,"IWWs brought eight hour day and higher pay. They organized in the woods because conditions were so bad there, but not in Potlatch. A Four-L meeting in Potlatch: the general manager told the men that they were making enough, but spending it."
[1:30:00],Laird's defense of foreign workers; sign language in the mill,Laird's defense of foreign workers when men wanted to replace them during the depression. Sign language in the mill.
[1:37:00],Rate of work in the mill; docked for staying home on Christmas; returned to Greece when mill shut down,"Rate of work in mill. In those days men could learn various jobs by trading places. Greeks worked inside the mill, Italians outside. John Meyer was a good foreman who liked Greeks because they were dependable. He docked Chris a week for staying home on Christmas. Greeks and Americans got along very well. Groups got together to shoot dice. Most returned to Greece when mill shut down in October, 1932."
[1:49:00],Learning English; saving money; moved to Lewiston; stay at Elk River until winter snows,It took a long time to learn English because men used sign language in the mill. Some saved money; others like him spent money but had a steady job until the mill shut down. He didn't miss Potlatch after he moved to Lewiston. His brief stay at Elk River until the winter snows.
[1:57:00],Greeks working in Potlatch; name of showshine parlor,In 1914 about 50 Greeks worked in Potlatch - where they came from. Why he stayed in America. Name of the shoeshine parlor.
