time,title,description
[1:00],Polly Bemis' Life and Settlement,"Polly Bemis. She is King Hong's chattel, entertaining and cooking for men at Warren's Diggings. Charlie Bemis wins her in an almost fatal poker game with Hong. They wed and live on Polly Creek on the Salmon River, with hospitality and in isolation. Her self-sufficiency."
[12:00],May Arkwright Hutton's Fight for Women's Rights,"May Arkwright Hutton. She learns of labor rights in the Ohio Valley. She keeps a boarding house in the Coeur d'Alenes, known for her wonderful cooking. Her wedding. She gets rich on Hercules Mine stock. She goes to Spokane to enter high society and fight for women's right to vote. She puts the ladies in their places. Her poem about the Elks. Her husband establishes the Hutton Settlement, a home for orphans, in her memory. She led the Idaho suffrage movement, (cont.)"
[30:00],May Arkwright Hutton's Work for Labor Rights,Her work for labor during the mining struggle in the Coeur d'Alenes.
[32:00],Molly Bedamn's History,"Molly Bedamn. An innocent girl, she turns to prostitution to pay her husband's debts. How she got her nickname. Her generosity and kindness to those in need. Her grave in Murray is still cared for."
[37:00],Jane Silcott's History,"Jane Silcott. Friendship of her father, Chief Timothy, for the whites. She leads Pierce mining party around hostile Nez Perces. She runs ferry across the Clearwater with her husband John. Robbing of her grave."
[49:00],The desire for equal rights,Desire of Lola Clyde and other women for equality in the early days. Subservience of women to their husbands. Responsibilities of pioneer women. Old country people were more backward in attitudes towards women. Many women were smart enough to play the game.
[1:00:00],Drinking during Prohibition,Irresponsible drinking. There was less drinking during Prohibition. Education is the way to deal with the problem.
[1:03:00],Homesteading in Clearwater County,"Women homesteaders in the Clearwater country. Most homesteaded only in the summer, and didn't work very hard. They planned to sell their homesteads to Potlatch Lumber Company, which wasn't legal."
[1:07:00],Early women's liberation,Bobbing hair was early women's liberation. Interest in trust-busting.
[1:09:00],Teaching career,"Becoming a teacher. Her interest began by helping younger children while a schoolgirl. Going to school and teaching. Desire to become rural supervisor; work as a critic teacher. She writes first Idaho course in remedial reading. She reduces thousands of common errors to basic rules of grammar for another teacher's doctorate. Decides to marry after seeing spinster teachers. Serves on local school board, grades papers for Dr. Brosman and learns about history. She wanted children to read for comprehension, a revolutionary development."
[1:22:00],Life as a farm wife,How married life as a farm wife prevented her from teaching school - she put her efforts into raising the children.
[1:26:00],Moscow during the Depression,Depression days. Married women teachers were fired in Moscow during the depression. Poverty of local people in the depression - wrapping a newborn baby in newspapers. Keeping the hired hands through the winter - one year they hadn't the money to pay them. Family couldn't pay interest or taxes on a recent piece of land they'd bought.
[1:30:00],Guests at the Clyde homestead,"A famous doctor has his father stay with the Clydes. Plentiful food at the Clyde table. A wonderful hired woman. Franklin Roosevelt was good to the people, caring for the common man."
[1:35:00],Electrification comes to the area,Revolution of rural electrification thanks to President Roosevelt - a new life for country people. Washington Water Power wanted $500 for a hookup.
