time,title,description
[1:00],Building a still; how to make moonshine,"Building a still. How to make moonshine. Double-run moonshine, flavored with oak shavings."
[17:00],Stool-pigeons; paying protection; operation on Moon Creek,Stool-pigeons and reveneurs. Paying protection. Massive operation on Moon Creek.
[25:00],Starting as a moonshiner; curing ulcers; squealers,Ulysses' start as a moonshiner. Moonshine cures his ulcers. Buying a still from Montgomery-Wards. Squealers.
[31:00],Moonshiner competition; busts and close escapes; caught by Federals,Competition between moonshiners. Busts and close escapes. Ulysses caught in his still-house by the Federal.
[40:00],Bunt Roland was a stool pigeon; Bunt tries to set him up; turning informer after they were arrested,"Bob West beats a Black man to death. West wouldn't go looking for stills, would only serve warrants. Bunt Roland, stool pigeon, tries to set Ulysses up. Some people would turn informer after they were arrested."
[49:00],Ulysses' trial; McNeil's Island Penitentiary; cousin was a con man,Ulysses' trial. A sharp lawyer tries to get him to fight it. Life at McNeil's Island Penitentiary. One of Ulysses' cousins was a con man.
[54:00],Moscow Mountain settlers; Lee Guy gets shot,Moscow Mountain settlers. Lee Guy gets shot at.
[1:01:00],Charley Rambo and Lev Rambo; the Peterson brothers,"Charley Rambo, a good fighter. Lev Rambo, a gambler. The Patterson brothers, a tough bunch."
[1:06:00],Grace Fleming; houses free of disease,"Three whorehouses west of the tracks. Grace Fleming, madam. The whorehouses were supposed to be free of disease."
[1:11:00],Moscow saloons; Moscow brewery; informers,Saloons in Moscow. Moscow brewery. Informers.
[1:16:00],Fishing without bait,Fishing without bait.
[1:18:00],Gambling in Moscow; games in the logging camps; feared new decks were marked,"Gambling in Moscow; you couldn't find an honest game. Ulysses shilled games in the logging camps. Loggers wouldn't play with a new deck, fearing it was marked."
[1:26:00],Set-ups and cold-decking,Set-ups and cold-decking. Playing the suckers.
[1:31:00],Cold-decking; brother conned in Spokane,Cold-decking (continued). Ulysses brother is conned and cleaned in Spokane.
[1:36:00],Curing illnesses with smallpox,"Getting rolled in the whorehouse. Ten dollars a night, two and a half a chunk. Most whores were from out-of-town. Clap was a problem everywhere. Curing clap with smallpox."
[1:40:00],Houses outside Moscow; doctors that could cure illnesses,Poorhouse and Pesthouse outside Moscow. Curing clap. Dr. McGee could cure clap and Dr. Gritman couldn't.
[1:55:00],Fights; beer parlors; bullies,"Fights, beer parlors, and bullies. ""Now tear in you son of a bitch."""
