time,title,description
[0:00],"Life in Nebraska, farming; family moved to Idaho due to illness","Father's consumption caused them to come to Idaho; he treated it with German medicine. Dick had to work, but got a wagon of his own. Early tractors were no good for farming. Decline of population in Dick's old Nebraska neighborhood; over dependence on machinery. With diversified farming, they had cash-in-hand the last year in Nebraska."
[13:00],"Differences in farming between Idaho and Nebraska; equipment, wages, cost of living","Shock of using a 12 inch plow because of stumps here. Need to ask questions in a new country to find how things are done. He got $1.50 a day instead of $1 in Nebraska, but prices were higher. Working in harvest: long days and fun. High wage demands by labor."
[25:00],Preference of working in the woods; IWW strike caused improvement in conditions; gyppos,"He preferred woods work to farming. IWW strike caused a remarkable improvement of conditions. The men hurt themselves by gyppoing; he stopped working after a carload, to keep the prices up."
[30:00],Recovery from being hurt on the job at Soap Lake,"Foreman saw to it he'd get a high price. After hurting his kidneys on the donkey, he went to Soap Lake to recuperate for a month."
[42:00],Gyppos work schedule; foremen worked them hard; Shorty Tribble,"Gyppos wanted to work during lunch, so they gave up hot lunches for lunch buckets. Foremen worked the men hard, as a rule. Foremen had pets. Tom Kelly taught Shorty Tribble to bake bread."
[53:00],Workers who returned; Shorty Tribble,Men who quit and later came back because of the chuck. Shorty Tribble's ability as cook and meat cutter.
[56:00],Breaking a horse,"Breaking a horse whom they'd tried to whip break unsuccessfully before, (continued)"
[1:00:00],,More history of Cap and Prince (team of horses). First logging cats were poor.
[1:04:00],"Stories of men who returned home in the evenings, what they missed out on","Staying at home, a man can't care for his team as well. With one team Dick could have corduroyed a road to Seattle and half-way back. Black, the clerk, was great at figuring; he didn't want to go to town to order new chain."
[1:10:00],Bill the blacksmith; relationship with Dick,Bill's skill as a blacksmith. How he had Dick make a caulking compound for horseshoes. Bill's training. His particularity about the condition of tools. He made Dick a gift of a canthook. He wouldn't let a sloppy copper take the new tongs he had reserved for Dick. Replacing an incompetent top loader.
[1:24:00],Dangerous situations in the woods; Laird,Laird crowded a logger and learned a lesson. The bosses missed a dangerous situation.
[1:28:00],"Potlatch as company town; who lived in town, relationships","Potlatch was "" a one man town,"" which won't work. Even now people can't cooperate there. Working men couldn't live on Nob Hill."
[1:30:00],"Potlatch had to unionize; workers brought property and lived in Princeton, commuted to work",Potlatch had to unionize. People owned property in Princeton and worked at the mill. Princeton fair.
[1:34:00],Princeton store owner Bill Wilson generous with credit during the Depression; not everyone had good credit,Credit from the Princeton store during the Depression. Some couldn't get credit. Borrowing money to set up after marrying. Some depended on commodities.
[1:40:00],Father followed the almanac for slaughtering and planting; mistreatment of Native Americans in area,"Father slaughtered and planted by the signs. Importance of moon and tides. Indians lived by signs. Mistreatment of Indians, who defended their land as we would."
[1:53:00],Working while raising a family of five kids; son's arrest,"He raised children to mind at home. His son's arrest for a traffic violation; he fought it in court, because they'd taken down the signs. His son chose not to farm."
[2:00:00],Cutting down timber on the creek,"(May Benge and Peggy Schott, their daughter speaking) Staying at camp for free. Cutting down the timber on the creek."
[2:03:00],"Housework completed by May (gardening, water, selling produce)",May's daily work. Burning slash and stumps to clear land. Packing water. Raising a big garden. Selling produce to Guernsey's store at Onoway.
[2:07:00],Family hiking to Princeton to sell goods; Life during the Depression,"Hiking to Princeton to sell eggs, to Potlatch with cream during the Depression. Rewarding the kids with candy for helping. Dances during the depression. Drying mud off the tires inside. A family had the neighborhood for a party when she got coffee."
[2:12:00],Christmas during the Depression; bartering food and wood,"Making a Christmas feast and presents in the depression. Finding a way to sell wood in desperate straits in the depression. Trading chickens to peddlers for fruit. Canning hundreds of quarts. Duthie in Pullman would always trade for wood. Eating ""government beef"" (deer)."
[2:24:00],Building the house a bit at a time,"Building up the house from two merion shacks a bit at a time. Dick was unemployed, being a logger."
[2:27:00],Hiking to Potlatch to visit family,A very rugged hike to Potlatch with her sister-in-law.
[2:30:00],Neighborhood parties; drinking; dancing,"She tells a young man that a man can handle a quart of liquor, and he gets drunk. Every Saturday night was a dance or party for the neighborhood. Her fear when Peggy stayed out all night dancing; another time her car broke down. She expected her children to work."
[2:46:00],School experience with lice,Fighting greybacks at home. The itch at school. Head lice.
[2:50:00],Women working at Potlatch; women's life in mill,"Working at the Potlatch mill - she packed boards for resawing, and kept the work area clean. She got help when the wood was too much to handle. The women had their own room. How she began to cook at fraternities and sororities. The work at Fernwood became too difficult after she was sick. She did well at the Potlatch mill."
[3:00:00],Built house by working at mill; Dick an excellent logger but not farmer,"She built the house by working at the mill. Working for yourself versus working out; Dick wasn't a good farmer, but he was an excellent logger."
[3:10:00],Clearing land with help from the kids,More about clearing land. The kids pitched in too.
[3:14:00],Courtship between May and Dick,Where she lived. How she met Dick. What Dick wore on their dates.
[3:17:00],Family and religion; family spread out across distances,"She hoped that her children would find the Lord, and they have, closeness of the family. Johnny protected his younger sister. Difficulty for family to get together because of distance."
[3:26:00],"May working with schoolchildren, raising money",Her work putting on dances and plays with the school kids to raise money for Hatter Creek School and the school bus. The full-length play: Object Matrimony.
