time,title,description
[0:00],Family moved from Virginia to Minnesota; his father's farm in Minnesota,"His grandparents emigrated from Virginia to Minnesota, and his cousin told him he walked at the head of the oxen all the way. His father's Minnesota farm did much better than his Uncle John, who turned his farm over to his son."
[7:00],How they heard about opportunities in Idaho; moving out west,"The local miller from Minnesota set up a flour mill in Kendrick, then came back to tell people about the opportunities in Idaho, about 1900. Some people from the nearby Minnesota town were interested in buying farms, so one by one the Pierces sold out and moved West."
[11:00],Two men smoking cigars across from his mother and being asked to leave the train,"On the train trip out from St. Paul, two men sat down across from the Pierces and smoked cigars, which disturbed his mother. The conductor after asking them to leave, kicked one through the door by the seat of his pants."
[15:00],Followed daughters to Texas Ridge but father tried Juliaetta first; love of horses; playing tricks on people,"His family followed their daughters to Texas Ridge, but father tried Juliaetta first. Albert's love of saddle horses made him enjoy the West; buying saddle ponies for $2 apiece. Literary and debates Kids had a better time in those days. Halloween tricks: turning an outhouse over with the editor's wife inside."
[25:00],Riding horses up Spud Hill and seeing where names of visitors at the top,Riding horses up Spud Hill. The rock pile monument on top had wood pegs with the names of visitors printed on them.
[29:00],The Blailock place being the only homestead site of Deary; people coming in from out of the area to buy town slots; Jorgeson charging people differently,"The Blailock place was the only homestead at the site of Deary. McGowan and Henry formed the town site company to lay out the town. Mostly new people came in from out of the area to buy town lots. Jorgeson, a Norwegian store owner, operated like a Jew, charging different people differently."
[30:00],First Deary businesses and businessmen,Jorgeson picked out the town lot he wanted in advance of other people. First Deary businesses and businessmen.
[35:00],"Swan Erickson, the town blacksmith was a big fan with children","Swan Erickson the blacksmith who moved up from Troy was a kind old bachelor. His death. He loved kids, gave all the town kids pens, and they loved to watch him work."
[41:00],The Deary fire and how he hears about it; his general store and having problems carrying credit for farmers,"He hears about the Deary fire while in Spokane, and fears for his wife and baby. The building he rented burned down and was rebuilt in brick. Three general stores were too many for Deary, so he didn't do a very good business. Having to carry farmers on credit until harvest took away operating capital for the store. Knowing all the people well also made it harder, because they expected credit if their neighbor got it."
[46:00],Location of Blailock homestead in Deary; The Stockwell house was on the east side of town.,Location of Blailock homestead in Deary. The Stockwell house was on the east side of town.
[49:00],August Leisching clearing his homestead before Albert; August scared he wouldn't have relatives left due to World War I; old timers on Texas Ridge,"August Leisching cleared the last twenty acres, heavily timbered, on his homestead, then broke it up, and then died. He asked Albert to take out his glass eye so he could clean it; but Albert didn't like the job, so the postman did it. What the Pierce store sold. August made a man clean the mud off his shoes before entering his shanty. Before his death, he feared he'd have no relatives left in Germany to give his place to, because of World War I. He might even have favored Germany but he was very honest and well liked. Other old-timers on Texas Ridge."
[1:00:00],Stories about the McKie family and how wealth broke up the family,He remembers Mr. McKie repeating himself. The McKies had a couple thousand acres of land. Wealth broke up the family.
[1:04:00],Argument calming down and then flaring up again; Stanton shooting McCoy; Texas Ridge bachelor being shot by saloon owner,"After talking over their differences, their argument flared up again and Stanton shot McCoy dead. An old Texas Ridge bachelor who took to drink after his wife left him, was shot by a saloon keeper after pounding on the door."
[1:13:00],Potlatch Lumber Company buying timber; Potlatch selling Ford cars,Potlatch Lumber Company bought the timber from local farmers for a dollar a thousand on the stump. Almost no farmers who tried to log it themselves and haul it to the roads made any money. Potlatch sent around a salesman and sold the majority Ford cars.
[1:18:00],Native Americans pretending they had a bad horse; some Native Americans farming,Joe and Lou Wells. Indians liked to pretend they had a bad horse on grades so they could take the inside track. Some Indians farmed.
[1:22:00],When the best days of Deary were,"The best times around Deary were the days when logging was going on there, before it became a farming town only. Weyerhaeuser's exclamation on seeing high lead logging for the first time."
[1:25:00],Handling a bolting team of horses won Albert a compliment from Arthur Bjerke and his father,Handling a bolting team of horses won Albert a compliment from Arthur Bjerke and his father.
[1:28:00],Not being a farmer at heart; taking a job with Sears and Roebuck and moving to Spokane,"Albert was never a farmer at heart. He stayed in Deary after quitting the store, and then took a job with Sears, Roebuck and moved to Spokane."
[1:30:00],Thinks life stories are interesting; Most people who came west wanted to stay,He says that life stories are interesting. He remembers being made to do two men's work shocking grain because he didn't know any better. Most people who come West want to stay.
