time,title,description
[1:00],Shipping sheep east by train.,Shipping sheep east by train.
[3:00],Weyerhaeuser interests come West. Agreement among the various owners on Weyerhaeuser management.,Weyerhaeuser interests come West. Agreement among the various owners on Weyerhaeuser management.
[10:00],Building of WI and M railroad. Connections for markets. Use of Foreign labor.,Building of WI and M railroad. Connections for markets. Foreign labor.
[17:00],How the management ran the town and the company was in all aspects of people's lives,"Management ran the town. He ran the school, calling in consultants to see that it worked properly. Company provided for all aspects of the people's lives."
[23:00],"Concern for employee welfare by Mr. Laird; How Mr. Laird was involved in a lot of things; the town of Deary, and Bill Deary; Elk River mill mistake","Mr. Laird's concern for welfare of the employees. He was a strict disciplinarian. When Mr. Laird ran the schools, nearly all the teachers taught Sunday school. Laird took care of the finances and the town; Deary, of the logging. Bill^ Deary was a self-made man - his mistake building the Elk River mill. Men he hired didn't hear from him again unless their job went sour."
[30:00],How tough Bill Deary was; He went drinking with the men in Palouse,"Deary was tough, and had the full confidence of the Weyerhaeusers. He'd go drinking with the men in Palouse."
[36:00],Conditions in the lumber camps improved; Japanese labor in Potlatch,Crude conditions in lumber camps improved naturally through time. Japanese labor at Potlatch.
[43:00],"IWWs, Potlatch militia, and other problems in lumber camps; Company formed own labor union","IWWs in the woods - their disturbances. The Potlatch militia, armed by the company, discouraged IWWs from getting into the town in World War I. The Four-Ls was organized by the company, and gave the men a welcome opportunity to get away from the IWW."
[51:00],Operations of WI and M company; violations of ICC law; how jobs were promoted,"Operation of the WI and M. Examples of violations of ICC law in the first years of operation. Personnel positions on the railroad. ""Longest log train in the world"" was a promotion."
[1:01:00],Shortline railroads.,Shortline railroads.
[1:04:00],North Idaho Forestry Association and it's mission; how Gamble represented them,"North Idaho Forestry Association was a fact-finding body, set up to promote the best interests of lumbering. He represented them in the legislature, and their tax interests at the capital."
[1:11:00],Opposition to restricting sale of drugs bill; lobbying for spraying tussock moths,His opposition to a bill restricting sale of drugs. His lobbying for an emergency bill to spray tussock moths.
[1:17:00],Reballasting the railroad. A bridge goes out because the fill gave way.,Reballasting the railroad. A bridge goes out because the fill gave way.
[1:23:00],His attitudes towards supervising; liking his own men and learning from them as well,"His attitudes as a supervisor of men. He liked to make his own men. He learned from them, too."
[1:27:00],Early Potlatch social life and athletes to keep people happy; how he became railroad manager,"Early Potlatch social life and athletics kept people happy and busy. How he became manager of the railroad, (continued)"
[1:30:00],Becoming railroad manager; his experience in the east helped him,Becoming manager - experience in the east in many areas of railroad work qualified him for short line management.
[1:33:00],Potlatch policies during the Depression; limited government help to town; people appreciating what Potlatch did,"Potlatch policies in the depression. Keeping the people busy with work and activities, and supplied with services. Government help to the town was quite limited. Selectivity of credit at the store. People eventually appreciated what Potlatch did."
[1:41:00],"Lumberjacks - one crew on the job, one coming and one going. Work for laboring men.","Lumberjacks - one crew on the job, one coming and one going. Work for laboring men."
[1:46:00],Why company towns were good at first; downsides to company town; Potlatch being modeled after Pullman Illinois,"Company town was a good idea at first, because it was possible to have a good town right away. What's bad about a company town is that the people don't learn self-government; in Potlatch, they were lost after the town was sold. Potlatch was modelled after Pullman, Illinois."
[1:50:00],Weyerhaeuser family and industry background.,Weyerhaeuser family and industry background.
