time,title,description
[0:00],Foster School of Healing;Foster moved the school to Clarkston after he broke his leg,Foster School of Healing. He healed her mother's cancer. Juliaetta prospered because of all the people who came for the cure and lived in boarding houses. Foster moved the school to Clarkston after he broke his leg in a fight.
[5:00],People set their buildings on fire to collect the insurance,After that people set their buildings on fire to collect the insurance. Her father's business was burned out. Rebuilding the town.
[10:00],"Foster was civic minded and generous, gave regular lectures to the community","Foster was very civic minded and generous, and gave regular lectures to the community. He invited her father to move to Juliaetta when they met by chance in Spokane."
[12:00],Her grandfather was a millionaire who owned the Atlantic and Pacific Oil Company in Kentucky; people came from all around to Foster,"Her grandfather was a millionaire who owned the Atlantic and Pacific Oil Company in Kentucky. Her mother was sick, so came west with her husband. People came from all around to Foster: a man who waited too long for help. She helped her father's undertaking business. He got his license through a correspondence course. People often preferred to keep the bodies at home. Churches and preach ers. Germans couldn't hold services in German during the war; many Germans were in the country."
[21:00],Patients,Patients. Mrs. Foster could be seen standing in the window of their home for many years after they moved.
[23:00],John Gorman arranged to be buried overlooking Juliaetta; disappointed spiritualist,John Gorman arranged to be buried overlooking Juliaetta so he could put a curse on the town. He was a disappointed spiritualist; they had dug for coal without luck above town.
[27:00],Foster's departure finished Juliaetta; Indians in Juliaetta,Foster's departure finished Juliaetta. Indians in Juliaetta.
[31:00],Fear of African Americans as a child in Kentucky; caste society in the South,Fear of Black people as a child in Kentucky. Caste society in the South compared to equality of opportunity here. Her grandfather's mansion.
[35:00],"She disliked teaching; went to Columbia College, a Methodist school in Milton, OR; wanted to teach kids to be perfect","She took the problems of her children home from school, so she disliked teaching. Her teacher training at Ellensburg Normal - students were part of the town, but weren't in Lewiston. She went to Columbia College, a Methodist school in Milton, Oregon. She wanted the kids to be perfect. Teacher's responsibilities. She's opposed to tenure for teachers."
[48:00],"Juliaetta celebrations; Fourth of July; decline of town; elections, saloons","Juliaetta celebrations. Fourth of July. Decline of town. Performance by a famous opera singer in the hotel. Elections. Juliaetta's saloons, brewery and winery - the whole town drunk on wine. Local option. A woman saloon-keeper."
[57:00],A girl killed by a rock while gathering honey,A girl killed by a rock while gathering honey.
[59:00],"Started farming in 1920, farmed for forty years and moved seventeen times","She started farming in 1920, farmed for forty years and moved seventeen times. She farmed more than three hundred acres by herself and paid off the place completely."
[1:00:00],Women can do anything if they're capable; too independent for her own good,"Women can do anything if they're capable. She was too independent for her own good. Her mother wouldn't work and went away for the summers, while she did the work at home."
[1:05:00],Rough going in the early days,Rough going in the early days.
[1:08:00],Juliaetta tramway,Juliaetta tramway.
[1:09:00],"Abraham Adams and ""The Castle""; his death in Florida","Abraham Adams and ""The Castle"". The government caught up with his mail order sale of wheat. His death in Florida. Her mother was a social doer."
[1:16:00],Juliaetta officials; local power; horse and cattle thieves,"Juliaetta officials; local power then, but no longer. Horse and cattle thieves stole from local people."
[1:23:00],The Depression; WWI rationing,"The Depression was very rough - no money, but enough to eat. Young people don't understand it. World War I rationing was worse."
[1:28:00],Juliaetta's weather; water is precious; sewer system,Juliaetta's weather is close to Walla Walla's and better than Kendrick's. Water is precious; Juliaetta doesn't have enough for the sewer system they're putting in.
