time,title,description
[0:00],Teaching in Helmer; fixing a pupil's cow's broken leg,"When teaching in Helmer a schoolboy got ill. A train hit one of his family's cows and broke it's leg. Stretched the leg slowly with a wire tightener and eased the bones back into place and made a cedar splint, The cow survived."
[15:00],Recalling life in Sweden; why father immigrated; farming during 1893,"Recalls life in Sweden, Father went to America in 1892 because it was hard all over. The rainy harvest of 1893 and owners had to feed thrashing crews till it cleared up. Stacks sprouted."
[19:00],Family already in the U.S.; father working in the sawmill,Uncle Storm came before and built a house. Father worked for Per Gohanson's sawmill and traded lumber for board and room.
[26:00],Father sending for the rest of the family and being torn whether to come; parting with her 12 year old sweetheart at the depot,Father sent for the family three times and they were torn over whether to come. Parting with her 12-year old sweetheart at the depot.
[30:00],Telling about parting with her 12 year old sweetheart,The parting.
[31:00],Cleaning fish in Sweden and getting one dime,A graphic description of cleaning fish as a child in Sweden all night for one dime. Her hand clamped so hard around that dime that it had to be pried open. Times hard all over.
[40:00],Playing teacher with dolls; school in Sweden; climbing cliffs for ferns,"Playing teacher with some rag dolls. School in Sweden, Climbing cliffs for ferns with sweet roots in Sweden,"
[45:00],What they took from Sweden to America; a wedding in Sweden,"What they took from Sweden to America, A double wedding in Sweden with white (!) dresses, Good-by dinner, railroad to Kristiansand (awful outhouse), Castle Garden and railroad trip. One man who'd returned to Sweden for his sister and her children was turned back."
[56:00],Discussion of the trip to America; instruction on patriotism; the train trip west,"The trip over: a storm, sighting the Statue of Liberty and instruction on patriotism by a young man. The train trip."
[1:00:00],Buying things in Spokane for a dime; meeting her father at the train depot in Troy,Buying a pamphlet and cherries in Spokane by herself for a dime. Dumping into her father's arms at the depot in Troy. Home at last.
[1:05:00],Her father building the log house with a broad-axe and no nails; father varnishing the woodwork,"How her father built a two room log house with a broad-axe, no nails and a corner brace with square nails. Father had varnished the woodwork and put up oilcloth,"
[1:12:00],Olivia sent to make a living room after arriving; father helps finish the Deary Church; working in the garden,Olivia sent to make a living soon after arriving. Father leaves the day after their arrival to finish building the Deary Church and the children work in the garden.
[1:16:00],John Ogden scaring the children; reading at night; seeing Uncle Tom's Cabin,"The teacher at the Spring Valley school, John Ogden, scared children by throwing a knife, Reading at night with a tallow candle, and seeing Uncle Tom's Cabin which she had read in Sweden,"
[1:23:00],"Having little to eat in Sweden; Mr. Brian, the president of Washington State University encouraged continuing studying","Often little to eat. Pretending to eat lunch in Sweden at school when she had nothing, Mr. Brian, President of W.S.U. encouraged her to continue studying."
[1:27:00],Swedish-Americans and Irish-American around Troy; Italian-Americans worked on the railroad; Vollmer getting driven out of town,Swedes and Irish around Troy. Italians worked on the railroad. Vollmer staked people and got driven out of town.
