time,title,description
[0:00],Arrival at Deep Creek; living arrangements; farm work; no school that first winter,Arrival on Deep Creek. They first lived in a log barn. Father worked out in harvest. They didn't go to school first winter because they didn't have overshoes. Helping at home. The little hen who always laid her egg in the house.
[4:00],Pretending apples were beef; mother's concerns for safety; father's broken leg,"As children they cut up apples to pretend they were beef. Mother didn't want to light lamps when father wasn't home so others wouldn't think they were home. Father worked out; he broke his leg, which was badly set"" by a drunk doctor."
[7:00],Mother's security concerns; unwanted visitors and surveyors,Mother's fear of men coming to the place: a man was trying to run people off their claims. A visitor who was a surveyor.
[9:00],Where she met Archie; their courtship; and the shivaree that followed their wedding,"She met Archie at literary. Women debated the usefulness of a mop vs. a dishrag. Her courtship, Saturday nights and Sunday. Archie got jealous of a man who wanted to go with her. Her shivaree - they were followed home with a lot of noise."
[15:00],Renting and buying houses; working outside the home; living in Moscow,Renting and buying houses. Going to work at the hotel. Looking for a place to rent in Moscow - $15 a month rent for a five room house. Moving into town.
[24:00],Working with other woman; Living during the Depression,She worked with the wife of the man her husband worked for on the farm. Depression required skimping.
[35:00],Arrival in Farmington; hearing coyotoes howl,"Arrival in Farmington. Aunt loved to hear coyotes howling, because it reminded her of home."
[37:00],Making butter; sewing clothes for Fourth of July,"Making butter in a churn. Fifteen mile trip to town. She found a dollar on the way to Palouse, and bought material to make a Fourth of July dress. A peddlar sold material to the women for making such a dress each year. The celebration went two or three days by the schoolhouse. She sewed for whole family."
[42:00],Christmas celebrations; the rareness of going to town,"They made their own things for Christmas presents. They went to town once a year, ate lunch in the back of the store, and felt ""so happy cause we got to go to town""."
[44:00],Fears of wild and domestic animals and family visits on the Fourth of July,Fear of a bull loose in the brush. Her sister followed by an animal. Her fear of a coyote when her house was locked. A man she didn't want to go with. Family fear of bobcat. Relatives visit on Fourth of July; someone sneaked a look at kids sleeping on floor.
[51:00],Brother pranks; United Brethern Church; scared walking home; farm chores; and people going to bed when dark,"Brother said, ""How about making a pee pie?"" United Brethern Church on creek. Walking home at night with mother past a group of men. Farm chores: drive cow home. People went to bed when it got dark."
[56:00],Husband ploughed garden but she did all the work; made sauerkraut and pickles,"Husband ploughed garden, but she had to do all the work, Making sauerkraut and pickels."
