time,title,description
[0:00],Mother born in Sweden; migrated to to Cordelia/Lenville area; mother's death; early Troy; Lutheran Church services,"Mother's birth in Sweden; Ruberg family migration to Cheney, Wash, then by wagon to Cordelia/Lenville area. Mother's death. Early Troy, Bohman's home, Lutheran Church services in Swedish and English."
[8:00],Parents marriage; home farm; trading in Moscow; walking to school in Washington,"Parents married by Rev. Peter Carlson, Northwest missionary who lived in Moscow. Home farm on Washington-Idaho border. Trading in Moscow, school in Washington. Walking l 1/4 miles to school."
[11:00],Inviting neighbors to dinner; catching head lice; worked through college as a housekeeper; music lessons,"Plenty to eat, kids sent with notes to invite neighbors to dinner. Visiting a family and catching head lice. She worked her way through college as housekeeper. The kind lady that gave her a salary and a music lesson each week."
[15:00],Nurse training in Portland; giving x-ray treatments; man with cancerous lips,"Nurse training in Portland (1920-1923). Patients in the halls; giving x-ray treatments, a man with cancerous lips returns after his cure."
[17:00],Married and moved to Troy; people the apartments were rented to,Married and moved to Troy 1924. The reasons for moving from hilltop home to Main Street apartment (1960). Some of the people the apartments were rented to.
[21:00],Gritman Hospital; 60th class reunion; firing the helper that lied,Gritman Hospital work. Back to Portland for 60th class reunion. Being in charge at Gritman; firing the helper that lied.
[25:00],Confirmation classes; going to church; confirmed in Swedish,"Going to Moscow for Confirmation classes every Saturday and into Church for Sunday. Confirmation all in white dresses, described. 31 in class. Confirmed in Swedish except for Miss Jacobson, the top student."
[29:00],Boys and girls in the family; leap year,Two boys and six girls in the family. Leap year - no leap year from 1900-1910.
[30:00],Mud in Troy; public outhouse; stores in Moscow; history of Creighton's,"Mud in Troy Main Street, public outhouse on Main Street; stores in Moscow, history of Creighton's. Mud so bad that horseback was easiest way to travel."
[34:00],"Butchering; salted meats, pork, and beef; preparing for cooking; meat in the woodshed","Today's folks couldn't make it if they had to go back to the early ways. Butchering, salted meats, pork and beef, preparing for cooking, chickens eaten fresh. Meat in the woodshed; hams stored in the grain after smoking."
[38:00],Making jam; father's orchard; milking two cows twice a day; walking to school,"First peaches - made into jam. Father's orchard. Vegetables, carrots, cabbage, potatoes. Milk,cream and butter. She, sister and brother each milked two cows twice a day, then walk to school. The nice warm fire when they got to school."
[44:00],Benjamin Franklin; Churchill speech,"Benjamin Franklin story, Churchill speech."
[49:00],Early lighting; making cheese; deer meat; killing and dressing pigs,"Early lighting, mother's cheese making, dried meat. No deer meat. Killing and dressing pigs."
[55:00],Mother's work; berries; government gave uncle a gun; lookout house in Moscow; snow and sleds; riding on unbroken horses,"Mother's work, berries. Government gave a gun to an uncle so he could shoot Indians. Lookout house in Moscow to spot Indians. Dad sleeps out on the way home because it was so dark. Snow and sleds; riding on the unbroken horses until caught by Dad."
[1:00:00],Dressing for the cold,Deep snow; dressing for cold weather.
[1:04:00],Stories about Marshall Hays and Blialock; working in Troy hospital,Stories about Marshall Hays and Blialock in Cornwall. Working with Dr. Myers as operating nurse in Troy hospital on corner of 6th and Main.
[1:08:00],Delivering babies; mother attending for her children,"Delivering babies, Mrs. Krier's hard delivery. Mother had Dr. Delne, Gritman and Asbury attending for her children. Mrs. Sandell delivers three babies in one morning."
[1:12:00],Delivering a baby in the parking lot; population control; twin beds,Delivering a baby in the parking lot; population control needed; in the old days - twin beds.
[1:18:00],Dad brought home candy; flies on the food,Dad brought home more hound candy; flies on the food and meat.
[1:20:00],Streets in Moscow; chores after school; school terms,"Moscow mud or dust for streets. Chores after school; school terms in spring and fall; school not too good, short classes; hearing other classes recite was good."
[1:23:00],Working as x-ray supervisor; working at Gritman; premature babies; changes in medicine,"Hard work as x-ray supervisor; working at Gritman with old and new hospital wings; working with premature babies, one was her last case. Changes in medicine."
[1:28:00],Penicillin allergy; first cars in Moscow; horses scared of cars; accident with her horse and a car,Penicillin; allergy of head nurse to penicillin. First cars in Moscow owned by Dr. Gritman and Mr. Green. Horses scared of cars. Accidents with her horse and buggy and someone's car.
[1:30:00],Driving a car; Model T Fords; cousin couldn't stop the car; storing cars during the winter,"First car she drove. The old Model T Fords; cousin started to drive car before he learned to stop it, drove in circles until the car was out of gas. Side curtains instead of windows. Storing cars for three months in the winter."
[1:34:00],Snow in the winter; everyone walked in Moscow; cars today,"Snow in the winter, company in the summer only. Everyone walked in early Moscow. Using cars today."
[1:37:00],Dogs coming school in Troy; Moscow before Prohibition; John Olsen's tavern,"Dogs came to school in Troy. In Moscow before Prohibition, drinking was bad. She was glad when drinking went out. About John Olson's tavern in Moscow and his family."
[1:41:00],Stores in Troy; Lutheran church history; Borah's death,Saloons and stores in Troy. Lutheran Church history in Moscow. Mother worked as domestic in home near McConnell Mansion. Borah's death.
