time,title,description
[1:00],Shooting coyotes; Swede John's timber ranch,Shooting coyotes at his old stand. Swede John's timber ranch.
[6:00],Using dogs to hunt bobcat and coyotes,Buster tracks a bobcat; skill of his hunting dogs. Practicing on a tomcat. Dogs drive coyote down the hill to his waiting gun.
[14:00],Shooting matches with Clausen for chicken or geese prizes,Shooting matches with Clausen for chicken or geese prizes
[17:00],Hunting down a coyote with 21 hounds,"A hunting party with 21 hounds tracks a coyote, but Archie shoots him as he jumps a fence."
[22:00],How he picks his hunting stand and it's current location,"How he picked his stand, by the present site of the Mountain Home Grange."
[26:00],Hunting coyotes and prices on bounty versus hides,"Coyote runways and habits. His tame coyote bites another man. He captures pups by pulling them out of the den with a wire; got $3 for bounty, $1 for hide."
[30:00],Having a pet coyote and having to kill it,(continued) Taking his pet coyote plowing. Killing his pet. Coyotes have too much hell to be trained like dogs.
[37:00],Reasons for him hunting; taking his wife hunting,"He hunted for sport, for something to do in winter. Taking his wife hunting."
[41:00],Playing at dances at Deep Creek schoolhouse.,Playing at dances at Deep Creek schoolhouse.
[46:00],A man is bowled over by his hunting hound. Hunting with other farmers.,A man is bowled over by his hunting hound. Hunting with other farmers.
[53:00],Training his saddle horse to stand still and come to him.,Training his saddle horse to stand still and come to him.
[58:00],Shipping household items across the country; training horses,Shipping the household goods and stock by train from Minnesota to Palouse. A trained colt.
