time,title,description
[0:00],Introduction,Introduction
[1:00],The Old Grindstone,The Old Grindstone
[3:00],Kendrick in the Spring,Kendrick in the Spring
[4:00],Up Tomer's Butte With You,Up Tomer1s Butte With You
[5:00],St. Patrick's Day,St. Patrick's Day
[7:00],Apple Blossoms,Apple Blossoms
[8:00],Fighting Strength,Fighting Strength
[9:00],Snoqualmie Falls,Snoqualmie Falls
[10:00],I Have Come Back,I Have Come Back
[12:00],You Have Come Back,You Have Come Back
[15:00],Description of early Genesee country and Wedge of Wildgeese,Description of early Genesee country and Wedge of Wildgeese
[16:00],Sweetest Valentine,Sweetest Valentine
[17:00],Had March Prayer,Had March Prayer
[18:00],April Song,April Song
[19:00],Old Rail Fence,Old Rail Fence
[20:00],Abandoned Road,Abandoned Road
[21:00],The way Cow Creek got its name. Bunch grass for Native American ponies.,The way Cow Creek got its name. Bunch grass for Native American ponies.
[23:00],Method in His Madness,Method in His Madness
[25:00],Language of My Heart,Language of My Heart
[27:00],Don't You Remember the Time,Don't You Remember the Time
[28:00],The Quick and the Dead,The Quick and the Dead
[29:00],Nursery Rhyme and Out In the Cold Again,Nursery Rhyme and Out In the Cold Again
[30:00],April Fool,April Fool
[31:00],Valley of the Pines,Valley of the Pines
[32:00],Old Apple Tree,Old Apple Tree
[34:00],Mount Si,Mount Si
[36:00],Block Lights,Block Lights
[38:00],Sharon's Rose,Sharon's Rose
[39:00],Faith that Triumphs,Faith that Triumphs
[40:00],Easter,Easter
[42:00],Days of Yesterday,Days of Yesterday
