time,title,description
[0:00],Working on Minidoka project; how her land was claimed,"Minidoka project. Could get claim by planting trees and building house. When brother came (1904-6), helped build irrigation ditches and took a claim"
[3:00],Why she came to Idaho; Teaching school in rural idaho; Older students helping younger ones,"She left Nebraska to keep house for her brothers. Started teaching school. Had 35 students in one room schoolhouse. Older students would finish their work and then helped students in lower grades. If they didn't finish work, they were kept after school for 30 minutes. Older students considered it an honor to help younger."
[10:00],Spelling down and ciphering down on Friday afternoon. Programs once a month.,Spelling down and ciphering down on Friday afternoon. Programs once a month.
[13:00],School rules and punishment for breaking them,"Quite strict. Often rules written on blackboard, e.g., no whispering. Punishment—stand in corner or stay after school."
[16:00],Recitation in fron of teacher; written exam at the end of 8th grade year; graduation was important,Recitation bench near teacher; it was done quietly so as not to disturb other children. Written exam for 8th grade at the end of the year. Graduation from 8th grade quite a big affair. Able to cope with outside world with 8th grade education. Parents really wanted children to go to school^
[23:00],Using current events for discussion time; individual seats were special,Brought in relevent articles from newspapers and read them. Discussion time severely limited. Current events once a week for opening exercises. Special to have individual seats and not have to share.
[30:00],Who furnished the schoolbooks; time per class; how classwork records were kept,Some school districts furnished books. Ten minutes the average for each class. Classbook kept record of work done each day.
[37:00],Not all education system changes were good with examples; what she did for entertainment,"Changes in education not all for the best. Less memory work now, but more work on probem-solving. Rules for teachers. Supposed to set an example, e.g., not smoke. Went to dances."
[45:00],"Methodist minister, T. C. Craig, was her father-in-law.","Methodist minister, T. C. Craig, was her father-in-law."
[46:00],Living with family was good for her; prices being paid for work; working on the Minidoka project,"Good to live with families. Got $25/month in Nebraska, $125/month at Minidoka. Had to haul logs at Minidoka Project."
[50:00],Moscow as a little city; churches were important in social life; religion in life,"Moscow ""looked like quite a little city."" Churches important in social life. Services in morning and evening, prayer meetings Wednesday night. Religion much more important in individual's life. Methodist church the largest."
[24:00],Discussion of Rev. T. C. Craig's duties; Minister in the Civil War; worked in Andersonvill prision,"Rev. T. C. Craig's duties. Visited sick. Very inspired by religion. Minister in Civil War. In Andersonville prison, dished out rice from trough. An Indian boy brought some pork crackling to him."
