time,title,description
[0:00],Riding the rails and carrying a board to sit on; men trying to hide their money; neighbor dying from booze,Riding the rails. Carrying a board to sit on. UP was hostile to riders. Paying $1 a division. Robbing fire fighters. Men tried to hide their money. Death of neighbor from booze.
[9:00],How he got alcohol during Prohibition; did not drink much in camps,"Getting booze during prohibition in Pierce. Drinking every three or four months, but very little in camps."
[12:00],Hijackers robbed men and shot those who resisted; he was robbed in front of his house,Hijackers robbed men and shot those who resisted; the authorities didn't care. He was robbed in front of his house. Men looked out for themselves.
[16:00],Logging towns were well provided for but also needed your own kitchen gear; stealing chickens; Pasco being a big center for men,"Jungles in logging towns were well provided, but on the main line you needed your own kitchen gear. Out of lumberjack country you had to hustle. Stealing chickens with a fishhook. Bumming food. Bumming for an extended stay in a town. Hoboes often had rackets and picked up what was laying around. Pasco was a big center for men."
[24:00],IWW cards were required to ride trains; IWW songs were sung everywhere; Fromalt's men being beaten,"Wobbly cards were required to ride the trains, but men didn't like to show them because they were worth a year in jail. IWW freedom to strike locally. Wobbly songs were sung everywhere. Sabotage. Fromalt's men were beaten after the shooting in 1936."
[30:00],The 1936 strike in Pierce; his jail sentence and getting blackballed; working as a farm laborer,The strike of '36 at Pierce. His one year jail sentence. Serving time in Lewiston. Helping other prisoners. Getting blackballed - working as a farm laborer. The union offered him money which he refused. Borrowing money at Pierce; leaving the area. Fired after ten days; his friends had the same experience.
[46:00],Didn't feel resentment towards against the union; terrible conditions in the camps; Officials fearing IWW success,"No resentment against union. Everything was set against them. He thought they had a chance to win. The sawmill never went on strike. Terrible conditions in the camps. Governor Ross looked at the fixed camp at Headquarters, and didn't let Bill show him any others. Official fear of IWW success."
[55:00],Discussion of the decline of the IWW; composition of the 1936 strike,Decline of Wobblies started in 1923. Composition of '36 strike. Sincerity of leaders. New Wobblies in camps started sentiment for strike.
[58:00],Did not want to work with WPA; going to California; working at a Fort Oxford sawmill,"CCC boys were scrawny and mean but shaped up. He didn't want WPA work, which was useless. He went to California and bummed. Walking up the coast road. Working at a Fort Oxford sawmill after the town burned."
[1:04:00],Lost fights because he picked tougher battles; fights in the woods were dirty; fighting in Pierce was common,"He lost more fights than he won, because he picked the tough ones. Bully of the woods; the fighters were dirty. Cause of fights; anger didn't last. They fought to win. Fighting in Pierce was very common. Men living in Pierce during the 1936 strike."
[1:12:00],Discussion of the prostitutes in Pierce and why some woman did it,"Prostitutes in Pierce. Most were good-hearted. They were ""beyond the bloom"" once they got to Pierce; black prostitutes. Martial law in Pierce. The prostitutes were in love with a pimp, who wouldn't be in Pierce. Some women liked it; others were driven to it."
[1:18:00],Always had a local girl and would quit when they got serious; prostitutes in Spokane; dealing with sexually transmitted diseases,"As a young man he always had a local girl, and quit when they got serious. Prostitutes in Spokane. A camp with clap. Dealing with clap: treatment by doctor and oneself."
[1:27:00],Getting jobs and IWW being opposed to employment sharks,"Getting jobs. IWW opposition to employment sharks in Spokane. He always got his own jobs - easy getting work in the camps, if you were acquainted or a likely looking man. Some men paid for jobs."
[1:31:00],How money was spent and different seasons for different types of work,"Blowing in - spend all the money, then borrow enough to leave town. Seasons of work - winter sleigh hauls, spring log drives, summer chuting."
[1:34:00],More discussion about blowing in; preaching in camps; boxing in Pierce,"Blowing in was a quick process. Getting rolled. Dick Ferrell - he carried Bill's pack on the trail; donations from the men; preaching in camp. The ring at Pierce, used by CCCs. Tiger Jack Fox, a light heavyweight."
[1:45:00],Going home to Canada; visiting friends in Duluth,"Going east to visit home in Canada - he once got as far as Duluth, where he met old friends."
[1:49:00],Strength of lumberjacks; how hard it was to organize lumberjacks,Strength of lumberjacks. Men allowed to die when injured on job after Wobblies were gone. Hard to organize lumberjacks because they were foot loose individualists. Making life hard on Wobblies. Tough in Aberdeen and Hoquiam.
[1:55:00],Drinking in Spokane; gambling in the camps; buying moonshine in Pierce; prices where cut men men worked hard,"Drinking in Spokane. Gambling in the camps - making back your losses. Back from Duluth because of bad pay. Stopping in Rapid City and Missoula. Blowing in today. Buying moonshine at Pierce recently. Foremen used to carry old lumberjacks, but now with contract work they don't. Why men don't quit. Gyppo prices were cut when men worked hard and made good money."
[2:05:00],Reading in bunkhouses,Reading in bunkhouses.
[2:06:00],Why he never went home; growing up on a dairy farm in Canada; his family life,"Paul Bunyan was a myth. Why he never went back home. Growing up on the dairy farm in Canada - family life, hard work. Father didn't know he was leaving home."
[2:15:00],Joining IWW in the West; He hid his dues book in his pack sack.,Joining IWW in the West. He hid his dues book in his pack sack.
[2:16:00],Discussion of his girlfriend in Missoula; discussion of prostitutes in different towns,"Girlfriend in Missoula who wanted to marry. Prostitutes in Missoula, Hurley, Wise, Spokane, Lewiston."
[2:22:00],Longest and shortest log drives; no log drives during the war,"Fastest log drive on the Clearwater River - 3½ days. The longest drive - 104 days. No river drives during war - logs railroaded to mill, requiring repair work on flumes and chutes."
[2:29:00],CIO being the union in the woods; how he began work on the Clearwater; advantages of working for a company,"CIO beat AFL for union affiliation in the woods. Four Ls, a company union. Blacklisting was outlawed. How he began to work on the Clearwater after being blacklisted. Advantage of working for company instead of gyppo. Congratulations on his return to work."
[2:38:00],Working in the CCC camps; working in California,"Working in CCC camps - closed in winter flooding; subsequent work on Coeur d'Alene River. California jungles in the depression - businessmen in the jungles, getting food, junkers."
[2:42:00],Discussion about a relationship he had with a women on a train from California to Spokane,Relationship with a woman on a freight train from California to Spokane. By being with him she was protected from other men.
[2:47:00],Going hungry on a long trip. What he carried in his pack; Washing and sleeping out.,Going hungry on a long trip. What he carried in his pack. Washing and sleeping out.
[2:49:00],Lumberjacks burning their bedrolls in Spokane during 1917 strike; camp conditions in the Clearwater in 1936,Lumberjacks burnt their bedrolls in Spokane during 1917 strike. In 1936 Clearwater camps had awful conditions.
