time,title,description
[0:00],Introduction,Introduction.
[1:00],Popcorn wagon in Moscow,Popcorn wagon in Moscow uses 25 pounds per week of Della's butter. Four horses needed to haul wagon through mud of Moscow streets. Runaway.
[5:00],First Ford; Delia has an accident while learning to drive,"First Ford. Delia has an accident while learning to drive, doesn't tell her husband. Delia starts the car when her husband can't, never drives again."
[16:00],"Delia, family and hired man drive wagons from Northern California to Moscow","Delia, her mother, her sister, and a hired man drive two wagons and 6-8 loose horses up from Northern California to Moscow. Horses break away and run from the Grand Ronde ferry. Horses all worn out coming up Grand Ronde Grade. Friends haul out bodies drowned in Heppner flood. Overcharged by the toll master on the bridge across the Snake. Horses hard to control when passing through a town. On arrival in Moscow, the market had gone out on horses and they had to practically give them away."
[25:00],"Eating on the road. Chuck wagon, sheet-iron stove for baking.","Eating on the road. Chuck wagon, sheet-iron stove for baking."
[27:00],Ferryman on the Clearwater wants to go back with Delia's mother to make the toll master give back some money.,Ferryman on the Clearwater wants to go back with Delia's mother to make the toll master give back some money.
[28:00],"Mother was a practical nurse, had gallstone trouble.","Mother was a practical nurse, had gallstone trouble."
[29:00],Hard life for a woman alone in pioneer country.,Hard life for a woman alone in pioneer country.
[30:00],Coming to Idaho to join relatives. Mother had to work hard after father deserted.,Coming to Idaho to join relatives. Mother had to work hard after father deserted.
[35:00],Delia goes to the UI for almost four years; UI burns down and she never returns,"Delia goes to UI almost four years. UI burns down and Delia never got back to finish up. Training with and working for dressmaker. Sewing on her own, Delia helps put her sister through school."
[37:00],"After University burned, some classes held in gym and some in Carnegie Library.","After University burned, some classes held in gym and some in Carnegie Library."
[39:00],"Life on the farm. Cooking, gardening. Big eaters. ""You can always find something to do.""","Life on the farm. Cooking, gardening. Big eaters. ""You can always find something to do."""
[44:00],Grange. Neighboring. Socializing.,Grange. Neighboring. Socializing.
[45:00],Shivaree. Buggy propped on top of the fence.,Shivaree. Buggy propped on top of the fence.
[48:00],Making butter and soap.,Making butter and soap.
[51:00],"Mother cooked in thrashing crew cook wagon, got bounced around a lot. Combine pulled by 20 head of horses.","Mother cooked in thrashing crew cook wagon, got bounced around a lot. Combine pulled by 20 head of horses."
[53:00],Cutting horses out of a herd.,Cutting horses out of a herd.
[55:00],Dressmaker and her notions shop.,Dressmaker and her notions shop.
[57:00],"Moscow is a safe town now, Moscow during Prohibition.",Moscow during Prohibition.
