time,title,description
[1:00],Homesteading near Juliaetta,"Acquiring a homestead in 1916, on rough land near Juliaetta. Homesteading for more than two years. Use of space in the homestead shack. Raising money for the place. Starting a herd of cows."
[11:00],Husband's Profession and Disability; Cyclonic Wind,Husband's disability from a childhood accident made him turn from a mechanic to truck gardening. Cyclonic wind.
[16:00],Teacher Training; Teaching at Pilot Rock School; Debate Topics,"Interest in becoming a teacher; teacher training, and pressure from the county superintendent. Teaching at the Pilot Rock School Combining subjects. Looking to schoolteacher for community intellectual leadership. Debate topics, from the ridiculous to the serious."
[28:00],Family Moving,"Family's moves in her youth, (continued)"
[30:00],Father Fighting Severe Forest Fire; Moving to Lookout Idaho; Sawmill at Lookout,"Father lost health through fighting severe forest fire as logging superintendent for Weyerhaeuser at Park Falls, Wisconsin. He then brought his family to Lookout, Idaho, joining his father who had already come as a millwright. Mother's desire to have a permanent home. The sawmill at Lookout became their stump ranch. Father's raising a dairy herd, clearing the land."
[41:00],Graduating from Gilford; Life on the Ranch; Father's Accident and Death,"She was one of three in first graduating class at Gilford. More about father's dairy herd. Purchasing his Jersey bull, Alex; Alex's life on the ranch. Father's development of ranch. Difficulties for the family. Taking oats to the tramway to Lenore. Father's accident in the barn reactivated his health problems and led to his death."
[58:00],Mother's Illness,Mother's illness in later years.
[1:00:00],Lumber camp and Lumberjacks; Christmas Celebration; A Walkout at the Bunkhouses,"As a child of six, she was the pet of the lumber camp near Cranbrook, B.C. Lumberjacks' need for family remembrance. She led their Christmas celebration with mother's help. Lumberjacks gave her $70 on her ninth birthday, which she later used for college. A walkout was ended by fumigating the bunkhouses."
[1:08:00],Helping the Lumberjacks; Arranging a Wedding,Mother's good works helped the lumberjacks deal with personal problems. She arranged a wedding. When she left they set up a committee to do what she had done.
[1:15:00],Weyerhaeuser's Daughters; Delivering Garden Produce; Weyehaeuser Kitchens,"Weyerhaeuser compared his daughter to Jim Brackett's. Father turned down offer to work at Bovill. Delivering garden produce to the camps, she met a cook who'd worked for her father back East; and he gave her gifts. Weyerhaeuser kitchens."
[1:24:00],Lumberjack Life and Relationship with the Atwoods,"Rougher elements of lumberjack life. Parents were much in love. Their close relationship with the Atwoods, who owned the company. Father's colorful swearing. He started as a camp boy at American Thread Company woods operation in Maine at the age of twelve."
[1:30:00],Willow River School; Father Providing for Family,Schooling. Head lice at Willow River. Reading material in the bunkhouses. Father's providing for family after his health failed.
[1:39:00],Horses,"History of horses she had at Lookout. Her experience with Jack, a ""mankiller"" horse. Getting him out of the barn and riding him the first time. A cavalryman tried to ride him in front of the kids, without succeeding. Mother talked father into buying a horse for her. The horse loved her, but hated men."
[1:54:00],Raising Horses on Lookout Ranch; Jack's Death,"Her interest in raising horses on the Lookout ranch. Jack's death at the Albright place, running away from the men who were forcing him to take aconite."
