time,title,description
[0:00],Parents coming to Cameron in 1886; family background,Parents coming to Cameron in 1886. Family background. Her enjoyment of life at her Peck farm until she had to move to Kendrick.
[7:00],School at Cameron; early activity around Kendrick; farming,"School at Cameron. Early activity around Kendrick. Grain was brought from the ridge to Kendrick by chute or by poor road. Leland. Father was road commissioner, farmed 160 acres, and raised corn for Lilly's Seed Co. Drummers in the country."
[22:00],Housework as a girl; habits of men and women,Work to do at home as a girl. On Friday evening the women knitted while the men played cards. Ringing of the church bells Saturday night. She played cards with her brother's friends on Sunday night.
[29:00],Sunday German Lutheran church services.,Sunday German Lutheran church services.
[30:00],Luther League; church in Cameron,Luther League. Role of minister at Cameron. Attending daily Bible School in preparation for confirmation made it very hard to get school work done at Kendrick.
[38:00],Seriousness about religion among Lutherans at Cameron,"Seriousness about religion among Lutherans at Cameron. At first the minister came from Genesee. They formed a church in 1889. The first minister was from Germany; his wife, who'd been a higher-up in Germany, didn't know how to live in the country."
[43:00],Speaking German; neighbors visited; children spoke English,Speaking High German and Flat German. Neighbors visited back and forth. The younger children spoke English when they could. Raising meat; father's road work.
[53:00],Old country customs didn't carry over; family traditions,"Old country customs didn't carry over in some ways - parents divided up decisions. Her enjoyment of family bee hives as a child. Neighbors didn't like father's planting clover for the bees, (continued)"
[1:00:00],She helped take care of the bees. Family fruit dryer. Keeping produce in the cool cellar. Making cheese; meat.,She helped take care of the bees. Family fruit dryer. Keeping produce in the cool cellar. Making cheese; meat.
[1:06:00],Preparing food for the threshing crew,"Preparing food for the threshing crew was a great deal of work. Melons for the men. She told the store to ""put some meat on the bones"". Lots of good leftovers after the crew left."
[1:17:00],She didn't care about boys; worked in Walla Walla; met husband at a Cameron dance,She didn't care about boys. She worked in Walla Walla and then returned to care for her mother after her operation. She met her husband from Peck at a Cameron dance; his work. They bought a farm near Peck in 1934. Car accident on grade to Peck - her husband didn't know she was hurt.
[1:28:00],Working as a maid at the Multnomah Hotel in Portland,Working as a maid at the Multnomah Hotel in Portland. Many of the employees had just come from Europe at the close of the war.
[1:30:00],Work at the hotel. The owner hired a dance teacher to teach the employees ballroom dancing. Evening dances for the help.,Work at the hotel. The owner hired a dance teacher to teach the employees ballroom dancing. Evening dances for the help.
[1:36:00],She bought articles Monday morning because they were cheap; working in the hotel,She bought articles from the Jews on Monday morning because they sold very cheap to start their week. Variety of women worked at the hotel. Top wages - $80 a month. How she spent time after hours.
[1:41:00],Less freedom working in someone's home than at the hotel; some families inconsiderate of maids,"Less freedom working in someone's home than at the hotel. Some families weren't considerate of maids, treating them as inferior. Working as a maid for a probate judge and his wife in Walla Walla - daily tasks. Her enjoyment of the cooking; big parties. The woman talked to her about books; she was treated as one of them."
[1:52:00],Anti-German sentiment during WWI,"Anti-German sentiment during the First World War. Some wanted to take over Germans' land. Pressure to buy more was bonds. Some Leland people ripped up the Hag at the Cameron School, trying to show that Cameron people weren't patriotic. Criticism of speaking German; during the war some services were in English, and more were after. Those hostile to Germans were afraid to try direct action. Diligent Red Cross work at Cameron compared to Leland."
[2:00:00],Cameron Red Cross work during First War; Germans in Kendrick,"Cameron Red Cross work during the First War; they won first prize for most work at Lewiston. A Kendrick minister insulted the Germans at the farewell dinner for the boys at Leland. People who were anti-German were ""dumb"" to them. The girls saw the boys off on the train at Lewiston. Frank Shoeffler was fatally shot on Armistice Day. They received word the day they buried his father. Boys fought for America."
[2:12:00],Caring for mother in illness; dances at Cameron; medicine shows sold alcoholic medicine during prohibition,Caring for mother in her illness. Dances at Cameron - swinging the girls off their feet. Medicine shows sold alcoholic medicines during prohibition. Her dandelion wine.
[2:19:00],Germans loyal to America in First War; conflict,Germans loyal to America in First War. Some wanted to take away their land. When war started father took many newspapers; family reading matter. German loyalty.
