time,title,description
[0:00],Making candles out of beef tallow,"During the wet years (1893-5), her aunt made candles out of beef tallow for the Christmas tree and the church."
[5:00],Christmas Eve celebrations and walking to Christmas day service,Christmas eve the gala day of the year for Scandinavians. Walking to early church service Christmas Day at 5 a.m.
[10:00],Food they ate at Christmas dinner and mother making lots of sweets,Food eaten at Christmas dinner. Mother made ten gallons of cookies and fancy candies.
[16:00],What kind of gifts the grandparents brought; father having only 5 dollars in 1893 and brother distributing gifts,"Grandparents brought gifts, candy oranges and two coconuts. In 1893 Father had only $5 for Christmas. Older brother would distribute gifts around the Christmas tree."
[33:00],Jewish owners of David's were well accepted; playing with African-Americans; Chinese-Americans had several laundries,"David's originally owned by Kaufman and Durnam. Well accepted even though Jewish. Everyone played with Mary McCrae, a Black girl, it didn't make any difference. Chinese had several laundries."
[39:00],Father worked in Colorado mines; homesteaded near Pasco,"Father worked in Leadville, Colorado, mines. Homesteaded in Hog Heaven near Pasco, and left his equipment buried in the sand."
[46:00],Father working with the railroad from Spokane to Juliaetta; father walking from Juliaetta to Moscow to keep a date with her mother,Father and his crew excavated railroad bed from Spokane to Juliaetta using mules and scrapers. He walked from Juliaetta to Moscow to keep a date with her mother.
[1:00:00],Mrs. Chapman's first husband is killed by Native Americans,Mrs. Chapman's first husband killed by Indians in the very early years. She grabs the lines and drives home.
[1:05:00],Frequently saw Native Americans near home; brothers steal father's dynamite,Frequently saw Indians near home. Brothers steal father's dynamite.
[1:10:00],Dipped grain for seed in Blue Vitriol; early laundries,Dipped grain for seed in Blue Vitriol. Early laundries
[1:18:00],Mixing up clothes starch for the clothes; Washing clothes,Mixing up clothes starch for the clothes. Washing clothes.
[1:24:00],Father threshing business; father didn't trust banks and being paid in gold,Father's thrashing operation continued after it snowed. In the early years paid in gold - farmers didn't believe in banks.
[1:30:00],Making gas for carbide lamps,Making gas for carbide lamps.
