time,title,description
[1:00],Baseball at Potlatch in 1912; Different cultural groups' relation to baseball,"Baseball at Potlatch. Major league all-stars play at Potlatch (1912), but the game was not as exciting as country style baseball. Old style gloves. Young men had little opportunity to get on the established Potlatch team. Pitching. Travelling to games. Importance of Max Williamson in organizing team. Cultural groups' relation to baseball. Practice after a sixty hour week."
[28:00],When and why the town whistles blew,The town whistles - when and why they blew.
[30:00],Operation of fire whistles; Early jobs working for Potlatch; Men often worked additional hours,"Operation of fire whistle was keyed to signal boxes. Pulling the hose carts. Burning of church. His early jobs working for Potlatch. Loading cars: hard feelings over favoritism in allocation of cars. Quantity of lumber shipped in and out of mill. Beyond the ten hours, men often worked an additional 2 1/2 hours."
[51:00],"Common laborer got $2.25 a day; Incentive for ""gyppos""",Common laborer got $2.25 a day. Incentive for gyppos.
[54:00],"First efforts with dry kilns, eventual improvements; Uneven drying","First efforts with dry kilns, and eventual improvements. Uneven drying."
[1:00:00],Determining dryness of lumber; Odd moulding patterns for architects,Meters for determining dryness of lumber. Making odd moulding patterns for architects.
[1:05:00],Children's wages went to their parents; Early Maturity; Desire for possessions,Young people's earnings went to parents. Early maturity. Desire of kids for possessions.
[1:13:00],Art learning mechanical things; The ambitions of young men,Art's initiative in learning mechanical things. Different ambitions of young people.
[1:18:00],Rags-to-riches; People wanted to be financially comfortable,Rags-to-riches theory. People didn't believe they could ever become millionaires - they just wanted to be comfortable and have material things (Juliaetta's 'School of Country Living' is a good idea). Lack of incentive and high wages at the mill.
[1:30:00],Supervisors get credit and money for the work of their workers,Supervisors get credit and money for the work of their workers.
[1:32:00],The Laird family's isolation; The brass on Nob Hill had less money than people though; Corporate treatment in America,Snobbishness of Laird's family caused them to be isolated. Milkman and paper boys had trouble collecting from the Nob Hill brass. Thev didn't really have as much money as they wanted people to think they had. Top treatment for corporation heads in America.
[1:42:00],Potlatch auditorium and dance hall,Potlatch auditorium and dance hall.
[1:45:00],Laird threatened the men before the 1928 election; Laird's social life in Spokane,"Laird was completely remote from the plant and the men, totally unlike Deary. Laird gave a threatening speech to the men before Hoover's election in 1928. His social life was carried on outside of Potlatch - he rented a suite of rooms in Spokane and other cities. Max Williamson almost fired by Laird for doing a little drinking in Spokane."
[2:00:00],An embarrassing meeting with Laird at The Davenport Hotel; The Deary family compared to Laird,An embarrassing meeting with Laird at The Davenport Hotel. Openness of Deary family compared to Laird's.
[2:09:00],Driving Laird and Bill Helmer to Orofino in a car with bad brakes,"Driving Laird's car to Orofino with him and Bill Helmer, the brakes gave out and made the trip hair-raising."
[2:25:00],Deary had tremendous drive; The company office was originally at the mill,Deary had tremendous drive. The company office was originally at the mill.
[2:30:00],The early mill's major wood products for maximum profit,Practice of trimming and ripping imperfect boards to make more money. The major wood products of the mill's early days; they acquired timber for almost nothing.
[2:42:00],The stockholder's train from Chicago to Potlatch; Weyerhaeuser liked to talk to the men,"The special stockholders' train from Chicago to Potlatch. Weyerhaeuser didn't like to stay with those people. He liked to talk to the men in the mill, and did once with Art."
[2:49:00],Weyerhaeuser's sons learned the business; Why Potlatch Forests Inc. was formed,Weyerhaeuser's sons learned the business from the bottom up. Potlatch Forests Inc. was reputedly formed to bail out Lewiston mismanagement. Potlatch Corporation holdings.
[2:56:00],How the corporate economy created the Potlatch Company and the jobs there,How the corporate economy created the Potlatch Company and the jobs there.
