time,title,description
[0:00],"Born on grandfather's homestead; old family doctors in Kendrick; living in Kansas, selling catfish and prairie chickens, hard weather and hunting","Born on grandfather's homestead. Old family doctors served Kendrick and surrounding country. Grandfather Sam came to area from Lacine, Kansas in 1888. ""Pastures were greener out here."" Friend of Al Roberts in Kansas. Sam had fiery temper. Life in Kansas, selling catfish and prairie chickens, hard weather and hunting antelope. Sam hunted and fished more than he farmed. Breaking bunch-grass sod with a footburner plow."
[11:00],Land here better in early days; farmers raised many crops; hand seeding to grain drill,"Land here better in the early days than now. Farmers raised wheat, oats, flax. Stopped raising flax because ground got ""foul"" and wild oats came in. Flax for seed and linseed oil. Hand seeding took teamwork, grain drill was improvement. Wild oats came in from California."
[15:00],Old hand-fed machines; Nick Brocke's bean thrasher; farmers stacked beans and covered them with stray so they could thrash mid-winter,"Old hand-feed machines, grain and bean thrashers. Nick Brocke's bean thrasher and how he worked it. Operation of thrasher. Farmers sometimes stacked beans and covered them with straw so they could thrash in mid-winter."
[19:00],"Norla's father buys thrasher with five other men as ""company machine""; change from sack grain to bulk; goes from horses to trucks","Norla's father buys thrasher in 1915 with five other men, ""company machine"" runs until 1933. Combines start to come in 1935. Change from sacked grain to bulk. Company machine worked on shares. In 1926, Norla's father goes from horses to trucks for hauling."
[23:00],"Raising beans; problem with erosion; thrashed beans, fed waste to livestock' bean farming can't compete with Southern Idaho","Raising beans: problems with erosion. Thrashed beans, fed waste to livestock as hay. Bean farming stops because area can't compete with irrigated beans in Southern Idaho."
[25:00],Hunting and fishing in early days; trout and salmon; creeks run year-round; more timber,"Hunting and fishing in early days were ""second to none."" Trout and salmon in creeks, family would salt excess. Creeks used to run year-around: much more timber in headwaters. Grouse and pheasant were plentiful. Feeding quail. Norla thinks grouse died out because of disease, not hunters."
[32:00],socializing in early days; literary programs at schoolhouse and socializing after church; apple and prune orchards,"Socializing in early days. Literary programs at old schoolhouse, oyster feeds, socializing after church. Not much visiting with neighbors any ore. People were more self-sufficient then, and had more time to visit with their neighbors. Big apple and prune orchards and prune dryers in the area. Standard price for prunes was 50/pound."
[36:00],"Neighborhood ""butchering bees""; men slaughter and butcher all the neighborhood beef and hogs; work cooperatively; women cooked a big feed for party afterwards","Neighborhood ""butchering bees."" 12 or 15 men would slaughter and butcher all the neighborhood beef and hogs. Done at one man's place, worked co-operatively, assembly line fashion, several day job. women cooked a big feed for the party afterwards."
[38:00],Skating parties and coasting parties ended up with oyster stew fed; card parties; neighbors more helpful then; population on American Ridge,"Skating parties and coasting parties always ended up with oyster stew feed. Card parties and sleigh-ride parties. ""I think people were happy, enjoyed themselves It's quite a change."" Neighbors more helpful then. More neighbors: over 60 families on American Ridge at one time."
[44:00],"Runaway team scared by yellow jackets; ""fiery"" horses get scared of thrashing machine","Runaway team scared by yellow jackets. Runaway common. ""Fiery"" horses would get scared by thrashing machine."
[45:00],Runaways frequents while thrashing; loading horses with grain; work with the thrashing crew,"Runaways frequent while thrashing. Bundle-hauler had to handle horses and load grain. Farmers provided haystack to feed thrashers' horses. Work on thrashing crew: feeding horses at night, sleeping on hay in field with horses, swapping stories around camp fire."
[49:00],"Early personality of Juliaetta, Kendrick, and Troy; how Juliaetta and Kendrick were named; towns were similar","Early personality of Juliaetta, Kendrick, and Troy. How Juliaetta and Kendrick got named. Olson and Dohnson store in mostly-Swedish Troy. Towns were similar. Kendrick flood caused by wrecked train diverting creek."
[52:00],One-room school; everyone walked or sledded in winter,"One-room school. Everyone walked, sledded in winter. ""Characters"" gave teacher a hard time. Norla's wife Mabel taught one-room school 3 years."
[55:00],"Martin Thomas, the feist, and the wolves; more coyotes today; bears only cause trouble in orchards","Martin Thomas, the feist, and the wolves. More coyotes today than in early days. Bears give trouble only in orchards."
[58:00],Early apple raising; three packing houses on ridge where apples were stored during winter; sold apples locally and shipped them; area changes from fruit to grain,"Early apple raising. Three packing houses on ridge, stored apples in sawdust over winter. Apples both sold locally and shipped. Area changes from fruit to grain. More insects as area developed, too much work to control them in orchards, couldn't compete with Yakima. More insect pests now than before, balance of nature upset by pesticides."
[1:02:00],"Norla starts farming in 1935, using both horses and mechanized equipment; farmed 240 acres with father; variety of crops and livestock","Norla starts farming on own in 1935, uses both horses and mechanized equipment. Father buys first tractor in 1933, retires in 1935. Mew machinery makes farming faster and more efficient. ""Tractors don't get tired."" 7 or 8 horses pulled two-bottom plow. Length of workday depended on daylight. Cut wood in winter. Farmed 240 acres with father: beans, field corn, pigs, cows, horses, chickens. Fed horses and milked cows before breakfast, then did field work."
[1:09:00],"Care and use of horses varied with owners; most took care of them; took a while for horses to ""toughen up""; horses got 12-13 years","Horses took awhile to ""toughen up"" in Spring after Winter rest. Horses got up to 12 or 13 years old. Care and use of horses varied with owners, some were good and some were mean. Most men proud of horses and took good care of them."
[1:10:00],Norla rode mare to high school in Kendrick with other boys; country kids not as involved with school activities,"Norla rode own mare to high school in Kendrick with other boys; girls usually boarded in town. Chores during high school years. Country kids couldn't get as involved in school activities and sports as town kids, didn't have time."
[1:13:00],"First did farm work with father at 12 years, then did man's work at 15; all farm boys started working young","First did farm work with father at 12 years old, did man's work at 15. All farm boys started working young."
