time,title,description
[0:00],Dave Fleener; father-in-law built shelter near Moscow; Fourth of July in Colfax,"Her father-in-law, Dave Fleener, built a shelter when he homesteaded near Moscow. Horses often lost in ""round-up"" drives to Montana; rumor of vigilantes. Lard oil lights. Riding was cross-country. Fourth of July in Colfax."
[6:00],Dance at Steptoe; helped people by trading for wood; turns down offer for free Moscow property,"Coming back from dance at Steptoe, his partner thinks they're lost, but Dave lets his horse find the way. Mr. Boles, the Viola storekeeper, helped people by trading for wood instead of money. Dave's first plowing with a breaking plow. He turns down offer from Lieuallen for free Moscow property, if he built a shack on it."
[11:00],Hauled grain to Walla Walla; working harvest in Touchet; thrashing machine,Two days to haul grain to Walla Walla. Their first market. High cost of freight for needles. Working harvest in Touchet. feeding bundled grain in the thrashing machine.
[15:00],Injuries to men breaking horses; crossing Siskiyou Summit; Pit River Native Americans; tuberculosis; diphtheria,"Injuries to men breaking horses. Crossing Siskiyou Summit on foot in deep snow. Pit River Indians unable to leave reservation to forage for food, causing their rebellion. An Indian with no clothes in the cold. Blowing on a trumpet to cure tuberculosis. Burnt alum and slippery elm bark cure for diphtheria."
[23:00],Wild Davey and Will Drannan; women afraid of Wild Davey,Wild Davy and Will Drannan (author of 31 Years on the Plains and in the Mountains) were not the same man. Fleener family knew them both. Wild Davey hunted with a dog pack. Women were afraid of him; one threw a pan of dishwater on his head.
[28:00],Drunk who tipped over his buggy,A drunk who used to holler at people; he tipped over his buggy.
[30:00],Music in saloons; Republican kids called Democrat kids names,"She was attracted by sound of music in saloons. During T. Roosevelt's campaign, Republican kids called Democrat kids ""damn rats. Lowery revival meetings (1912). The Methodist preacher was loud."
[38:00],Threshing; working in the cookhouse; men harvested,"Early threshing. Working in the cookhouse was a long, hard job. Men enjoyed harvest, though it was dirty work. Sucking eggs for entertainment Women might do a big project at home while the men were away in harvest."
[49:00],Problems over order of threshing farms; spectator and engineer jobs,How problems over the order of threshing farms could arise. Combine owner could disagree Separator and engineer were top jobs. Hauling on bundle wagons.
[56:00],First car; poor road conditions; cars were an impractical fad,"The first car she remembers, a Hudson about 1912. They weren't too useful because road conditions were poor, but roads improved as cars increased. Changing tires was difficult. Many thought cars were an impractical fad."
[59:00],Henry Fleener wrote for Drannan's book; events in the Modoc country,"Henry Fleener (Dave's half-brother) and his wife did much of the writing for Drannan's book. Henry's kids enjoyed reading what had been written that day. Dave was asked to provide verification for events in the Modoc country, (continued)"
[1:00:00],Drannan's book,More about Drannan's book writing; he wasn't married in Moscow.
[1:02:00],Steptoe Butte; first hot rods,"The road to Steptoe Butte. First hot rods were ""mud slingers."""
[1:06:00],Working to own a piano; bedbugs; working in a Methodist parsonage,Her experience working out. Working to own a piano. Putting up with bedbugs cooking for a harvest crew. Unpleasant work in a Methodist parsonage; difficult washing; helping a dressmaker.
[1:14:00],"Father's cures; cures for sore throat, diphtheria, fevers, earache; predicted weather; ghosts; believed in airplanes","Sons to carry on the Fleener family name. Father's cures: turpentine or kerosene for sore throat; coal tar for horses; blowing sulphur down the throat to prevent diphtheria; aconite and belladonna for fevers; blowing tobacco smoke in the ear for earache. He predicted weather from the sky. A board on the grass will kill it during certain phases to the moon. David Fleener's father went with his wife to the spring because of ghosts; a report from heaven. Ansel Fleener, David's father, believed in airplanes."
[1:27:00],Wild Davey and Will Drannan,More about Davey and Drannan.
