time,title,description
[0:00],Joe Wells influence; Halloween pranks,Joe Wells and family. The kids put cow manure over the schoolhouse door as a Halloween prank. Lou's snoose and tobacco. The Wells schoolhouse was also the church.
[8:00],Getting by in the early days,"Getting by in the early days: making lunches for the railroad crews, and growing food. Norwegians around Deary. Caskets. Ice for Magnuson's meat market."
[15:00],Clearing the homestead,Clearing the homestead. Girdling trees. Using scythes and cradles.
[20:00],Relationship with Bjerke family,Old man Bjerke had a homemade lock on his granary. He worked with a grubhoe when he was old. Catching trout with Arthur Bjerke on the little Potlatch.
[23:00],Pneumonia almost kills Henry as a child,Henry almost dies from pneumonia as a boy.
[25:00],Trading with Native Americans; camas picking; mineral springs,Giving hides to the Indian bands that passed through. They picked camas between Helmer and Bovill on the meadows. Mineral springs.
[28:00],Church gatherings,Church social gatherings.
[29:00],Railroad engine,Firing the little engine on the railroad.
[30:00],Building Potlatch mill,Building the Potlatch mill.
[32:00],Railroad stations,The stations on the railroad run.
[35:00],Relationship with bums and the train,"Henry's orders were to kick ""bums"" off the train, but then he was yelled at for running behind schedule. The bums had spots in Palouse, Potlatch and Bovill to ""mulligan up"", and slept on the cars; Henry liked them."
[38:00],Building the railroad with horses,Pile driving with a horse team to build the railroad.
[39:00],Engine conversion from slobber stacks to superheaters,Converting the engines from slobber stacks to superheaters- this meant the engines needed much less water. Running checks on the engines.
[42:00],Train derailment reviewed by Potlatch,An 18 car derailment caused by a log rolling of at a switch at Vassar. Management from Potlatch views the damage.
[46:00],Problems with bridges; refusal to cross them,"He refuses to go over Bridge 10 after the sway braces crack; or Bridge 18 after a mud slide, which took six days to fix. Bridge 13 was bad."
[50:00],IWW and labor unions,Engineer and section crews both paid 27 cents an hour around 1920. Unions forced the pay up. The IWWs straightened out the camps.
[52:00],Drinking apple cider after enlisting for World War I,"After he enlists during World War I, the Moscow sheriff (Jab Campbell) takes the Deary enlistees to Troy to get drunk on apple cider."
[56:00],Freighting with Joe Wells,Freighting with his father and Joe Wells for Camp 6 with sleighs.
