time,title,description
[0:00],Pinicking by Elk River Dam; Japanese in Elk River,Picnicing by the dam at Elk River. Japanese at Elk River were very nice but didn't mix.
[7:00],A mean teacher; sister's death; accidents at home; closeness of town children,"A mean teacher. Jockheck home. Little sister's death from non-contagious meningitis. Her sister had a sledding accident, and two other accidents. The closeness of children in the town has lasted through their lifetimes."
[20:00],Skating in the winter and husband suprising townspeople with skating,Skating in winter. Husband astounded the townspeople by his skating when he arrived from Canada.
[23:00],Taking college prep classes at Elk River School; no fear of working men; getting candy for delivering meat,College preparatory work was required at Elk River school. Town buildings. Parents had no fear for their children from the working men; candy for delivering meat.
[30:00],Where father learned butchering trade; how they came to the area; working in the meat market; Christmas celebrations,"Father learned the butchering trade in Germany. He came to Palouse from Denver for his health, and moved to Elk River in 1912 for the opportunity. Mother was raised in Denver. Operating the meat market. The children had to help grind meat, pick chickens, and deliver meat; they worked too hard. Brother Fred lost two fingers in the grinder on July fourth. For throwing sawdust in pickles and meat, they got no presents from Santa Claus. Christmas celebration."
[44:00],Purchases for the children; childhood freedom; Easter celebrations,"Father never objected to mother's purchases for children. Easter eggs. Father didn't share responsibility with mother, though she was a better manager than he was. The children had less freedom because of 4-ather's attitude about being a businessman."
[50:00],How and what they played growing up; games; what boyfriends were called,Children's play in the woods. Playhouses. Punishment for misusing brother's bicycle. Sledding on the hills. Home parties and birthdays. Pom Pom Pullaway. Kids played in their own neighborhoods. Playing under the church ramp. Boyfriends were calledTellowsV
[1:00:00],Young people dating; dancing; husband was an expert violinist,"Young people dating walked on the railroad tracks. Father disapproved of her dancing, but she started to at fifteen. Local bands. Husband an expert violinist; a man who didn't like him derided his playing."
[1:07:00],How the world wars affected her German family; school sports,"The world wars were difficult for Germans. In the First World War father's meat went bad because he could only sell it on certain days. Germans had to be careful. One teacher was mean to her, but she didn't know of people being mean to her parents. Yardage from Germany stopped during the war. School sports."
[1:18:00],Separate social lives for cultural groups; local fire fighting practices; community events and social life,IWW's in jail. Foreign families had their own social life. An Italian quartet. Andrew Bloom. Munson told men in poolhall to fight fire. On two occasions trains were readied to evacuate people from Elk River; mother's confidence in face of fire. Community picnics. Lack of participation by single men in community social affairs.
[1:30:00],Social activities for married couples and wives; going to basketball games by train,Social activities for married couples and wives. Train transportation to other towns for basketball games; this was a chance to make friends.
[1:33:00],When the mill left Elk River and its affects on the town; sending care packages to Germany after World War II; visits to Denver,"Taking the mill out of Elk River - regrets of Potlatch in retrospect; hard on the people of the town. Difficulties in father's business - his leniency with credit, effect of automobiles. His meat market became a grocery store. Despite parents' generous donations to charity, others did not offer to help German children after the Second World War. Her packages to Germany after the Second War. Trains to Denver to visit mother's parents. She and her brother were ""bad"" children."
[1:43:00],working at Elk River print shop for William Marineau; trying to into the US; why he left Colfax,"(J. Les Clark: ) Going to work at the Elk River print shop for William Marineau. Marineau promised his employment to an immigration investigator. He was turned away trying to get into the U.S. because they thought he was too young to be a printer. He left Colfax after less than a week because the Ku Klux Klan was burning crosses for his boss, a Catholic. Dealing with immigration."
[1:52:00],Learning to print in Trail; wages of printing; working in Elk River,Learning to print in Trail for four years. Wages of $22. 50 for 48 hours. Work in Elk River. Apprenticing was rough; you had tears in your eyes.
[1:59:00],Elk River Falls; enjoyment of living in a small town,"Elk River Falls. His enjoyment of Elk River, where everyone knew everyone; the men from the mill ribbed each other in the poolhalls."
[2:00:00],Union thinking he'd do better printing in large city; playing sports in Elk River; coating requests; speech patterns,Union secretary thought he would do better to print in a city. He played sports in Elk River. He turned down a request from coach of Portland Buckaroos to play hockey on the Rosslyn farm team because it was near Trail. He got ribbed because of the way he talked.
[2:06:00],Soliciting printing jobs around Elk River and surrounding area; press breakdown; History of Elk River Press; Linotype versus Simplex printing,Marineau was smart to move to Moscow and work for Dr. Robinson. At Elk River he went around the country and solicited a great deal of job printing. The paper took them only two days a week. A press breakdown. Small town presses depended on job printing. Marineau had good job printing equipment. History of Elk River press. Advantage of linotype over Simplex.
[2:14:00],Music in Elk River; Courtship of wife; Early women graduates from Elk River; new women married quickly in Elk River,Elk River band. Foreigners in town. Her picture. Their courtship took five years. She went to Lewiston Normal with his moral support. She wanted and expected to live away from Elk River; he was the one eligible man who didn't work in the mill. Early women graduates from Elk River. Women who came to Elk River to work often married rather quickly.
