time,title,description
[1:00],Parents came from Minnesota in 1892 and bought homestead in Hog Meadows,"Parents came out in 1892 from Minnesota. Mother had her nephew, Tom Berg, buy the Kahn homestead in Hog Meadows. He paid $500 for 136 acres-which was too much. Old log house had a rock fireplace with one large room and a second room for a barn. Wood was stacked between the rooms and a full roof was over both. House built a few years later."
[6:00],"Father disappointed, built fence around meadow and farmed hay and helped build road in summer to Warren Meadows","Father awfully disappointed. Put in a fence and plowed up the meadow. Beautiful wild hay grew and he built a big barn for hay. He worked on county road in summer time and helped build the road to Warren Meadows. Road used to go by the forks of the Potlatch where the Carlson family lived who started the Danesville Post Office and ran it several years. Marshall Heinsley, the main owner of Hog Meadows, got the Post Office later and built on a grocery store with a store front. When he sold out T.R. (Russ) Lawrence on the other side of Helmer got the Post Office and built a grocery store also. Later moved the Post Office to Helmer and changed the name."
[13:00],Names of original homesteaders and settlers in Hog Meadows; origin of name of Hog Meadow,Names of original homesteaders and later settlers and renters on Hog Meadows. Hog Meadows named from when Nichols of Texas Ridge brought in about 250 hogs to root on the camas all summer. Saw Indians digging camas in the field by the house.
[21:00],Bovill's from high society in England. Lena worked in logging camps as a flunky.,Bovill's from high society in England. Lena worked in logging camps as a flunky.
[24:00],Need to make trail to road for school three miles away from Hog Meadows,Needed the team to break trail to the road. School was three miles away at lower end of Hog Meadows. Wrapped gunny sacks around shoes for boots to feed the stock. In the winter of 1918 they ran out of hay and paid $30 a ton.
[29:00],Girls helped on the homestead,"Girls helped feed stock, cut wood for cookstove and heater and carry water in from the well. Heard the balsam trees popping when really cold."
[30:00],"Girls loaded hay, and ran up to fifty heads of cattle, only used cattle for hay","Girls worked loading hay, shocking and pitching. Ran up to fifty head of cattle, but could only raise cattle they had hay for. Buyers came in for fat cattle or butchered for lumber company. Alfred sent away for a shearing machine that was a big success."
[38:00],Brother Emil was a good hunter and sent to St. Louis; description of him killing bear; Alfred worked at Hanson sawmill in Potlatch River,"Emil (brother) a good hunter who trapped and sent fur to St. Louis. Vivid description of meeting and killing a bear half a mile from home. Pitiful cry when shot, like a human being. Alfred worked at the Hanson sawmill on Potlatch River when sixteen."
[48:00],Father taken to Orofino because he took a gun and talked about killing somebody,Father taken to Orofino because he took a gun to town and talked about killing somebody. Father had several severe accidents where he hurt his back and head.
[56:00],Alfred went to doctor in Troy after breaking his arms; Molly was a tomboy; went on trip to Minnesota,Alfred broke his arm in two places and went to Troy to doctor. Molly (Lena) the tomboy. Trip back to Minnesota.
