time,title,description
[0:00],Discussion of harvesting in Park; where they got water; the difficulty in clearing the land with small horses,Harvesting at Park. Springs supplied water. Preserving foods. Exchanging work. Difficulty clearing service brush with small horses. The order in which his father built on the homestead.
[12:00],Native Americans who camped out on their land; bought deer hides from Ed,"Indians camped in their old spot on some cleared ground, and Ed asked them to move; his mother then invited them in for coffee. They bought deer hides when they passed through on the trail."
[18:00],Hunting and fishing in the area and what they used; playing in the woods,"The hunting camp on Long Meadow. Fishing for salmon with spears, and for trout in summer. Playing in the woods."
[23:00],Helping father harvest wild grass for hay; feeding cows moss in the winter; carding wool; getting skis from father,Helping father harvest the wild grass for hay. Picking moss for the cows to eat in winter. Snow came in late October. A day's trip to early Troy. Carding wool for spinning. Making wood in winter. Father made skis for the boys.
[30:00],Winter activities in Park; riding horses and camping; hunting deer was easier in the first years,"The Park ski run, and sledding. Riding horses and camping. A neighbor got lost. Hunting deer was easier in the first years, because they hadn't been hunted before."
[38:00],Cougars following the deer out of the mountains and causing problems,Cougar followed deer down from mountains. A cougar went after meat on their homestead. A neighbor was confronted by a cougar in the woods.
[44:00],Discussion of the timber around Park; what the area around Park was used before and after Potlatch logged it,"The timber in the country around Park. A few people held Stone and Timber claims, and sold out to Potlatch. Use of the country around Park, before and after Potlatch logged it."
[49:00],Hauling supplies to mines in Elk River; two miners were Park's first settlers,Ed hauled supplies through the desolate country to mines by Elk River. The Leslie brothers' placer mine. Two miners were Park's first settlers.
[58:00],A neighbor who fails to return work for Ed's father changes his mind when Ed threatens him.,A neighbor who fails to return work for Ed's father changes his mind when Ed threatens him.
[1:00:00],Building the Park church; father drilling a hole for the Christmas tree; decorating for Christmas,Building the Park church. Father bore a hole in the schoolhouse floor to stand the Christmas tree in. Decorating the new church for Christmas.
[1:10:00],What was spoken in Park; celebrating Children's Day,"Most talk in Park was in Norwegian. The fourth day of Christmas was Children's Day, honoring the children."
[1:14:00],Where Norwegian names come from; His father changing his name but his brother keeping the old name; learning English in school,"Norwegian last names come from the district the person was born in; Ed's father was persuaded to drop ""Rinsage"", but his brother took that name back. Learning English in school."
[1:20:00],Troy was mostly Swedish; transporting people from Troy to logging camps; cashing logging checks at the saloon; card games in the saloon,"Troy was mostly Swedish. A wagon and sleigh from Troy took people to and from the logging camps. Thompson cashed loggers' checks so they could spend their money in his saloon. There were card games in the back rooms, and men were rolled in the alley."
[1:25:00],Hard to keep Marshall Hays to keep order; Hays killed in a shootout; Disorder helped dry up the state,It was hard for Marshall Hays to keep order at times. Hays was killed in a shootout. He had a grudge against the people. Disorderliness helped the drive to dry up the state.
[1:30:00],Hauling a drunk man home from new saloon,"When the railroad was being built near Avon, Ed hauled a drunk man home from a new saloon, and the man threatened to shoot him."
[1:36:00],Ed and saloon keep thwart a plan to rob the saloon,"One night five men drank in the saloon, intending to rob it. Ed helped the saloon keeper thwart their plan."
[1:43:00],The Swensons went to Troy about once a month; appearance of the early town.,The Swensons went to Troy about once a month. Appearance of the early town.
[1:48:00],The amount of clearing on the homestead; why Ed left Park; Park homestead sold to his brother,"Amount of clearing on the homestead. Ed left Park to buy a farm next to his brother on Central Ridge and then tried farming in Canada. The Park homestead was sold to his brother, and he returned often to visit."
[1:54:00],Discussion of the shifting population and the prospects for staying weren't goo,Shifting population in Park as people sold out and land was combined into bigger farms with fewer people. Prospects for staying there weren't good.
[1:57:00],Building five houses at once by exchange,Building five houses at once by exchange.
