time,title,description
[0:00],How parents came here,How parents came here.
[7:00],Getting by with little on homesteads; kids' chores; father's work; school basketball; walking to high school to shower,People got by with little on homesteads. Mother used every twig at first. Kids had chores and made their own fun. Father's work. Evening play with the whole community. Run Sheep Run. Meeting girls from other towns through school basketball. Playing in the Legion Hall in Deary; walking to the high school for showers. Uncle injured in fall when building second story.
[19:00],Banker Harsh helped their family and Deary,Banker Harsh helped their family and Deary.
[21:00],Acceptance of Wells family; Chuck's wife ran the store at Helmer,"Acceptance of Wells family. Billy didn't accept being called a ""nigger"". Mary was very hard working and kind. Chuck's wife Mildred ran the store at Helmer with her second husband."
[31:00],Deary fire; work on the Deary paper,Deary fire. Margaret's work on the Deary paper while in school; the newspaper was marginal.
[36:00],"Entertainment for young people; basketball, party games and dancing",Entertainment for young people at homes - party games and dancing. Wink 'Em. Opposition to dances.
[41:00],Ruth decided to teach; discipline problems with older students; interest in home economics; teacher's training in Cheney,"Ruth decided to teach because it seemed the best opportunity open to women, and because she admired some of her teachers. Discipline problems with older students who rebelled a little against what was expected of them. Margaret's interest in home economics came from helping her mother. Both got teacher's training at Cheney. No cars on campus. No smoking allowed in dorms."
[51:00],Men got higher teaching salaries; women stopped working when they married; marriage kept a secret so women could keep teaching,"Men got higher teaching salaries than women because of coaching duties. Ruth would have preferred forestry if she had had the choice. Many women expected to marry and stop working; it was expected that their husbands would support them. Some kept marriage a secret so they could keep teaching until the end of the term. In those days married couples didn't expect as much money, so cone could work."
[56:00],Margaret's first school; children learned from each other; quality of rural schools,"Margaret's first school was at Applequist near Deary. The teacher was janitor. Kids drank out of the same dipper. Ruthfirst taught at Elwood School on Texas Ridge. There were many children because there were many families. Children learned from each other. Quality of rural schools. They taught fundamentals, not extras."
[1:02:00],Giving children free play; what children were like; making an impression on children,Giving children free play. Getting to know them well. A child who swore because her parents did. What children were like. A child's memory of her teacher. It took little to make an impression on children then.
[1:11:00],Authority of a teacher; respect for teachers; reading to the class,Authority of teacher in community. Questions of the teacher and respect for her. Ordering Ranger Rick for the school. Reading to the class.
[1:19:00],Salaries and retirement better in Washington; one room schools near Deary,They taught in Washington because salaries and retirement were better. Names of one room schools near Deary.
[1:21:00],No money during the Depression; flat tire in Troy; school was center of the community,"No money during Depression. Their warrants for teaching couldn't be cashed. A flat tire caused them to open a checking account at Troy. The school was the center of the communities, and provided entertainment. Margaret had been to Kendrick twice when she graduated from high school. Taking away the local school took away the community."
[1:28:00],Ease of transportation; Bovill lost its store,"Ease of transportation has caused decline of Deary. Bovill has lost its store. Older people in Bovill have a bad need for transportation, while Moscow people want a bus to get to entertainment."
[1:32:00],A dollar for a revival collection plate caused friction,A dollar for a revival collection plate caused friction.
