time,title,description
[0:00],"Family moved from Europe to California to Oregon to Palouse, Washington","Grandfather went to California from Europe for gold rush (c. 1853). From RosehUrg and Sodaville, Oregon, to Palouse, Washington, to run the stage line - bedbugs in a quality Portland hotel. Mother and a dangerous horse."
[10:00],"Mother's family and background, stories of women","Mother's family was close and affectionate. Death of young, beloved brother. Grandmother was kidnapped by aunt after father's killing in Kansas; she was poorly treated, and disliked their poor moral standards. Grandmother's Quaker ideals; her conflict with sister. A pioneer woman doctor of Roseburg and Portland; Janet Kinney's struggle to become a doctor from Lewiston in the thirties."
[26:00],Women's rights; picnics; stories of her grandparents,"Early fighters for women's rights were very proper women. Grandmother was much younger than grandfather: importance of picnics to her. Grandfather grew up in Luxembourg, went to Holland and Paris. Grandfather's belief in equality."
[30:00],Stories of grandparents; divorce; making clothing for children and education after marriage,"Grandfather adored grandmother. He preferred Catherine's mother to her aunt, but mother didn't realize it. Grandmother disapproved of divorce - her best friend's daughter was a much divorced adventuress who was welcome in grandmother's home. Grandmother made more modern and comfortable clothes for her children; she educated herself by reading after marriage."
[40:00],"Stories of limited food for families, limited opportunities for women to work",A woman in Roseburg who used up whatever food she had when husband was gone. Grandfather's mortification when he failed to provide adequate food; the delicacies they served. Limited opportunities for women to work.
[45:00],Differences between rich and poor; stories of J.P. Vollmer,"Apparent differences between rich and poor were minimal. As girls they looked down on those with dirty hair. A millionaire who was tight with money with his family. J.P. Vollmer took advantage of others in business; but he was very good to his family and civic-minded, honest and keen in business Vollmer's pride; opposition to children's marriages. Blackmail of Vollmer about his wife was false. Mother's need for vacation from telephone work. Mrs. Vollmer's oddity about money. Vollmers' tried to pay in credit at their store rather than money. Destruction of beautiful Vollmer home, (continued)"
[1:00:00],Vollmer home; daughter's homesickness at the University of Idaho,Old Vollmer home. Daughters' homesickness at U of I.
[1:05:00],"Stories of women being disgraced, escort reputation",A woman unveiled and disgraced at the DeFranee Hotel. Her escort's reputation.
[1:09:00],Prostitution in Lewiston,"Prostration in Lewiston. Judgement of prostitutes by other prostitutes. Reformed prostitutes could be largely accepted. A Juliaetta girl who became a sporting woman, perhaps from necessity. A girl who slid into prostitution. Starting and stopping in the trade. An alcoholic who became a sporting woman. Their lack of education. Every prostitute had a pimp, and usually a romantic attachment to him."
[1:22:00],Pregnancy revealed to father; health of prostitutes; reputations,"A young woman whose pregnancy was revealed to her father. Health of sporting women. Their sisterhood. They presented a respectable front to visiting relatives with help from businesswomen. Women were curious to see what they looked like. They were slightly ""crazy"". Their treatment by local businesses: ""How do you know she's a prostitute?"""
[1:30:00],Prostitutes (sporting women) and how they came to be,A beautiful sporting woman who fell apart. They always left their hometowns to practice. Father's embarrassment by the mother of a girl.
[1:36:00],"Prostitutes and CCC men in Pierce; saloons, madams in Pierce",Low class sporting girls came to Pierce to get money from CCCs. A friend who became a colonel's secretary for the CCCs. Pierce made off-limits to CCCs. A hard-boiled woman who ran a Pierce saloon. Madams.
[1:46:00],Drinking furing Prohibition; searches for bootleggers,"Drinking during prohibition. Search of cannery by an agent. Many cops were on the take. Father looked down on bootleggers and saloon keepers, though he might drink."
[1:55:00],WCTU and church opposition to alcohol; attitudes towards smoking; social cliques,WCTU and church opposition to liquor. Attitudes toward smoking. Opposition to drinking was part of social cliquishness.
[1:59:00],Women's rights in Idaho; seeing President Taft,Women's rights were advanced in Idaho. Seeing President Taft. (continued)
[2:00:00],A drinking husband. Her childhood impression of Taft. Father always wore a black Stetson. Burton L. French visited mother in Lewiston; his father's strange lecture in Palouse,A drinking husband. Her childhood impression of Taft. Father always wore a black Stetson. Burton L. French visited mother in Lewiston; his father's strange lecture in Palouse.
[2:07:00],"Mother's sicknesses, stories of her youth; job as telephone operator, her education","Mother's childhood sickness. Grandmother's death. Mother's sister went to St. Helens in Portland, the Northwest's leading boarding school for girls. Mother went to Spokane College, a prep school, which served poor food; Miss Hope, the suffering teacher. Catholic sisters from Colton taught school in Palouse. Mother worked as telephone operator."
[2:16:00],"Mother's illness, tumor; course in dressmaking; her doctors; mother went to nursing school","Mother's tumor was finally removed in St. Elizabeth's Hospital in Chicago, after she collapsed in the city. She took a course in dressmaking while an outpatient at Chicago. Her surgeon, Dr. Frank, was exceptional. A girl with drinking problems in the hospital. Insane ward at the hospital. St. Joseph's Hospital in Lewiston - her parents gave produce to the sisters. Mother went to the hospital for nursing only, (continued)"
[2:30:00],Mother's whooping cough; her attraction to naturopaths,"Mother's whooping cough. Mother's attraction to naturopaths. She didn't like patent medicines. Mother insisted on taking a sick girl to a better doctor. A deaf girl who fared well. Unscrupulous naturopaths. Doc. Moxley, the druggist, was an expert on treating fingers."
[2:42:00],"Juliaetta as a good site for a cannery; Dr. Foster brought business to town; Foster's family, business practice","Dr. Foster of Juliaetta. Mother took her to see him and decided Juliaetta would be a good site for a cannery. Foster brought business to town. His magnetism, mind reading, and power of suggestion. He blamed himself for daughter's death; his drinking worsened. His admonishing. He would have been difficult to live with. His sons were prone to make trouble and run away. When he moved to Clarkston he was criticized by other doctors, no longer the big man. He was a Southerner without medical training. He gave good advice on diets by looking at people. He cured skin cancer with acid."
[2:54:00],"Mr. Dustin became furious with E.W.Porter after he refused to honor cannery checks which were overdrawn through an oversight. Mrs. Green was hired to teach by Porter; she beat the children, but Catherine' s mother warned her not to touch her Foster had a good income but gave much away; he helped those who lacked money for treatment; his self-confidence","Mr. Dustin became furious with E.W.Porter after he refused to honor cannery checks which were overdrawn through an oversight. Mrs. Green was hired to teach by Porter; she beat the children, but Catherine' s mother warned her not to touch her Foster had a good income but gave much away; he helped those who lacked money for treatment; his self-confidence (continued)"
[3:00:00],Respect for Foster; Juliaetta families; war rationing; food shortage and singing,Respect for Foster. Juliaetta families. Children sang at a Civil War veteran's house when the war began. Father gave flour and sugar to Alexander's store during rationing She got sugar to spray in Second World War. Shortages of food
[3:11:00],Cannery shortage during war; contracts with fruit orchards,"Cannery shortage of cans during war caused great loss of fruit. Contracting for fruit with big orchards in winter. Anderson sued the cannery for failing to pay for his cherries, despite growers' risk arrangement; the case, over $2.68 worth of cherries. The cherries Anderson attached burned up while stored under his brother's name, and the brother lost the money. Juliaetta people opposed Anderson for this. The hotel owner fought with Anderson over eggs."
[3:23:00],Background on her father,"Father was a New York Irishman and an ardent Democrat, but he hated Roosevelt. Fight with his visiting sister over Roosevelt Mother and her father voted for underdog. Grandfather read newspaper daily to learn English, calling words he didn't know ""Jerusalem."""
[3:28:00],Stories about Jack Rosenstein,"Jake Rosenstein carried a pack on his back as a peddler, ""a poor Jew"" with richer relatives. He got a meal of ham for a dollar at a way station. Unscrupulous way stations - Mother and Father both had awful experiences"
