time,title,description
[2:00],Immigrant from Sweden; father shot; Princeton area,Father came alone from Sweden at age 17. Mother and family to Michigan from Canada. Father shot after railroad trial in Michigan. Heard about Princeton area from friends. Move and taking a pre-emption claim.
[9:00],Woodfell; 1893 Depression,How they chose Woodfell. The 1893 Depression. Traded a cow for three sacks of wheat.
[13:00],Hoodoo mines; Chinese; Palouse,Father packed into Hoodoo mines. Two Chinese fought over who he'd have Sunday dinner with. Got groceries from Palouse and then packed them up.
[17:00],Cordwood sold in Palouse,Cellar had puncheon floors. Cordwood sold for $4 a cord in Palouse.
[23:00],New school built,Brothers walked two miles to school. New school (14' x 18') built for daughters.
[26:00],Parents built school; Woodfell,Parents made it because they were determined. Father named Woodfell.
[29:00],Halfway house; timber claims,Her house was a halfway house. People held timber claims by staying overnight. Bunkhouse for men to sleep in.
[31:00],Family forced out of Hoodoo,One family was forced out of Hoodoos so children could go to school. One year her family never sat down to dinner alone.
[34:00],School during summer; Princeton originally Starner; Harvard,School for three months in the summertime. Paid teacher $35 per month. Princeton originally called Starner after the postmaster. Deary named Harvard and other towns.
[38:00],Harvard saloons; Hoodoo miners,"Seven saloons in Harvard once. Sold butter, cheese, eggs to Hoodoo miners."
[43:00],Grandmother carded wool; grew timothy grass,Parents never left home together. Grandmother carded wool. Grew mostly wild timothy.
[47:00],Neighborhood gatherings; dances; Christmas programs,Visited more. Dances. Neighbors gathered at schools for literaries. Christmas Programs at school.
[53:00],Families near Woodfell,Names of families near Woodfell.
[55:00],Palouse doctor; appendicitis; smallpox; coup,"Nearest doctor in Palouse. One boy died of appendicitis, Whole family got smallpox when 11 years old from a traveller. Remedies for coup."
