time,title,description
[0:00],Mother's education and family coming to settle on Potlatch Ridge; 1880 area opened for homesteading,"Mother's education and family coming to settle on Potlatch Ridge. 1880 the area was opened for homesteading. Father's family and travels to Fix Ridge on the Little Potlatch (13 miles from Moscow). Mother went to teach school on Fix Ridge and married her student. Mother, uncle, and grandparents took adjoining homesteads."
[4:00],No doctors for babies; grandmother became midwife; mother sells homestead for big price,"No doctors for babies. Grandmother became a midwife by reading a book, and ministered to all of Cedar Creek area. Her mother sells the homestead for the big price of $40 an acre."
[8:00],Mox Mox licks butter knife; ornary adopted cousin,Mox Mox licks the butter knife before returning it to the bowl. The ornary adopted cousin.
[10:00],Working as a housekeeper in Lewiston; working as a threshing cook on other farms,Working from 14 on as a housekeeper in Lewiston. Sister worked in Lewiston too. $5 a week doing all the laundry; attitude of her boss. Working as threshing cook on other farms. Mother's sickness. The only time mother went to the doctor was just before she died. Father's grit at the dentist.
[15:00],"Schools in Moscow, Southwick, Kendrick, Cedar Creek, and Crescent School","Schools, Moscow grades 1-4, Leland, Southwick, Kendrick, Cedar Creek grades 5-7, and Crescent School and Leland 8th grade and examination. Moscow had single grades and more thorough teaching techniques than the one-room schools."
[18:00],"Having the twins, doctor was late so the husband was in charge and very nervous","Having the twins, doctor was late so the husband was in charge and very nervous."
[22:00],Father's joking about husband Fred being German; Germans stuck to their language and stayed together; very industrious,"Father's joking about husband Fred being German before they were married. The Germans stuck to their language and stayed together. They were very industrious and built good farms. Fred used ""hurry"" in every sentence. All Germans worked as hard as they could. Dr. Stoneburner at Leland. (Mrs. Nye is a history buff.)"
[28:00],Father's girlfriends after mother's death; father's last days,"Father's girlfriends after mother's death. Father's last days, her own gallstones. Running under the sidewalk in Moscow when little to escape Father's anger."
[30:00],"Father's brag; eight children, three boys died","Father's brag. She got in trouble talking back to father. Eight children; three boys died, only one boy raised to maturity."
[36:00],"Older sister and husband died of tuberculosis; Mrs. Schoeffler's mother, sister, and self raised the two daughters","Oldest sister and husband died of tuberculosis leaving two daughters for Mrs. Schoeffler's mother, sister and self to raise. She raised the two with her sister from her mother's death when she was 13. Slop jars and chamber pots in the house when plumbing is outdoors. Caring for her grandchildren."
[40:00],"Sister married at 39, she married at 17; Her children and births","Sister married at 39, she married at 17. Her children and births."
[43:00],She did chores up to the day before her twins were born,"She did chores up to the day before the twins were born including washing clothes, packing water; a fall while she was pregnant. Her husband was a Dutchman that worked his wife."
[45:00],Mother never had phone in her home; no mail service at first; one neighbor a week would go to Genesee for mail,Mother never had a phone in her home. No mail service at first. One neighbor from the Ridge each week would go to Genesee for the mail and pick it up for everybody. The road over Fix Ridge. (A joke about relatives coming west in covered wagons but she couldn't find the road from Moscow to Juliaetta today.)
[49:00],"Scotty Wilson, character who settled in Juliaetta homesteading","Scotty Wilson, character who settled in Juliaetta homesteading rocky pasture land. His wife had a hard life with 11 kids."
[51:00],Playing school with nieces while caring for them,Playing school with nieces while caring for them. Her sister-in-law's good traits of school and cooking for extra company.
[53:00],Hosting her sister's company; old celebrations on the 4th of July,Hosting her sister's company; old celebrations on the 4th of July at all small towns. Lots of work.
[55:00],Cooking for threshing crew,Cooking for a threshing crew when they came to their farm. Most often she knew ahead of time. Had to go to town for fresh groceries. Cooked for 47 for eight days. Stove wasn't big enough for that many; baked 20 loaves of bread a day. Her day from 3am-10pm. Glad when they were gone. Could only sit 14 at a time. The meals; the hungry 13 man crew; the crops.
[1:00:00],Bean crops; first farmers to raise beans; renting land since moving to town,"Bean crops, wet years; first farmer to raise beans. No let up in farmer's work. Renting the land since moving to town. The city boys who wanted to rent her land."
[1:04:00],Horse to tractors; Fred was the last to get a tractor; raising their own horses,Horse to tractors; Fred was one of the last to get a tractor after WWI 1. 30 work horses in Fred's stable; raising their own horses; not breaking them for work until 3 years old.
[1:06:00],"Her arthritis in her legs, her neighbor's good legs","Her arthritis in her legs, her neighbor's good legs."
[1:09:00],Her accident when a bale of hay landed on her head; Her daughter's accident in a plane crash,Her accident when a bale of hay landed on her head. Her daughter's accident in a plane crash.
