time,title,description
[0:00],First paying job; early names for Schupfer; flood in Kendrick; drowning of three girls,"First paying job. Early names for town of ""Schupfer. "" Early flood in Kendrick: drowning of three girls. Heimgartner stayed with the Schupfers when they arrived in the country during flood (1902)."
[10:00],Train couldn't cross to Juliaetta; train to Lewiston; Juliaetta and Kendrick,"Train couldn't cross Indian land at Juliaetta. First passenger train to Lewiston from Juliaetta. Juliaetta and Kendrick, close together."
[13:00],Foster School of Healing; cancer cure; switching track at Arrow; horse stealing; water at the house,"Foster School of Healing, and his cancer cure. Some people didn't like sick people settling in town. Switching track at the Y at Arrow. Catching Cougar Jones for horse stealing. Foster left town after fight with Porter; Foster didn't care about helping town. Water at the house."
[22:00],Juliaetta tramway; railroad in Southwick; working on the tramway;,Juliaetta tramway. Plan to build railroad to Southwick. Going to work on the tramway; starting and shutting down; sailing down the tramway. Getting water for the steam engine. Capacity of the tramway; use by farmers on ridge.
[30:00],Kendrick chute burned up grain; Kendrick cable system,Tramway folded when trucks came in; Kendrick chute burned up grain. Kendrick cable system.
[33:00],Porter started in grain; successful bank; got into politics,"Porter started in grain, then ran a successful bank, until he got into politics."
[36:00],"Adam's ""discovery"" of Alaska wheat; Adam's castle","Adams' ""discovery"" of Alaska wheat, which was no better than regular. He fooled the public. It was said he was stopped by his son-in-law. Adam's castle. He was a surveyor."
[44:00],Porter's brother; telephone lines at Juliaetta; working for telephone company; consolidation of Kendrick and Juliaetta phones; playing baseball,"R.H. Porter, Porter's brother, began the telephone lines at Juliaetta. George Frederickson's crankiness. Schupfers started working for telephone company. Consolidation of Kendrick and Juliaetta phones, despite strenuous objections from Fix Ridge, which didn't want to switch through Kendrick. The two towns always fought when they played baseball."
[56:00],Telephone service; farmer lines,"Telephone service. ""Rubbering"" on the farmer lines."
[1:00:00],Band of Troy thriving during the Depression; first car; stove for free,"How Band of Troy thrived in the Depression. Educated people don't do as well as hard-working poor. Eichner couldn't go back to Germany because of the army; how he saved money. First car on the ridge. A stove for free; people weren't mechanics. A man who didn't know pumps: ""experts"" verses experience."
[1:09:00],Best watermelons in the country; trucking to Montana,Best watermelons in the country. Trucking them to Montana.
[1:12:00],Juliaetta cannery; failure of co-op; cannery burned down by Clarkston firm; train to Sunnyside,"Juliaetta cannery: work, wages, money for tomatoes. Failure of co-op; cannery burned down by Clarkston firm which owned it. Getting to Sunnyside by train; government took over railroad in 1918. Walking from work above Kendrick. Effort to convert cannery to box mill failed."
[1:25:00],World War I; man bringing Liberty Bonds to Moscow; knocking a hole in the Lutheran church,"Anti-German sentiment in First World War: a man who'd bought Liberty Bonds in Moscow suspected for not doing so; knocking a hole in the side of the Lutheran Church. No speaking German on the phone. Wars are none of our business A report from Austria before World War II. Changing German words: sauerkraut to""Liberty cabbage."" Getting into the wars."
[1:30:00],Unionizing trains; German community,Unionizing of trains. German community.
[1:35:00],Man's fortune stolen after his death; old man's money taken in Orofina,"Suspicion that a man's fortune was stolen after his death. An old man supposedly taken to a home in South Idaho was stuck in Orofino instead, his money taken."
[1:41:00],Native Americans repayment; Charlie White,"Indians were good - repayment with a fish, getting camas. Charlie White."
[1:42:00],Horse-powered cider press; leaving Austria,Father was good with equipment too: his horse-powered cider press. Keeping binder going as children. Leaving Austria because they didn't like military.
[1:46:00],Running telephone company; people didn't want to work,He was let off from service at first to run telephone company. Presidents who promised peace and gave us war. People who don't want to work.
